"",BBK01.TSD303O,BBK01.TSD303O_FLAGS,BBK01.TSD302,BBK01.TSD302_FLAGS,BBK01.TSD304,BBK01.TSD304_FLAGS,BBK01.TSD305,BBK01.TSD305_FLAGS,BBK01.TSD306,BBK01.TSD306_FLAGS,BBK01.TS5379O,BBK01.TS5379O_FLAGS,BBK01.TS1353,BBK01.TS1353_FLAGS,BBK01.TZ5353O,BBK01.TZ5353O_FLAGS,BBK01.TZ4952,BBK01.TZ4952_FLAGS,BBK01.TZ4954,BBK01.TZ4954_FLAGS,BBK01.TZ4955,BBK01.TZ4955_FLAGS,BBK01.TZ4956,BBK01.TZ4956_FLAGS,BBK01.TZ5379O,BBK01.TZ5379O_FLAGS,BBK01.TZ1303,BBK01.TZ1303_FLAGS,BBK01.TS5303O,BBK01.TS5303O_FLAGS,BBK01.AY4952,BBK01.AY4952_FLAGS,BBK01.AY4954,BBK01.AY4954_FLAGS,BBK01.AY4955,BBK01.AY4955_FLAGS,BBK01.AY4956,BBK01.AY4956_FLAGS,BBK01.TS5329O,BBK01.TS5329O_FLAGS,BBK01.TS1303,BBK01.TS1303_FLAGS
2013-05,2272.7,,2240.2,,1390.4,,318.1,,531.7,,32.5,,9836.0,,-1.5,,0.4,,1.4,,-2.4,,1.4,,-1.9,,11.9,,115.97145,,118.32134,,170.16595,,47.63757,,124.79441,,48.96765,,105.82618,
2013-06,2267.6,,2239.0,,1392.6,,313.9,,532.5,,28.5,,9818.1,,-5.4,,-1.5,,2.4,,-4.7,,0.8,,-3.9,,-17.9,,115.69482,,118.24127,,170.45472,,46.93850,,124.98086,,43.07548,,105.63344,
2013-07,2278.3,,2246.7,,1405.2,,308.8,,532.6,,31.7,,9832.8,,11.4,,8.2,,13.0,,-4.9,,0.1,,3.2,,16.7,,116.27877,,118.67435,,172.04339,,46.21083,,125.00086,,47.97680,,105.81296,
2013-08,2286.4,,2259.5,,1416.4,,310.1,,533.1,,26.9,,9871.7,,7.9,,12.8,,11.1,,1.2,,0.4,,-4.8,,28.5,,116.68400,,119.34916,,173.40697,,46.39181,,125.10161,,40.65065,,106.11907,
2013-09,2292.8,,2266.4,,1427.7,,305.5,,533.1,,26.5,,9871.0,,7.0,,7.3,,11.5,,-4.3,,0.1,,-0.3,,3.7,,117.03950,,119.73448,,174.81663,,45.75021,,125.11793,,40.15289,,106.15852,
2013-10,2319.1,,2288.4,,1448.1,,307.1,,533.2,,30.7,,9876.7,,27.0,,22.7,,20.8,,1.9,,0.0,,4.3,,8.7,,118.41738,,120.93554,,177.35789,,46.04069,,125.12711,,46.61443,,106.25202,
2013-11,2305.9,,2280.4,,1440.9,,306.3,,533.2,,25.5,,9885.8,,-13.3,,-8.1,,-7.3,,-0.9,,0.1,,-5.2,,8.7,,117.73973,,120.50658,,176.46282,,45.90875,,125.14399,,38.77744,,106.34572,
2013-12,2314.1,,2287.0,,1445.8,,307.9,,533.2,,27.1,,9836.6,,8.6,,6.9,,5.3,,1.6,,0.0,,1.7,,-29.4,,118.17732,,120.86857,,177.11146,,46.14369,,125.14084,,41.39353,,106.02236,
2014-01,2317.5,,2293.3,,1453.7,,307.1,,532.5,,24.2,,9872.2,,2.4,,5.5,,7.2,,-1.0,,-0.7,,-3.1,,26.8,,118.30024,,121.16073,,177.99406,,45.99945,,124.97314,,36.63202,,106.31089,
2014-02,2332.8,,2308.0,,1463.1,,313.1,,531.9,,24.8,,9891.8,,15.3,,14.6,,9.9,,5.3,,-0.7,,0.7,,23.5,,119.08142,,121.93109,,179.20933,,46.79452,,124.82014,,37.72556,,106.56389,
2014-03,2329.1,,2308.6,,1462.3,,314.5,,531.7,,20.6,,9892.8,,-3.7,,0.5,,-0.8,,1.4,,-0.2,,-4.3,,0.8,,118.89010,,121.95766,,179.11277,,47.01049,,124.78407,,31.26236,,106.57297,
2014-04,2358.2,,2337.3,,1493.6,,312.6,,531.1,,20.9,,9882.9,,29.3,,28.9,,31.4,,-2.0,,-0.5,,0.4,,-7.1,,120.38347,,123.48435,,182.95744,,46.71507,,124.66369,,31.80514,,106.49702,
2014-05,2371.1,,2349.8,,1500.8,,317.5,,531.4,,21.4,,9940.0,,12.2,,11.9,,6.7,,4.9,,0.3,,0.4,,53.4,,121.00770,,124.11073,,183.77529,,47.44242,,124.73747,,32.37097,,107.07249,
2014-06,2369.4,,2343.6,,1496.0,,315.7,,531.9,,25.7,,9972.9,,-1.7,,-6.1,,-4.7,,-1.8,,0.4,,4.4,,33.7,,120.92008,,123.78923,,183.19575,,47.17340,,124.84221,,38.98934,,107.43583,
2014-07,2377.5,,2351.1,,1505.4,,314.0,,531.7,,26.4,,10005.6,,7.4,,6.9,,8.8,,-1.7,,-0.1,,0.5,,31.5,,121.30008,,124.15384,,184.26725,,46.91687,,124.81146,,39.81172,,107.77552,
2014-08,2396.9,,2367.4,,1518.6,,316.3,,532.4,,29.5,,10050.6,,18.8,,15.8,,12.9,,2.2,,0.6,,3.0,,42.2,,122.25847,,124.98813,,185.84853,,47.25265,,124.96022,,44.30990,,108.22984,
2014-09,2400.0,,2372.2,,1525.6,,313.8,,532.8,,27.8,,10100.6,,1.3,,3.3,,5.7,,-2.9,,0.4,,-2.0,,41.0,,122.32422,,125.16103,,186.55181,,46.82427,,125.05305,,41.32717,,108.67170,
2014-10,2412.9,,2384.3,,1544.4,,307.5,,532.3,,28.6,,10122.3,,12.8,,12.0,,18.7,,-6.3,,-0.4,,0.8,,21.1,,122.97514,,125.79397,,188.83589,,45.89044,,124.95311,,42.47816,,108.89903,
2014-11,2423.7,,2394.5,,1553.8,,308.7,,532.0,,29.1,,10186.6,,10.9,,10.3,,9.5,,1.2,,-0.4,,0.6,,64.5,,123.52894,,126.33787,,189.99569,,46.06814,,124.86674,,43.30527,,109.59275,
2014-12,2427.1,,2401.3,,1555.9,,313.1,,532.2,,25.8,,10333.9,,0.8,,4.4,,1.3,,4.2,,-1.2,,-3.6,,39.9,,123.56972,,126.56860,,190.15851,,46.69850,,124.58924,,37.99685,,110.02212,
2015-01,2456.0,,2426.2,,1587.0,,309.1,,530.1,,29.8,,10403.4,,27.5,,24.2,,28.7,,-3.4,,-1.1,,3.4,,21.6,,124.97227,,127.84311,,193.66959,,46.19023,,124.32183,,42.95418,,110.25231,
2015-02,2483.9,,2452.1,,1611.3,,310.8,,530.0,,31.8,,10432.4,,27.5,,25.6,,24.0,,1.7,,-0.1,,1.9,,53.4,,126.37410,,129.19302,,196.60213,,46.43865,,124.30421,,45.73606,,110.81943,
2015-03,2498.6,,2465.2,,1626.1,,309.0,,530.1,,33.4,,10476.3,,12.7,,11.4,,13.7,,-2.4,,0.1,,1.3,,32.5,,127.01937,,129.79364,,198.27455,,46.07623,,124.33209,,47.58085,,111.16487,
2015-04,2530.0,,2490.8,,1650.2,,309.7,,530.9,,39.3,,10547.4,,32.6,,26.4,,24.6,,1.1,,0.8,,6.2,,82.4,,128.67676,,131.18460,,201.27557,,46.23282,,124.50993,,56.38464,,112.03934,
2015-05,2542.0,,2508.6,,1672.8,,304.1,,531.7,,33.4,,10562.9,,11.0,,17.0,,22.0,,-5.7,,0.8,,-6.1,,9.4,,129.23464,,132.08181,,203.95394,,45.37477,,124.70303,,47.67717,,112.13878,
2015-06,2547.8,,2515.6,,1682.7,,300.7,,532.1,,32.3,,10579.9,,6.7,,7.7,,10.5,,-3.2,,0.4,,-1.0,,24.0,,129.57318,,132.48512,,205.23004,,44.90057,,124.79027,,46.24798,,112.39332,
2015-07,2565.3,,2534.2,,1698.7,,303.2,,532.3,,31.0,,10653.1,,12.7,,14.0,,15.4,,-1.6,,0.3,,-1.4,,63.9,,130.21713,,133.22382,,207.10544,,44.65864,,124.85365,,44.29298,,113.07201,
2015-08,2571.3,,2540.9,,1709.3,,299.0,,532.6,,30.4,,10663.4,,7.2,,7.7,,11.4,,-4.0,,0.3,,-0.5,,33.6,,130.58221,,133.62929,,208.49186,,44.07499,,124.92475,,43.54962,,113.43026,
2015-09,2595.5,,2555.4,,1724.4,,297.4,,533.7,,40.1,,10696.7,,24.3,,14.6,,15.1,,-1.5,,1.0,,9.6,,25.6,,131.81494,,134.39928,,210.33043,,43.85997,,125.16568,,57.34034,,113.70389,
2015-10,2621.0,,2579.1,,1747.9,,296.4,,534.7,,42.0,,10778.9,,24.7,,22.9,,22.9,,-1.1,,1.1,,1.8,,77.1,,133.06739,,135.60231,,213.12937,,43.69199,,125.41575,,59.89882,,114.52376,
2015-11,2650.2,,2606.0,,1765.7,,304.8,,535.6,,44.2,,10835.5,,27.3,,25.3,,16.4,,8.1,,0.8,,2.0,,45.4,,134.45252,,136.93238,,215.13290,,44.87884,,125.60637,,62.73381,,115.00564,
2015-12,2651.5,,2608.7,,1764.9,,308.1,,535.7,,42.8,,10847.6,,2.9,,4.0,,0.2,,3.6,,0.2,,-1.1,,17.4,,134.59797,,137.14298,,215.15945,,45.41202,,125.64605,,61.11540,,115.19112,
2016-01,2677.9,,2634.2,,1795.1,,302.5,,536.6,,43.7,,10912.4,,26.8,,25.8,,30.4,,-5.6,,0.9,,1.0,,66.7,,135.95596,,138.49737,,218.87063,,44.58778,,125.86060,,62.52660,,115.89927,
2016-02,2688.9,,2645.0,,1808.1,,299.5,,537.4,,43.9,,10974.1,,13.0,,12.7,,13.0,,-1.1,,0.8,,0.3,,61.6,,136.61575,,139.16672,,220.46027,,44.42410,,126.04907,,62.90567,,116.55296,
2016-03,2690.5,,2648.3,,1803.3,,307.4,,537.6,,42.2,,10987.6,,3.3,,4.6,,-3.5,,7.9,,0.1,,-1.3,,25.3,,136.78494,,139.41022,,220.03775,,45.60303,,126.08324,,61.04361,,116.82185,
2016-04,2711.2,,2669.2,,1822.2,,309.2,,537.8,,42.0,,11039.9,,20.5,,20.8,,18.8,,1.8,,0.2,,-0.3,,50.7,,137.82497,,140.50473,,222.33338,,45.87383,,126.11909,,60.55904,,117.36078,
2016-05,2724.0,,2681.4,,1836.8,,307.0,,537.6,,42.6,,11081.6,,11.7,,11.3,,13.9,,-2.4,,-0.1,,0.4,,35.3,,138.42133,,141.10045,,224.02479,,45.51561,,126.08855,,61.15644,,117.73570,
2016-06,2731.5,,2689.4,,1844.6,,306.9,,537.8,,42.2,,11115.1,,7.6,,8.0,,8.1,,-0.3,,0.2,,-0.4,,31.5,,138.80748,,141.52095,,225.01372,,45.47218,,126.12962,,60.59353,,118.07107,
2016-07,2754.0,,2705.9,,1858.6,,308.9,,538.3,,48.1,,11178.0,,23.2,,17.2,,14.1,,2.6,,0.5,,6.0,,65.5,,139.98511,,142.42553,,226.73877,,45.84992,,126.24662,,69.19329,,118.76725,
2016-08,2755.1,,2712.0,,1866.0,,307.5,,538.5,,43.2,,11201.7,,1.1,,6.2,,7.4,,-1.5,,0.2,,-5.1,,24.0,,140.03929,,142.75161,,227.64507,,45.63422,,126.29811,,61.81614,,119.02229,
2016-09,2766.4,,2723.7,,1870.7,,315.0,,538.1,,42.7,,11240.0,,11.4,,11.9,,4.8,,7.5,,-0.4,,-0.5,,38.6,,140.61803,,143.37889,,228.23345,,46.75088,,126.19745,,61.05549,,119.43219,
2016-10,2761.0,,2720.0,,1874.9,,307.0,,538.0,,41.0,,11264.8,,-6.0,,-4.2,,3.9,,-8.0,,-0.1,,-1.8,,26.6,,140.31416,,143.15801,,228.70977,,45.56240,,126.17553,,58.50573,,119.71521,
2016-11,2785.3,,2744.8,,1894.5,,312.3,,538.0,,40.5,,11336.3,,22.6,,23.4,,18.5,,4.9,,0.0,,-0.9,,63.5,,141.46026,,144.38986,,230.96825,,46.29097,,126.17104,,57.28891,,120.38979,
2016-12,2801.8,,2759.5,,1912.7,,308.6,,538.2,,42.3,,11386.6,,16.4,,14.7,,18.0,,-3.5,,0.2,,1.7,,47.4,,142.29513,,145.16326,,233.15819,,45.77445,,126.22330,,59.74686,,120.89716,
2017-01,2829.3,,2785.6,,1930.6,,316.0,,538.9,,43.7,,11441.7,,28.5,,26.9,,18.5,,7.6,,0.7,,1.6,,60.8,,143.74301,,146.57790,,235.41686,,46.90875,,126.39112,,62.03253,,121.54302,
2017-02,2839.7,,2797.1,,1944.1,,313.9,,539.0,,42.6,,11491.6,,10.0,,11.2,,12.9,,-1.8,,0.1,,-1.2,,45.3,,144.25056,,147.16928,,236.99304,,46.64905,,126.40583,,60.25834,,122.02442,
2017-03,2849.4,,2808.6,,1955.8,,314.2,,538.6,,40.8,,11580.7,,10.3,,11.9,,12.0,,0.3,,-0.4,,-1.7,,92.6,,144.77241,,147.79715,,238.45870,,46.70091,,126.30270,,57.91003,,123.00808,
2017-04,2850.5,,2810.2,,1960.6,,310.4,,539.2,,40.3,,11580.1,,0.9,,2.5,,5.4,,-3.6,,0.6,,-1.5,,5.6,,144.82032,,147.92702,,239.12174,,46.17025,,126.44366,,55.74651,,123.06804,
2017-05,2856.5,,2815.7,,1968.0,,308.4,,539.3,,40.8,,11605.6,,7.6,,6.8,,8.4,,-1.7,,0.2,,0.8,,40.4,,145.20583,,148.28660,,240.14397,,45.91362,,126.48444,,56.79329,,123.49773,
2017-06,2884.7,,2843.5,,1995.2,,309.2,,539.2,,41.1,,11642.8,,29.1,,28.7,,27.8,,1.0,,-0.2,,0.4,,42.9,,146.68303,,149.79681,,243.53694,,46.06949,,126.44308,,57.32720,,123.95391,
2017-07,2878.9,,2838.7,,1992.4,,304.6,,541.7,,40.2,,11663.2,,-6.6,,-5.9,,-1.8,,-4.3,,0.1,,-0.7,,28.2,,146.34534,,149.48378,,243.31804,,45.43335,,126.47178,,56.35236,,124.25474,
2017-08,2885.0,,2846.3,,2002.7,,302.0,,541.6,,38.7,,11733.9,,6.7,,8.1,,10.8,,-2.5,,-0.1,,-1.5,,74.5,,146.68344,,149.91232,,244.63444,,45.06068,,126.43829,,54.26908,,125.04844,
2017-09,2896.3,,2857.8,,2011.4,,304.6,,541.8,,38.5,,11772.8,,11.1,,11.2,,8.5,,2.6,,0.2,,-0.2,,39.6,,147.24638,,150.50343,,245.66949,,45.44816,,126.47375,,54.05719,,125.47040,
2017-10,2895.4,,2858.1,,2019.0,,297.0,,542.0,,37.4,,11802.1,,-1.6,,-0.3,,7.1,,-7.7,,0.3,,-1.3,,24.8,,147.16524,,150.48653,,246.53920,,44.29713,,126.53776,,52.26922,,125.73503,
2017-11,2910.0,,2872.4,,2033.1,,297.2,,542.1,,37.6,,11846.2,,15.5,,15.2,,14.8,,0.4,,0.0,,0.4,,52.4,,147.95545,,151.28649,,248.34035,,44.35843,,126.54507,,52.76453,,126.29297,
2017-12,2922.9,,2885.4,,2047.1,,296.0,,542.4,,37.5,,11858.6,,13.7,,13.7,,14.5,,-1.1,,0.3,,0.0,,17.7,,148.64968,,152.00791,,250.10762,,44.19874,,126.61507,,52.70419,,126.48201,
2018-01,2930.7,,2894.8,,2058.0,,295.6,,541.2,,35.9,,11904.2,,10.8,,12.1,,11.6,,0.2,,0.3,,-1.4,,58.0,,149.19649,,152.64672,,251.53036,,44.23231,,126.67467,,50.77234,,127.10112,
2018-02,2932.7,,2896.7,,2063.2,,292.2,,541.3,,36.0,,11921.1,,0.7,,0.7,,4.5,,-3.7,,-0.2,,0.0,,9.6,,149.23019,,152.68337,,252.08329,,43.68241,,126.63890,,50.72566,,127.20312,
2018-03,2944.5,,2909.0,,2072.1,,295.1,,541.8,,35.5,,11938.0,,12.2,,12.6,,9.2,,3.0,,0.4,,-0.4,,20.5,,149.85251,,153.34866,,253.20409,,44.13255,,126.74143,,50.17306,,127.42192,
2018-04,2949.1,,2914.4,,2083.1,,289.5,,541.8,,34.7,,11984.6,,4.8,,5.5,,10.5,,-5.1,,0.1,,-0.7,,41.9,,150.09568,,153.63749,,254.48436,,43.37594,,126.75588,,49.18335,,127.86938,
2018-05,2976.6,,2939.9,,2111.5,,286.5,,541.9,,36.7,,12048.5,,25.6,,23.9,,27.2,,-3.4,,0.1,,1.8,,52.7,,151.39992,,154.89519,,257.80867,,42.86390,,126.77069,,51.69175,,128.43172,
2018-06,2990.1,,2956.1,,2112.6,,301.6,,541.9,,34.0,,12132.0,,13.5,,16.2,,1.2,,15.0,,0.0,,-2.7,,82.7,,152.08455,,155.74609,,257.94944,,45.11331,,126.76123,,47.89897,,129.31286,
2018-07,2988.9,,2956.2,,2120.1,,294.3,,541.8,,32.8,,12119.9,,-0.7,,0.4,,7.8,,-7.3,,-0.1,,-1.1,,-11.0,,152.04900,,155.76959,,258.90075,,44.02734,,126.74175,,46.28500,,129.19517,
2018-08,2984.5,,2951.9,,2118.6,,291.6,,541.8,,32.5,,12148.0,,-4.9,,-4.6,,-1.9,,-2.7,,0.0,,-0.3,,25.5,,151.80106,,155.52757,,258.67285,,43.61700,,126.74550,,45.88834,,129.46738,
2018-09,3014.3,,2982.8,,2149.8,,291.1,,541.9,,31.4,,12190.7,,29.6,,30.7,,31.2,,-0.7,,0.2,,-1.2,,41.4,,153.30587,,157.14701,,262.48613,,43.51872,,126.78345,,44.26372,,129.90804,
2018-10,3024.4,,2989.6,,2156.0,,291.5,,542.1,,34.8,,12255.1,,9.0,,5.7,,5.5,,0.1,,0.1,,3.3,,61.2,,153.76203,,157.44763,,263.15218,,43.53627,,126.81462,,48.85807,,130.55981,
2018-11,3038.4,,3006.1,,2173.6,,290.0,,542.4,,32.3,,12303.6,,14.1,,16.6,,17.7,,-1.4,,0.4,,-2.5,,49.7,,154.47776,,158.32045,,265.30751,,43.32109,,126.89781,,45.36000,,131.08918,
2018-12,3055.4,,3024.8,,2196.7,,285.6,,542.6,,30.6,,12365.1,,17.7,,19.4,,23.6,,-4.3,,0.1,,-1.7,,64.8,,155.37893,,159.34366,,268.18711,,42.68137,,126.92542,,42.97027,,131.77966,
2019-01,3049.6,,3017.8,,2182.7,,292.2,,542.9,,31.9,,12390.0,,-5.8,,-7.0,,-14.0,,6.6,,0.4,,1.3,,19.3,,155.08535,,158.97233,,266.47862,,43.66500,,127.01030,,44.76392,,131.98446,
2019-02,3062.4,,3031.2,,2190.6,,297.2,,543.5,,31.2,,12452.0,,12.1,,12.8,,7.6,,4.5,,0.6,,-0.7,,61.1,,155.69905,,159.64582,,267.40845,,44.34458,,127.15556,,43.75630,,132.63557,
2019-03,3094.4,,3062.5,,2222.8,,293.1,,546.6,,31.9,,12529.0,,29.8,,29.1,,30.4,,-4.4,,3.1,,0.7,,69.5,,157.21499,,161.17911,,271.11790,,43.69282,,127.87938,,44.74387,,133.37562,
2019-04,3110.2,,3077.9,,2237.8,,293.2,,546.9,,32.3,,12590.5,,15.8,,15.4,,15.0,,0.2,,0.3,,0.4,,63.1,,158.02008,,161.99014,,272.94464,,43.71747,,127.94190,,45.35634,,134.04786,
2019-05,3117.3,,3085.6,,2248.4,,290.6,,546.6,,31.8,,12656.2,,6.9,,7.5,,10.5,,-2.7,,-0.3,,-0.5,,63.0,,158.37268,,162.38312,,274.22839,,43.31033,,127.86581,,44.61595,,134.71854,
2019-06,3133.8,,3101.4,,2265.4,,289.5,,546.5,,32.5,,12698.9,,17.4,,16.6,,17.6,,-1.0,,-0.1,,0.9,,50.1,,159.25850,,163.25467,,276.37501,,43.16856,,127.84500,,45.84490,,135.25177,
2019-07,3137.8,,3105.9,,2274.2,,285.4,,546.4,,31.8,,12764.2,,3.0,,3.8,,8.3,,-4.4,,-0.1,,-0.8,,59.7,,159.41126,,163.45302,,277.38240,,42.51693,,127.81683,,44.76955,,135.88799,
2019-08,3166.1,,3134.2,,2296.5,,292.2,,545.4,,32.0,,12872.0,,27.6,,27.6,,21.9,,6.7,,-1.0,,0.0,,104.2,,160.81492,,164.90634,,280.05394,,43.51232,,127.59031,,44.78783,,136.99707,
2019-09,3168.3,,3135.3,,2301.6,,288.8,,544.9,,32.9,,12904.2,,1.3,,0.4,,4.5,,-3.6,,-0.5,,0.9,,27.4,,160.88309,,164.92970,,280.60817,,42.97396,,127.47674,,46.04638,,137.28885,
2019-10,3179.0,,3148.7,,2316.2,,288.5,,544.0,,30.3,,12963.5,,11.7,,14.2,,15.3,,-0.2,,-0.9,,-2.5,,64.8,,161.47599,,165.67651,,282.47858,,42.94482,,127.25491,,42.52156,,137.97787,
2019-11,3179.7,,3149.9,,2317.9,,288.8,,543.2,,29.8,,13008.9,,-0.2,,0.4,,1.2,,0.0,,-0.8,,-0.6,,40.7,,161.46501,,165.69567,,282.62077,,42.94990,,127.05942,,41.70643,,138.41099,
2019-12,3195.9,,3164.1,,2340.7,,281.3,,542.1,,31.8,,12984.8,,17.4,,15.2,,23.5,,-7.2,,-1.1,,2.2,,-17.9,,162.34920,,166.49667,,285.48394,,41.87909,,126.81253,,44.76361,,138.22067,
2020-01,3192.7,,3157.9,,2335.4,,283.4,,539.1,,34.8,,13048.2,,-4.2,,-7.1,,-6.0,,1.9,,-3.0,,2.9,,57.5,,162.13503,,166.12485,,284.75773,,42.15901,,126.11280,,48.77330,,138.83264,
2020-02,3207.8,,3175.7,,2352.8,,285.9,,537.1,,32.1,,13148.2,,14.7,,17.5,,17.2,,2.4,,-2.1,,-2.8,,97.7,,162.88280,,167.04519,,286.85169,,42.51227,,125.63244,,44.89429,,139.87220,
2020-03,3299.9,,3271.6,,2454.5,,282.7,,534.5,,28.2,,13475.6,,92.2,,96.1,,101.8,,-3.1,,-2.6,,-3.8,,328.7,,167.56689,,172.09897,,299.26060,,42.04775,,125.02963,,39.54265,,143.36911,
2020-04,3305.0,,3276.6,,2463.1,,278.9,,534.6,,28.3,,13625.4,,4.4,,4.4,,8.3,,-4.0,,0.2,,0.0,,145.6,,167.79128,,172.33111,,300.27039,,41.44658,,125.06994,,39.55105,,144.91795,
2020-05,3342.1,,3315.1,,2498.9,,281.5,,534.8,,26.9,,13790.6,,30.5,,31.7,,28.6,,2.9,,0.1,,-1.2,,166.5,,169.33803,,173.99639,,303.75815,,41.88158,,125.09948,,37.87976,,146.68848,
2020-06,3350.7,,3325.5,,2516.3,,274.2,,535.0,,25.2,,13885.8,,8.9,,10.5,,17.4,,-7.2,,0.2,,-1.6,,97.4,,169.78650,,174.54555,,305.87746,,40.81276,,125.14858,,35.61088,,147.72445,
2020-07,3361.4,,3337.8,,2522.1,,281.2,,534.4,,23.7,,13968.0,,35.6,,35.6,,28.5,,7.7,,-0.6,,0.0,,170.6,,171.59250,,176.41563,,309.34329,,41.95931,,125.01213,,35.62781,,149.53979,
2020-08,3370.4,,3348.0,,2536.1,,277.2,,534.8,,22.4,,14003.8,,9.4,,10.7,,14.2,,-3.9,,0.4,,-1.3,,38.0,,172.07383,,176.98044,,311.07987,,41.37675,,125.11284,,33.73667,,149.94677,
2020-09,3397.9,,3375.8,,2567.6,,273.3,,534.9,,22.1,,14151.6,,26.5,,26.9,,30.9,,-4.1,,0.1,,-0.4,,141.6,,173.42911,,178.40245,,314.87076,,40.76330,,125.13758,,33.20124,,151.46324,
2020-10,3427.0,,3405.0,,2596.2,,273.8,,535.0,,22.0,,14239.9,,27.8,,28.0,,28.4,,-0.6,,0.1,,-0.1,,86.2,,174.85018,,179.88061,,318.35843,,40.67321,,125.16909,,33.00910,,152.38603,
2020-11,3441.1,,3412.9,,2614.5,,263.2,,535.2,,28.2,,14338.8,,15.3,,13.5,,23.6,,-10.3,,0.2,,1.9,,107.1,,175.63214,,180.59232,,321.25488,,39.13904,,125.21070,,35.78960,,153.53238,
2020-12,3457.3,,3428.2,,2632.4,,260.9,,534.9,,29.1,,14469.2,,17.3,,16.3,,18.7,,-2.1,,-0.3,,1.0,,142.7,,176.51641,,181.45589,,323.54694,,38.83071,,125.14963,,37.06613,,155.06014,
2021-01,3485.9,,3460.5,,2681.8,,242.1,,536.5,,25.4,,14579.8,,28.9,,32.5,,49.9,,-18.9,,1.6,,-3.7,,108.8,,177.98990,,183.17867,,329.67730,,36.01130,,125.52709,,32.36239,,156.22581,
2021-02,3497.7,,3473.9,,2701.8,,234.7,,537.4,,23.8,,14655.7,,11.6,,13.3,,19.9,,-7.4,,0.9,,-1.7,,75.4,,178.58266,,183.88307,,332.11953,,34.90479,,125.73323,,30.20278,,157.03362,
2021-03,3533.5,,3505.0,,2734.3,,232.4,,538.3,,28.5,,14741.8,,34.2,,29.5,,31.3,,-2.6,,0.8,,4.6,,74.6,,180.32642,,185.44680,,335.97067,,34.51583,,125.92683,,36.06312,,157.83251,
2021-04,3540.4,,3516.2,,2746.6,,230.6,,538.9,,24.2,,14789.0,,8.4,,12.6,,13.6,,-1.6,,0.7,,-4.2,,59.6,,180.75750,,186.11521,,337.64026,,34.27148,,126.08851,,30.76942,,158.47078,
2021-05,3555.2,,3527.1,,2757.5,,230.3,,539.2,,28.1,,14864.8,,15.8,,11.3,,11.2,,-0.2,,0.3,,4.5,,79.9,,181.56291,,186.71264,,339.01410,,34.24388,,126.15801,,36.47552,,159.32745,
2021-06,3565.2,,3536.1,,2773.8,,223.2,,539.1,,29.1,,14949.1,,8.6,,7.7,,15.4,,-7.5,,-0.2,,0.9,,74.3,,182.00191,,187.12126,,340.90136,,33.13324,,126.12037,,37.61242,,160.12359,
2021-07,3583.1,,3554.0,,2796.4,,218.3,,539.3,,29.0,,15047.1,,17.8,,17.9,,22.2,,-4.6,,0.3,,-0.1,,99.4,,182.90956,,188.06637,,343.63130,,32.44724,,126.18287,,37.50909,,161.18794,
2021-08,3600.0,,3569.1,,2812.5,,217.4,,539.3,,30.9,,15124.0,,16.3,,14.5,,15.5,,-0.9,,-0.1,,1.8,,74.8,,183.73996,,188.83159,,345.53184,,32.30989,,126.16431,,39.84170,,161.99022,
2021-09,3611.9,,3578.8,,2822.9,,216.9,,539.0,,33.1,,15219.1,,13.6,,12.0,,12.6,,-0.3,,-0.3,,1.5,,87.3,,184.43216,,189.46875,,347.08184,,32.26954,,126.09368,,41.80267,,162.92571,
2021-10,3626.2,,3593.1,,2825.4,,228.9,,538.8,,33.1,,15324.0,,14.3,,14.2,,2.6,,11.9,,-0.2,,0.1,,107.5,,185.16291,,190.22254,,347.39772,,34.03233,,126.05115,,41.89494,,164.07707,
2021-11,3628.8,,3599.6,,2840.2,,220.8,,538.7,,29.2,,15390.8,,1.4,,5.4,,13.8,,-8.3,,-0.1,,-4.0,,66.5,,185.23277,,190.50736,,349.08860,,32.80377,,126.02574,,36.82244,,164.79021,
2021-12,3651.2,,3621.1,,2852.6,,229.6,,538.9,,30.2,,15484.8,,22.3,,21.3,,12.3,,8.8,,0.2,,1.0,,93.8,,186.37097,,191.63676,,350.60648,,34.11278,,126.06779,,38.03093,,165.79455,
2022-01,3683.8,,3655.5,,2881.3,,235.2,,539.0,,28.3,,15543.5,,31.6,,33.5,,28.0,,5.3,,0.2,,-2.0,,53.5,,187.98194,,193.41200,,354.05254,,34.90497,,126.10831,,35.53109,,166.36728,
2022-02,3711.4,,3680.4,,2904.2,,237.3,,538.9,,30.9,,15606.5,,27.3,,24.6,,22.6,,2.2,,-0.1,,2.7,,62.8,,189.37677,,194.71611,,356.82698,,35.22726,,126.08447,,38.90781,,167.03974,
2022-03,3715.2,,3684.5,,2902.5,,243.9,,538.1,,30.7,,15671.0,,3.4,,3.7,,-2.1,,6.6,,-0.8,,-0.3,,62.7,,189.54975,,194.91048,,356.57497,,36.19952,,125.89158,,38.55064,,167.71089,
2022-04,3727.1,Provisional value,3699.1,Provisional value,2902.5,Provisional value,259.5,Provisional value,537.1,Provisional value,28.0,Provisional value,15716.5,Provisional value,8.4,Provisional value,11.3,Provisional value,-2.8,Provisional value,14.6,Provisional value,-0.5,Provisional value,-2.9,Provisional value,22.6,Provisional value,189.98042,Provisional value,195.50852,Provisional value,356.22906,Provisional value,38.36994,Provisional value,125.77313,Provisional value,34.95050,Provisional value,167.95206,Provisional value
