"",BBK01.TSD303O,BBK01.TSD303O_FLAGS,BBK01.TSD302,BBK01.TSD302_FLAGS,BBK01.TSD304,BBK01.TSD304_FLAGS,BBK01.TSD305,BBK01.TSD305_FLAGS,BBK01.TSD306,BBK01.TSD306_FLAGS,BBK01.TS5379O,BBK01.TS5379O_FLAGS,BBK01.TS1353,BBK01.TS1353_FLAGS,BBK01.TZ5353O,BBK01.TZ5353O_FLAGS,BBK01.TZ4952,BBK01.TZ4952_FLAGS,BBK01.TZ4954,BBK01.TZ4954_FLAGS,BBK01.TZ4955,BBK01.TZ4955_FLAGS,BBK01.TZ4956,BBK01.TZ4956_FLAGS,BBK01.TZ5379O,BBK01.TZ5379O_FLAGS,BBK01.TZ1303,BBK01.TZ1303_FLAGS,BBK01.TS5303O,BBK01.TS5303O_FLAGS,BBK01.AY4952,BBK01.AY4952_FLAGS,BBK01.AY4954,BBK01.AY4954_FLAGS,BBK01.AY4955,BBK01.AY4955_FLAGS,BBK01.AY4956,BBK01.AY4956_FLAGS,BBK01.TS5329O,BBK01.TS5329O_FLAGS,BBK01.TS1303,BBK01.TS1303_FLAGS
2013-05,2272.9,,2240.4,,1390.4,,318.2,,531.8,,32.5,,9836.0,,-1.3,,0.5,,1.4,,-2.4,,1.4,,-1.8,,11.9,,115.98408,,118.32768,,170.16986,,47.64915,,124.79556,,49.09052,,105.82618,
2013-06,2267.7,,2239.2,,1392.7,,314.0,,532.5,,28.5,,9818.1,,-5.5,,-1.5,,2.4,,-4.7,,0.8,,-4.0,,-17.9,,115.70445,,118.24967,,170.46259,,46.95086,,124.98199,,43.05170,,105.63344,
2013-07,2278.4,,2246.8,,1405.3,,308.9,,532.6,,31.6,,9832.8,,11.4,,8.2,,13.0,,-4.9,,0.1,,3.2,,16.7,,116.28641,,118.68434,,172.05656,,46.22153,,125.00201,,47.84747,,105.81296,
2013-08,2286.6,,2259.7,,1416.6,,310.1,,533.1,,26.9,,9871.7,,8.0,,12.8,,11.2,,1.2,,0.4,,-4.8,,28.5,,116.69482,,119.35841,,173.42274,,46.39690,,125.10281,,40.63748,,106.11907,
2013-09,2292.7,,2266.3,,1427.8,,305.4,,533.1,,26.4,,9871.0,,6.7,,7.0,,11.5,,-4.4,,0.0,,-0.4,,3.7,,117.03466,,119.72936,,174.82535,,45.73452,,125.10108,,40.08689,,106.15852,
2013-10,2319.1,,2288.4,,1448.1,,307.2,,533.2,,30.6,,9876.7,,27.1,,22.8,,20.6,,2.1,,0.1,,4.3,,8.7,,118.41874,,120.93560,,177.35224,,46.04608,,125.12809,,46.58247,,106.25202,
2013-11,2305.7,,2280.3,,1440.8,,306.2,,533.2,,25.5,,9885.8,,-13.4,,-8.3,,-7.3,,-1.0,,0.1,,-5.1,,8.7,,117.73342,,120.49835,,176.45380,,45.89479,,125.14484,,38.75715,,106.34572,
2013-12,2313.8,,2286.7,,1445.8,,307.7,,533.2,,27.1,,9836.6,,8.5,,6.7,,5.3,,1.5,,0.0,,1.7,,-29.4,,118.16555,,120.85410,,177.10232,,46.11200,,125.14173,,41.38952,,106.02236,
2014-01,2317.1,,2292.9,,1453.4,,307.0,,532.5,,24.2,,9872.2,,2.4,,5.5,,7.0,,-0.8,,-0.7,,-3.1,,26.8,,118.28572,,121.14277,,177.95442,,45.99502,,124.97426,,36.64713,,106.31089,
2014-02,2332.8,,2307.9,,1463.0,,313.1,,531.9,,24.8,,9891.8,,15.5,,14.8,,10.2,,5.3,,-0.7,,0.7,,23.5,,119.07932,,121.92634,,179.19850,,46.79226,,124.82163,,37.72979,,106.56389,
2014-03,2329.3,,2308.6,,1462.3,,314.6,,531.7,,20.6,,9892.8,,-3.5,,0.7,,-0.7,,1.5,,-0.1,,-4.2,,0.8,,118.89963,,121.96205,,179.11410,,47.01795,,124.78758,,31.35181,,106.57297,
2014-04,2358.3,,2337.4,,1493.7,,312.6,,531.1,,20.9,,9882.9,,29.2,,29.0,,31.4,,-1.9,,-0.5,,0.3,,-7.1,,120.39258,,123.49292,,182.96455,,46.72671,,124.66780,,31.76072,,106.49702,
2014-05,2371.4,,2350.0,,1500.9,,317.6,,531.4,,21.4,,9940.0,,12.4,,11.9,,6.7,,4.9,,0.3,,0.4,,53.4,,121.02438,,124.12317,,183.78884,,47.45862,,124.73930,,32.44056,,107.07249,
2014-06,2369.7,,2343.9,,1496.2,,315.8,,531.9,,25.7,,9972.9,,-1.7,,-6.0,,-4.7,,-1.8,,0.4,,4.3,,33.7,,120.93665,,123.80451,,183.21476,,47.19117,,124.84376,,38.97288,,107.43583,
2014-07,2377.8,,2351.4,,1505.6,,314.1,,531.7,,26.4,,10005.6,,7.4,,6.9,,8.8,,-1.7,,-0.1,,0.5,,31.5,,121.31620,,124.17102,,184.29169,,46.93375,,124.81261,,39.72702,,107.77552,
2014-08,2397.1,,2367.6,,1518.9,,316.4,,532.4,,29.5,,10050.6,,18.8,,15.8,,12.9,,2.2,,0.6,,3.0,,42.2,,122.27477,,125.00368,,185.87494,,47.26247,,124.96097,,44.27586,,108.22984,
2014-09,2399.9,,2372.1,,1525.7,,313.6,,532.7,,27.8,,10100.6,,0.9,,2.9,,5.6,,-3.0,,0.3,,-2.0,,41.0,,122.32011,,125.15658,,186.56287,,46.80814,,125.03539,,41.26227,,108.67170,
2014-10,2412.8,,2384.2,,1544.3,,307.5,,532.3,,28.6,,10122.3,,12.8,,12.0,,18.5,,-6.1,,-0.4,,0.8,,21.1,,122.97304,,125.79147,,188.82904,,45.89058,,124.95289,,42.41599,,108.89903,
2014-11,2423.4,,2394.3,,1553.7,,308.6,,532.0,,29.1,,10186.6,,10.7,,10.1,,9.4,,1.1,,-0.4,,0.6,,64.5,,123.51834,,126.32567,,189.97931,,46.05271,,124.86623,,43.26814,,109.59275,
2014-12,2426.5,,2400.7,,1555.8,,312.7,,532.2,,25.8,,10333.9,,0.5,,4.1,,1.3,,3.9,,-1.2,,-3.5,,39.9,,123.54515,,126.54062,,190.13975,,46.64100,,124.58904,,37.99813,,110.02212,
2015-01,2455.3,,2425.4,,1586.3,,309.1,,530.1,,29.8,,10403.4,,27.4,,24.0,,28.2,,-3.0,,-1.1,,3.4,,21.6,,124.93973,,127.80580,,193.58489,,46.18628,,124.32255,,42.98391,,110.25231,
2015-02,2483.8,,2451.9,,1611.1,,310.8,,530.0,,31.8,,10432.4,,28.1,,26.1,,24.5,,1.7,,-0.1,,1.9,,53.4,,126.36867,,129.18359,,196.57980,,46.43660,,124.30612,,45.76933,,110.81943,
2015-03,2499.0,,2465.4,,1626.2,,309.1,,530.1,,33.6,,10476.3,,13.2,,11.8,,14.0,,-2.3,,0.1,,1.4,,32.5,,127.03847,,129.80450,,198.28608,,46.08828,,124.33699,,47.75299,,111.16487,
2015-04,2530.4,,2491.1,,1650.3,,309.8,,530.9,,39.3,,10547.4,,32.6,,26.5,,24.7,,1.1,,0.8,,6.1,,82.4,,128.69646,,131.20179,,201.29636,,46.24979,,124.51711,,56.39925,,112.03934,
2015-05,2542.4,,2509.0,,1673.0,,304.3,,531.7,,33.4,,10562.9,,11.0,,17.1,,22.0,,-5.7,,0.8,,-6.1,,9.4,,129.25729,,132.10221,,203.98108,,45.39593,,124.70630,,47.69010,,112.13878,
2015-06,2548.3,,2516.0,,1683.0,,300.9,,532.1,,32.2,,10579.9,,6.7,,7.7,,10.5,,-3.2,,0.4,,-1.0,,24.0,,129.59833,,132.51021,,205.26656,,44.92392,,124.79270,,46.20420,,112.39332,
2015-07,2565.7,,2534.7,,1699.1,,303.3,,532.3,,31.0,,10653.1,,12.7,,14.1,,15.4,,-1.6,,0.3,,-1.4,,63.9,,130.24234,,133.25070,,207.14682,,44.68176,,124.85485,,44.20242,,113.07201,
2015-08,2571.7,,2541.3,,1709.6,,299.1,,532.6,,30.4,,10663.4,,7.1,,7.6,,11.4,,-4.0,,0.3,,-0.5,,33.6,,130.60525,,133.65249,,208.53418,,44.08764,,124.92467,,43.49779,,113.43026,
2015-09,2595.4,,2555.4,,1724.5,,297.3,,533.6,,40.0,,10696.7,,23.8,,14.2,,14.9,,-1.6,,0.9,,9.6,,25.6,,131.81256,,134.39708,,210.34562,,43.84602,,125.14647,,57.25947,,113.70389,
2015-10,2620.8,,2578.9,,1747.9,,296.4,,534.7,,41.9,,10778.9,,24.5,,22.8,,22.7,,-1.1,,1.1,,1.7,,77.1,,133.05864,,135.59618,,213.11926,,43.68707,,125.41329,,59.74434,,114.52376,
2015-11,2649.8,,2605.6,,1765.4,,304.6,,535.5,,44.2,,10835.5,,27.1,,25.1,,16.3,,8.0,,0.8,,2.1,,45.4,,134.43466,,136.91331,,215.10402,,44.86088,,125.60327,,62.67276,,115.00564,
2015-12,2650.7,,2607.8,,1764.6,,307.5,,535.7,,42.9,,10847.6,,2.4,,3.5,,0.2,,3.1,,0.2,,-1.1,,17.4,,134.55530,,137.09507,,215.12327,,45.32158,,125.64364,,61.13987,,115.19112,
2016-01,2676.8,,2633.0,,1793.8,,302.5,,536.6,,43.8,,10912.4,,26.5,,25.5,,29.5,,-5.0,,0.9,,1.0,,66.7,,135.90017,,138.43380,,218.72064,,44.58996,,125.86015,,62.60635,,115.89927,
2016-02,2688.6,,2644.7,,1807.8,,299.5,,537.5,,43.9,,10974.1,,13.8,,13.6,,13.9,,-1.1,,0.8,,0.3,,61.6,,136.60282,,139.14720,,220.41375,,44.42287,,126.05125,,62.99392,,116.55296,
2016-03,2691.2,,2648.8,,1803.7,,307.5,,537.7,,42.4,,10987.6,,4.3,,5.5,,-2.7,,8.1,,0.2,,-1.2,,25.3,,136.82293,,139.43821,,220.08633,,45.61752,,126.08979,,61.27440,,116.82185,
2016-04,2711.7,,2669.7,,1822.5,,309.4,,537.8,,42.0,,11039.9,,20.3,,20.8,,18.7,,1.9,,0.2,,-0.5,,50.7,,137.85703,,140.53268,,222.37287,,45.89478,,126.13269,,60.62224,,117.36078,
2016-05,2724.4,,2681.8,,1837.0,,307.2,,537.7,,42.6,,11081.6,,11.6,,11.2,,13.7,,-2.4,,-0.2,,0.4,,35.3,,138.44653,,141.12356,,224.05000,,45.54501,,126.09426,,61.15743,,117.73570,
2016-06,2732.0,,2689.9,,1844.9,,307.1,,537.8,,42.1,,11115.1,,7.7,,8.1,,8.2,,-0.3,,0.2,,-0.4,,31.5,,138.83685,,141.55032,,225.05287,,45.50324,,126.13372,,60.54153,,118.07107,
2016-07,2754.7,,2706.7,,1859.2,,309.2,,538.3,,48.0,,11178.0,,23.4,,17.5,,14.4,,2.6,,0.5,,5.9,,65.5,,140.02614,,142.47048,,226.81276,,45.88439,,126.24801,,69.04275,,118.76725,
2016-08,2755.9,,2712.9,,1866.7,,307.6,,538.5,,43.1,,11201.7,,1.1,,6.2,,7.5,,-1.5,,0.2,,-5.1,,24.0,,140.08292,,142.79888,,227.73335,,45.65990,,126.29641,,61.67746,,119.02229,
2016-09,2766.4,,2723.8,,1871.0,,314.8,,538.0,,42.6,,11240.0,,10.6,,11.1,,4.4,,7.2,,-0.5,,-0.5,,38.6,,140.62207,,143.38547,,228.27383,,46.72956,,126.18076,,60.90839,,119.43219,
2016-10,2760.4,,2719.6,,1874.6,,307.0,,538.0,,40.8,,11264.8,,-6.6,,-4.7,,3.3,,-7.9,,-0.1,,-1.9,,26.6,,140.28674,,143.13590,,228.67084,,45.55067,,126.16836,,58.25348,,119.71521,
2016-11,2784.4,,2743.9,,1894.0,,312.0,,538.0,,40.4,,11336.3,,22.3,,23.0,,18.3,,4.7,,0.0,,-0.7,,63.5,,141.41827,,144.34539,,230.90560,,46.24592,,126.16270,,57.23377,,120.38979,
2016-12,2800.5,,2758.1,,1912.1,,307.8,,538.2,,42.4,,11386.6,,16.0,,14.2,,17.9,,-4.0,,0.2,,1.9,,47.4,,142.23183,,145.08981,,233.08532,,45.65926,,126.21629,,59.87655,,120.89716,
2017-01,2828.0,,2784.2,,1929.1,,316.2,,538.9,,43.8,,11441.7,,28.5,,26.9,,17.6,,8.6,,0.7,,1.6,,60.8,,143.67903,,146.50392,,235.22749,,46.93143,,126.38792,,62.15601,,121.54302,
2017-02,2839.1,,2796.5,,1943.5,,313.9,,539.0,,42.7,,11491.6,,10.8,,12.1,,13.9,,-1.9,,0.1,,-1.3,,45.3,,144.22697,,147.13803,,236.91988,,46.64766,,126.40782,,60.35817,,122.02442,
2017-03,2850.5,,2809.6,,1956.7,,314.3,,538.6,,41.0,,11580.7,,11.9,,13.5,,13.4,,0.5,,-0.4,,-1.6,,92.6,,144.83098,,147.84777,,238.55800,,46.71652,,126.31113,,58.09665,,123.00808,
2017-04,2851.3,,2811.0,,1961.1,,310.6,,539.3,,40.4,,11580.1,,0.7,,2.3,,5.1,,-3.5,,0.7,,-1.6,,5.6,,144.86421,,147.96717,,239.18168,,46.19523,,126.46621,,55.80598,,123.06804,
2017-05,2857.0,,2816.1,,1968.1,,308.6,,539.4,,40.9,,11605.6,,7.2,,6.5,,8.0,,-1.6,,0.1,,0.7,,40.4,,145.23047,,148.30906,,240.15792,,45.95224,,126.49527,,56.79298,,123.49773,
2017-06,2885.2,,2844.1,,1995.5,,309.5,,539.2,,41.1,,11642.8,,29.2,,28.8,,28.0,,1.1,,-0.2,,0.4,,42.9,,146.71482,,149.82796,,243.57082,,46.11002,,126.45137,,57.29198,,123.95391,
2017-07,2880.1,,2840.0,,1993.3,,304.9,,541.8,,40.2,,11663.2,,-6.0,,-5.3,,-1.1,,-4.2,,0.1,,-0.8,,28.2,,146.40916,,149.55087,,243.43322,,45.47897,,126.47515,,56.24494,,124.25474,
2017-08,2886.4,,2847.8,,2004.0,,302.2,,541.6,,38.6,,11733.9,,6.9,,8.4,,11.1,,-2.6,,-0.2,,-1.5,,74.5,,146.75829,,149.99152,,244.78790,,45.09798,,126.43555,,54.14410,,125.04844,
2017-09,2896.7,,2858.2,,2012.1,,304.4,,541.7,,38.5,,11772.8,,10.0,,10.1,,7.9,,2.2,,0.1,,-0.2,,39.6,,147.26557,,150.52559,,245.74872,,45.42220,,126.45905,,53.91545,,125.47040,
2017-10,2894.5,,2857.3,,2018.4,,296.9,,542.0,,37.2,,11802.1,,-2.9,,-1.5,,5.8,,-7.6,,0.3,,-1.4,,24.8,,147.11956,,150.44581,,246.46204,,44.28308,,126.52448,,52.01308,,125.73503,
2017-11,2908.5,,2870.9,,2032.2,,296.7,,542.0,,37.6,,11846.2,,15.0,,14.5,,14.5,,-0.1,,0.0,,0.5,,52.4,,147.88182,,151.20823,,248.23471,,44.27448,,126.52946,,52.73628,,126.29297,
2017-12,2921.1,,2883.5,,2046.1,,295.1,,542.3,,37.6,,11858.6,,13.3,,13.2,,14.4,,-1.4,,0.3,,0.1,,17.7,,148.56020,,151.90442,,249.98849,,44.05866,,126.60097,,52.91022,,126.48201,
2018-01,2929.1,,2893.1,,2056.0,,296.0,,541.1,,36.0,,11904.2,,11.0,,12.4,,10.7,,1.5,,0.3,,-1.4,,58.0,,149.11979,,152.55877,,251.28985,,44.28092,,126.66639,,50.91700,,127.10112,
2018-02,2931.6,,2895.7,,2062.2,,292.2,,541.3,,35.9,,11921.1,,1.1,,1.3,,5.5,,-4.0,,-0.1,,-0.2,,9.6,,149.17803,,152.62949,,251.95843,,43.68047,,126.63949,,50.63846,,127.20312,
2018-03,2946.1,,2910.4,,2073.4,,295.2,,541.8,,35.7,,11938.0,,15.0,,15.1,,11.5,,3.1,,0.5,,-0.2,,20.5,,149.93943,,153.42724,,253.36650,,44.14893,,126.75068,,50.39606,,127.42192,
2018-04,2950.1,,2915.5,,2083.9,,289.7,,541.9,,34.6,,11984.6,,4.2,,5.1,,9.9,,-5.0,,0.1,,-0.9,,41.9,,150.15166,,153.69688,,254.58138,,43.40601,,126.78370,,49.06227,,127.86938,
2018-05,2977.0,,2940.3,,2111.5,,286.9,,542.0,,36.7,,12048.5,,25.1,,23.2,,26.4,,-3.3,,0.0,,1.9,,52.7,,151.42677,,154.91880,,257.80981,,42.91330,,126.79349,,51.72019,,128.43172,
2018-06,2990.7,,2956.7,,2112.8,,302.0,,541.9,,34.0,,12132.0,,13.6,,16.3,,1.3,,15.1,,-0.1,,-2.7,,82.7,,152.11818,,155.77686,,257.96951,,45.16646,,126.77365,,47.92430,,129.31284,
2018-07,2990.7,,2957.9,,2121.5,,294.7,,541.8,,32.8,,12119.9,,0.4,,1.6,,8.9,,-7.2,,-0.1,,-1.2,,-11.0,,152.14066,,155.86332,,259.06180,,44.08674,,126.75364,,46.23481,,129.19515,
2018-08,2986.5,,2954.1,,2120.4,,291.9,,541.8,,32.5,,12148.0,,-4.5,,-4.2,,-1.4,,-2.8,,0.0,,-0.3,,25.5,,151.91036,,155.64190,,258.89352,,43.66858,,126.74680,,45.77619,,129.46737,
2018-09,3015.0,,2983.5,,2150.8,,290.8,,541.9,,31.4,,12190.7,,28.2,,29.3,,30.4,,-1.2,,0.1,,-1.1,,41.4,,153.34557,,157.18580,,262.61101,,43.48259,,126.77000,,44.24374,,129.90803,
2018-10,3023.0,,2988.3,,2155.1,,291.3,,542.0,,34.8,,12255.1,,6.9,,3.7,,3.5,,0.1,,0.1,,3.2,,61.2,,153.69433,,157.37973,,263.03704,,43.49792,,126.79106,,48.71428,,130.55981,
2018-11,3036.1,,3003.9,,2172.5,,289.1,,542.3,,32.3,,12303.6,,13.2,,15.6,,17.4,,-2.1,,0.3,,-2.5,,49.7,,154.36405,,158.20373,,265.16419,,43.18229,,126.86878,,45.24811,,131.08918,
2018-12,3053.2,,3022.5,,2195.4,,284.6,,542.5,,30.7,,12365.1,,17.8,,19.3,,23.5,,-4.4,,0.1,,-1.5,,64.8,,155.26799,,159.21847,,268.03049,,42.53136,,126.90162,,43.16077,,131.77966,
2019-01,3047.7,,3015.7,,2180.2,,292.7,,542.9,,32.0,,12390.0,,-5.4,,-6.7,,-15.2,,8.1,,0.4,,1.3,,19.3,,154.99103,,158.86557,,266.17614,,43.74031,,126.99529,,44.92143,,131.98446,
2019-02,3060.8,,3029.8,,2189.0,,297.2,,543.5,,31.0,,12452.0,,12.3,,13.4,,8.6,,4.1,,0.7,,-1.1,,61.1,,155.61711,,159.56989,,267.22084,,44.35768,,127.15490,,43.43365,,132.63556,
2019-03,3096.6,,3064.5,,2224.6,,293.3,,546.7,,32.1,,12529.0,,33.7,,32.5,,33.7,,-4.3,,3.1,,1.2,,69.5,,157.33187,,161.28409,,271.33231,,43.71965,,127.88994,,45.08697,,133.37562,
2019-04,3111.4,,3079.3,,2238.8,,293.5,,547.1,,32.0,,12590.5,,14.8,,14.8,,14.2,,0.2,,0.4,,-0.1,,63.1,,158.08317,,162.06533,,273.06970,,43.75594,,127.97347,,45.00692,,134.04786,
2019-05,3118.0,,3086.2,,2248.5,,291.0,,546.8,,31.8,,12656.2,,6.4,,6.7,,9.5,,-2.6,,-0.3,,-0.2,,63.0,,158.41058,,162.41690,,274.23408,,43.37121,,127.90670,,44.67547,,134.71854,
2019-06,3134.7,,3102.1,,2265.6,,289.9,,546.6,,32.6,,12698.9,,17.6,,16.7,,17.8,,-0.9,,-0.2,,0.9,,50.1,,159.30505,,163.29614,,276.40831,,43.23154,,127.86356,,45.93776,,135.25177,
2019-07,3140.1,,3108.3,,2275.9,,285.8,,546.5,,31.8,,12764.2,,4.5,,5.3,,9.7,,-4.3,,-0.1,,-0.8,,59.7,,159.53348,,163.57671,,277.59736,,42.58639,,127.84271,,44.75972,,135.88799,
2019-08,3168.9,,3136.9,,2298.9,,292.6,,545.5,,31.9,,12872.0,,28.0,,28.1,,22.5,,6.6,,-1.0,,0.0,,104.2,,160.95684,,165.05293,,280.33902,,43.57165,,127.59965,,44.71052,,136.99707,
2019-09,3169.3,,3136.3,,2302.9,,288.5,,544.9,,33.0,,12904.2,,-0.3,,-1.4,,3.5,,-4.3,,-0.6,,1.0,,27.4,,160.93992,,164.98064,,280.77002,,42.93062,,127.45857,,46.16916,,137.28885,
2019-10,3177.0,,3146.7,,2314.9,,288.0,,543.8,,30.3,,12963.5,,8.7,,11.2,,12.6,,-0.4,,-1.0,,-2.6,,64.8,,161.38065,,165.57222,,282.31057,,42.87621,,127.21875,,42.58080,,137.97787,
2019-11,3176.6,,3146.9,,2316.4,,287.5,,543.0,,29.7,,13008.9,,-1.4,,-0.6,,1.1,,-0.8,,-0.9,,-0.8,,40.7,,161.31172,,165.54191,,282.43878,,42.76441,,127.01368,,41.48344,,138.41099,
2019-12,3193.3,,3161.4,,2339.3,,280.2,,541.9,,31.9,,12984.8,,17.9,,15.5,,23.6,,-7.1,,-1.0,,2.4,,-17.9,,162.22223,,166.35675,,285.31316,,41.71175,,126.77823,,44.89679,,138.22067,
2020-01,3190.4,,3155.4,,2332.3,,284.1,,539.0,,35.0,,13048.2,,-4.0,,-6.9,,-7.6,,3.7,,-2.9,,2.9,,57.5,,162.01760,,165.99282,,284.38156,,42.25683,,126.09081,,48.95901,,138.83264,
2020-02,3205.4,,3173.7,,2350.6,,286.1,,537.0,,31.8,,13148.2,,14.7,,18.0,,18.1,,1.9,,-2.0,,-3.3,,97.7,,162.76646,,166.94115,,286.58349,,42.54555,,125.62939,,44.36539,,139.87220,
2020-03,3302.8,,3274.2,,2456.7,,283.0,,534.5,,28.6,,13475.6,,97.6,,100.7,,106.3,,-3.1,,-2.5,,-3.1,,328.7,,167.72145,,172.23613,,299.53844,,42.08793,,125.04047,,40.06020,,143.36911,
2020-04,3306.4,,3278.5,,2464.5,,279.2,,534.8,,27.9,,13625.4,,2.9,,3.7,,7.4,,-4.0,,0.3,,-0.8,,145.6,,167.86719,,172.42892,,300.44367,,41.49012,,125.10170,,38.94741,,144.91795,
2020-05,3343.0,,3316.0,,2499.0,,281.9,,535.0,,27.0,,13790.6,,29.9,,30.6,,27.3,,3.1,,0.3,,-0.7,,166.5,,169.38766,,174.04083,,303.77176,,41.95026,,125.16044,,37.97027,,146.68848,
2020-06,3351.7,,3326.3,,2516.6,,274.7,,535.1,,25.4,,13885.8,,8.9,,10.5,,17.6,,-7.2,,0.1,,-1.6,,97.4,,169.84096,,174.59214,,305.91508,,40.88173,,125.17275,,35.77795,,147.72445,
2020-07,3364.5,,3340.7,,2524.4,,281.7,,534.6,,23.7,,13968.0,,37.7,,37.7,,30.5,,7.8,,-0.5,,-0.1,,170.6,,171.75002,,176.57313,,309.61991,,42.03818,,125.05463,,35.68204,,149.53979,
2020-08,3373.8,,3351.4,,2539.0,,277.6,,534.8,,22.4,,14003.8,,9.8,,11.1,,14.8,,-4.0,,0.3,,-1.3,,38.0,,172.25075,,177.15998,,311.43203,,41.44009,,125.13375,,33.73662,,149.94677,
2020-09,3399.4,,3377.0,,2569.2,,273.0,,534.8,,22.4,,14151.6,,24.7,,24.8,,29.7,,-4.9,,-0.1,,-0.1,,141.6,,173.51233,,178.46898,,315.07690,,40.71270,,125.11516,,33.65674,,151.46321,
2020-10,3424.6,,3402.3,,2594.4,,273.1,,534.8,,22.3,,14239.9,,23.9,,24.1,,25.0,,-0.9,,0.0,,-0.1,,86.2,,174.73329,,179.74093,,318.14142,,40.57290,,125.11895,,33.43622,,152.38600,
2020-11,3437.1,,3409.4,,2612.7,,261.8,,534.9,,27.7,,14338.8,,14.0,,12.6,,23.6,,-11.0,,0.1,,1.3,,107.1,,175.44557,,180.40901,,321.03310,,38.93139,,125.14545,,35.40561,,153.53235,
2020-12,3453.9,,3425.3,,2630.7,,259.8,,534.7,,28.6,,14469.2,,17.9,,16.9,,18.8,,-1.8,,-0.2,,1.0,,142.8,,176.35859,,181.30068,,323.34353,,38.66688,,125.10475,,36.72819,,155.06083,
2021-01,3482.3,,3457.0,,2677.8,,242.8,,536.4,,25.3,,14579.9,,28.6,,32.0,,47.5,,-17.2,,1.7,,-3.4,,108.8,,177.82118,,182.99674,,329.18563,,36.11106,,125.49877,,32.37034,,156.22646,
2021-02,3493.9,,3471.2,,2698.8,,235.0,,537.4,,22.6,,14655.8,,11.4,,14.1,,20.9,,-7.8,,1.0,,-2.7,,75.4,,178.40106,,183.74180,,331.75331,,34.95216,,125.72808,,28.89438,,157.03431,
2021-03,3537.3,,3508.2,,2737.1,,232.7,,538.3,,29.2,,14741.9,,41.8,,35.4,,37.1,,-2.6,,0.9,,6.4,,74.6,,180.53655,,185.61593,,336.31884,,34.56012,,125.93920,,37.09042,,157.83345,
2021-04,3541.5,,3518.4,,2748.4,,230.9,,539.1,,23.1,,14788.8,,5.7,,11.7,,12.6,,-1.7,,0.8,,-6.0,,59.4,,180.82807,,186.23381,,337.86256,,34.31103,,126.12454,,29.50683,,158.46941,
2021-05,3556.1,,3527.9,,2757.6,,230.7,,539.6,,28.3,,14864.9,,15.6,,9.9,,9.4,,0.0,,0.5,,5.7,,80.1,,181.62481,,186.75630,,339.02120,,34.30519,,126.23801,,36.83465,,159.32815,
2021-06,3566.4,,3536.9,,2774.1,,223.6,,539.2,,29.4,,14949.2,,8.8,,7.7,,15.6,,-7.5,,-0.4,,1.1,,74.3,,182.07482,,187.16619,,340.93701,,33.19410,,126.15202,,38.22646,,160.12430,
2021-07,3586.9,,3557.6,,2799.3,,218.7,,539.6,,29.3,,15042.0,,20.5,,20.6,,24.8,,-4.6,,0.4,,-0.2,,92.5,,183.11932,,188.25703,,343.98738,,32.51427,,126.23962,,38.02519,,161.11550,
2021-08,3604.3,,3573.3,,2816.1,,217.7,,539.4,,31.0,,15119.9,,16.8,,15.1,,16.2,,-1.0,,-0.2,,1.7,,75.8,,183.97709,,189.05380,,345.98359,,32.36480,,126.19673,,40.29098,,161.92762,
2021-09,3614.6,,3580.5,,2825.1,,216.6,,538.9,,34.1,,15214.2,,11.9,,9.6,,11.1,,-0.9,,-0.5,,2.3,,86.5,,184.58558,,189.56129,,347.34531,,32.22458,,126.06825,,43.31352,,162.85457,
2021-10,3623.9,Provisional value,3589.8,Provisional value,2823.0,Provisional value,228.2,Provisional value,538.5,Provisional value,34.1,Provisional value,15331.7,Provisional value,9.6,Provisional value,9.5,Provisional value,-1.9,Provisional value,11.7,Provisional value,-0.3,Provisional value,0.1,Provisional value,120.4,Provisional value,185.07367,Provisional value,190.06402,Provisional value,347.11253,Provisional value,33.96876,Provisional value,125.98971,Provisional value,43.39237,Provisional value,164.14357,Provisional value
"",,,,,,,,,,,,,Source: European Central Bank,,,,,,,,,,,,,,Source: European Central Bank,,General: 1 Statistical changes have been eliminated.,,General: 1 Statistical changes have been eliminated.,,General: 1 Statistical changes have been eliminated.,,General: 1 Statistical changes have been eliminated.,,General: 1 Statistical changes have been eliminated.,,General: 1 Statistical changes have been eliminated.,,General: 1 Statistical changes have been eliminated.,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Source: European Central Bank,
