名目季節調整系列,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,(単位:10億円),,,,,,
"Nominal, Seasonally Adjusted Series",,,,,,,,,,,,,,,<cf>,,,,,,,,,,,(Billion Yen),,,,,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,,,,
7- 9.,"525,359.5 ","275,769.8 ","270,835.6 ","234,023.7 ","28,386.2 ","85,770.3 ","2,112.5 ","79,100.3 ","47,788.0 ",178.7 ,"6,253.6 ","46,803.4 ","40,549.8 ",,"4,913.0 ","19,951.8 ","15,038.8 ","530,272.4 ",,"519,105.9 ","392,038.8 ","127,067.1 ",,"161,944.5 ",,"523,068.2 ",,,,,,
10-12.,"526,984.1 ","277,845.8 ","272,868.2 ","235,688.9 ","28,943.2 ","86,906.1 ","1,000.2 ","79,652.6 ","47,966.7 ",221.8 ,"4,447.8 ","47,881.9 ","43,434.1 ",,"5,246.7 ","20,653.6 ","15,406.9 ","532,230.8 ",,"522,536.3 ","394,695.3 ","127,841.0 ",,"163,816.0 ",,"525,762.1 ",,,,,,
1996/ 1- 3.,"529,094.7 ","276,984.5 ","271,987.3 ","234,431.7 ","30,312.7 ","86,233.0 ","1,340.1 ","79,774.0 ","50,358.7 ",486.0 ,"3,605.7 ","48,837.2 ","45,231.5 ",,"6,083.7 ","12,755.4 ","6,671.8 ","535,178.4 ",,"525,489.0 ","394,870.3 ","130,618.7 ",,"166,904.4 ",,"527,268.7 ",,,,,,
4- 6.,"536,022.6 ","281,062.6 ","276,031.4 ","238,029.3 ","31,707.5 ","88,655.2 ","3,053.1 ","80,799.8 ","49,491.4 ",151.1 ,"1,101.8 ","48,942.4 ","47,840.5 ",,"6,808.4 ","12,950.7 ","6,142.3 ","542,831.0 ",,"534,920.8 ","404,478.4 ","130,442.3 ",,"169,854.2 ",,"532,818.4 ",,,,,,
7- 9.,"536,094.4 ","281,150.6 ","276,079.9 ","237,648.0 ","33,106.7 ","89,608.7 ","1,575.6 ","81,707.9 ","47,379.5 ",188.0 ,"1,377.5 ","49,657.9 ","48,280.4 ",,"6,395.5 ","12,336.0 ","5,940.5 ","542,489.9 ",,"534,716.9 ","405,441.6 ","129,275.3 ",,"170,094.9 ",,"534,330.8 ",,,,,,
10-12.,"541,100.3 ","284,230.1 ","279,147.5 ","240,268.7 ","33,987.9 ","89,691.8 ","2,493.2 ","82,119.4 ","46,425.4 ",231.0 ,"1,921.4 ","52,018.8 ","50,097.4 ",,"6,618.3 ","12,539.8 ","5,921.5 ","547,718.5 ",,"539,178.9 ","410,403.0 ","128,775.9 ",,"170,105.1 ",,"538,376.0 ",,,,,,
1997/ 1- 3.,"542,228.8 ","288,498.8 ","283,431.3 ","244,129.5 ","33,068.1 ","90,453.9 ",-620.8 ,"82,705.8 ","45,706.7 ",141.8 ,"2,274.5 ","55,132.8 ","52,858.3 ",,"7,267.0 ","13,414.7 ","6,147.7 ","549,495.7 ",,"539,954.3 ","411,400.0 ","128,554.3 ",,"169,228.7 ",,"542,707.7 ",,,,,,
4- 6.,"544,091.7 ","285,141.0 ","280,152.1 ","240,415.3 ","30,419.0 ","90,647.4 ","2,591.2 ","83,289.7 ","46,293.2 ",98.8 ,"5,611.3 ","56,890.7 ","51,279.3 ",,"7,421.9 ","13,476.7 ","6,054.8 ","551,513.6 ",,"538,480.4 ","408,798.7 ","129,681.7 ",,"167,359.6 ",,"541,401.8 ",,,,,,
7- 9.,"543,955.0 ","285,530.1 ","280,599.6 ","240,484.4 ","28,376.5 ","90,792.0 ","4,693.3 ","82,943.3 ","46,399.7 ",138.3 ,"5,081.9 ","55,287.3 ","50,205.4 ",,"6,356.0 ","12,576.6 ","6,220.7 ","550,310.9 ",,"538,873.1 ","409,391.8 ","129,481.3 ",,"165,568.1 ",,"539,123.4 ",,,,,,
10-12.,"544,960.1 ","284,764.5 ","279,741.3 ","239,288.1 ","27,020.6 ","92,824.3 ","3,920.1 ","83,676.5 ","43,972.5 ",406.5 ,"8,375.1 ","58,428.3 ","50,053.2 ",,"7,614.0 ","14,364.1 ","6,750.0 ","552,574.1 ",,"536,585.0 ","408,529.5 ","128,055.4 ",,"163,817.4 ",,"540,633.4 ",,,,,,
1998/ 1- 3.,"537,992.0 ","283,961.4 ","278,700.2 ","237,853.4 ","26,189.9 ","91,037.9 ","3,306.6 ","83,618.1 ","41,290.8 ",234.6 ,"8,352.7 ","56,882.2 ","48,529.5 ",,"7,230.6 ","13,574.7 ","6,344.0 ","545,222.6 ",,"529,639.3 ","404,495.8 ","125,143.5 ",,"158,518.6 ",,"534,450.8 ",,,,,,
4- 6.,"534,892.5 ","283,504.2 ","277,974.0 ","236,963.0 ","25,537.5 ","89,916.1 ","1,712.6 ","83,445.7 ","40,728.8 ",135.1 ,"9,912.6 ","56,686.5 ","46,773.9 ",,"6,108.9 ","12,699.1 ","6,590.3 ","541,001.4 ",,"524,980.0 ","400,670.3 ","124,309.6 ",,"156,182.4 ",,"533,044.8 ",,,,,,
7- 9.,"533,843.2 ","284,753.6 ","279,007.2 ","237,695.6 ","24,909.8 ","89,028.5 ",-473.1 ,"83,649.7 ","42,430.7 ",-67.6 ,"9,611.5 ","57,148.4 ","47,536.9 ",,"6,789.8 ","12,694.2 ","5,904.4 ","540,633.0 ",,"524,231.7 ","398,218.9 ","126,012.8 ",,"156,369.1 ",,"534,383.9 ",,,,,,
10-12.,"539,264.6 ","285,471.7 ","279,580.4 ","238,172.8 ","24,211.4 ","86,017.3 ","2,430.8 ","85,439.3 ","46,463.3 ",-544.3 ,"9,775.1 ","52,150.0 ","42,374.9 ",,"6,251.9 ","10,905.9 ","4,654.0 ","545,516.4 ",,"529,489.5 ","398,131.1 ","131,358.4 ",,"156,692.0 ",,"537,378.1 ",,,,,,
1999/ 1- 3.,"529,062.9 ","285,176.0 ","279,220.5 ","237,658.8 ","23,854.5 ","83,194.4 ","-3,543.9 ","85,294.5 ","46,350.3 ",-75.8 ,"8,812.9 ","50,677.5 ","41,864.7 ",,"5,559.5 ","10,614.1 ","5,054.5 ","534,622.4 ",,"520,250.0 ","388,681.1 ","131,569.0 ",,"153,399.2 ",,"532,682.6 ",,,,,,
4- 6.,"529,126.1 ","285,165.6 ","279,063.9 ","237,308.6 ","25,398.0 ","83,338.5 ","-3,852.9 ","85,849.0 ","45,347.4 ",-5.3 ,"7,885.8 ","51,698.9 ","43,813.1 ",,"6,702.8 ","10,903.5 ","4,200.7 ","535,829.0 ",,"521,240.3 ","390,049.2 ","131,191.2 ",,"154,083.9 ",,"532,984.3 ",,,,,,
7- 9.,"528,534.5 ","286,669.5 ","280,393.1 ","238,392.5 ","25,682.1 ","82,693.4 ","-3,378.7 ","85,564.9 ","43,954.1 ",1.8 ,"7,347.3 ","52,189.4 ","44,842.1 ",,"6,719.5 ","10,584.2 ","3,864.7 ","535,254.0 ",,"521,187.2 ","391,666.3 ","129,520.8 ",,"152,329.6 ",,"531,911.4 ",,,,,,
10-12.,"527,828.5 ","286,572.1 ","280,335.4 ","238,114.8 ","24,526.2 ","83,358.3 ","-3,515.4 ","85,918.0 ","43,681.0 ",-337.2 ,"7,625.4 ","52,769.2 ","45,143.8 ",,"7,092.8 ","10,835.7 ","3,742.9 ","534,921.3 ",,"520,203.1 ","390,941.3 ","129,261.8 ",,"151,565.5 ",,"531,681.0 ",,,,,,
2000/ 1- 3.,"535,150.5 ","287,805.4 ","281,842.5 ","239,396.2 ","24,882.7 ","86,691.9 ","-1,606.9 ","87,357.6 ","41,478.0 ",152.0 ,"8,389.9 ","54,638.7 ","46,248.8 ",,"6,782.0 ","11,235.9 ","4,453.9 ","541,932.5 ",,"526,760.6 ","397,773.1 ","128,987.6 ",,"153,052.6 ",,"536,605.4 ",,,,,,
4- 6.,"535,365.4 ","286,358.7 ","280,754.1 ","238,073.8 ","25,384.3 ","84,798.8 ","1,202.1 ","88,273.7 ","41,058.0 ",39.3 ,"8,250.6 ","55,494.4 ","47,243.8 ",,"8,189.2 ","12,038.0 ","3,848.8 ","543,554.6 ",,"527,114.9 ","397,743.8 ","129,371.0 ",,"151,241.1 ",,"534,124.1 ",,,,,,
7- 9.,"534,454.5 ","286,358.2 ","281,010.2 ","238,138.8 ","24,993.0 ","87,439.4 ","-1,154.2 ","89,286.3 ","40,311.0 ",-35.2 ,"7,256.1 ","56,544.6 ","49,288.6 ",,"8,087.7 ","12,066.9 ","3,979.2 ","542,542.1 ",,"527,198.4 ","397,636.3 ","129,562.1 ",,"152,743.4 ",,"535,643.9 ",,,,,,
10-12.,"537,807.3 ","288,755.1 ","283,451.4 ","240,339.7 ","25,376.4 ","89,570.0 ",160.6 ,"89,542.7 ","38,840.0 ",-68.4 ,"5,631.0 ","57,596.3 ","51,965.4 ",,"8,097.4 ","12,486.7 ","4,389.3 ","545,904.7 ",,"532,176.3 ","403,862.0 ","128,314.3 ",,"153,786.3 ",,"537,715.1 ",,,,,,
2001/ 1- 3.,"542,618.0 ","290,637.3 ","285,177.9 ","241,946.8 ","25,325.5 ","89,305.8 ","1,979.7 ","91,120.6 ","40,554.8 ",24.4 ,"3,669.8 ","56,140.4 ","52,470.6 ",,"8,397.2 ","12,862.8 ","4,465.5 ","551,015.2 ",,"538,948.2 ","407,248.4 ","131,699.8 ",,"155,186.1 ",,"540,613.8 ",,,,,,
4- 6.,"534,191.1 ","290,575.1 ","284,908.4 ","241,351.3 ","23,880.5 ","86,292.0 ","2,236.0 ","91,173.3 ","38,104.7 ",-174.5 ,"2,104.1 ","53,952.7 ","51,848.7 ",,"8,152.8 ","12,380.6 ","4,227.7 ","542,344.0 ",,"532,087.1 ","402,983.6 ","129,103.5 ",,"148,277.2 ",,"532,129.6 ",,,,,,
7- 9.,"527,011.4 ","289,476.8 ","283,691.2 ","239,933.6 ","23,567.8 ","84,252.2 ","-2,097.9 ","91,675.4 ","37,781.4 ",-211.0 ,"2,566.7 ","52,389.4 ","49,822.7 ",,"8,011.0 ","12,007.9 ","3,996.9 ","535,022.3 ",,"524,444.7 ","395,198.9 ","129,245.7 ",,"145,601.4 ",,"529,320.3 ",,,,,,
10-12.,"523,968.4 ","287,384.6 ","281,601.1 ","237,647.3 ","23,602.1 ","80,422.9 ",-996.2 ,"92,347.0 ","36,750.9 ",-30.7 ,"4,487.7 ","51,977.6 ","47,489.9 ",,"8,485.1 ","11,979.4 ","3,494.2 ","532,453.6 ",,"519,480.7 ","390,413.5 ","129,067.2 ",,"140,775.9 ",,"524,995.3 ",,,,,,
2002/ 1- 3.,"525,515.9 ","288,430.7 ","282,776.4 ","238,689.9 ","23,313.5 ","79,517.7 ","-3,282.1 ","94,541.0 ","37,079.7 ",-91.3 ,"6,006.7 ","54,787.0 ","48,780.3 ",,"8,289.9 ","11,466.6 ","3,176.7 ","533,805.8 ",,"519,509.1 ","387,979.8 ","131,529.3 ",,"139,910.9 ",,"528,889.3 ",,,,,,
4- 6.,"524,143.0 ","289,589.1 ","284,135.2 ","240,024.2 ","23,274.7 ","77,841.0 ","-2,482.2 ","92,491.1 ","35,926.3 ",-25.9 ,"7,529.0 ","57,278.1 ","49,749.1 ",,"7,452.6 ","10,778.6 ","3,326.0 ","531,595.6 ",,"516,614.0 ","388,222.6 ","128,391.4 ",,"137,041.9 ",,"526,651.0 ",,,,,,
7- 9.,"524,205.8 ","289,366.1 ","284,056.7 ","239,808.7 ","23,235.8 ","78,635.4 ","-1,520.5 ","93,021.2 ","35,673.8 ",-50.0 ,"5,844.0 ","55,946.7 ","50,102.7 ",,"7,590.8 ","11,058.1 ","3,467.4 ","531,796.5 ",,"518,361.8 ","389,716.7 ","128,645.1 ",,"137,545.0 ",,"525,776.3 ",,,,,,
10-12.,"524,462.0 ","287,953.9 ","282,639.5 ","238,271.5 ","22,894.3 ","78,430.7 ",318.7 ,"92,770.1 ","35,100.0 ",-156.8 ,"7,151.0 ","59,592.6 ","52,441.6 ",,"7,208.5 ","10,584.0 ","3,375.5 ","531,670.5 ",,"517,311.0 ","389,597.7 ","127,713.3 ",,"136,425.1 ",,"524,300.1 ",,,,,,
2003/ 1- 3.,"521,376.9 ","288,516.1 ","283,046.3 ","238,532.8 ","22,768.8 ","78,088.4 ",-352.8 ,"92,642.3 ","33,995.4 ",-67.7 ,"5,786.4 ","58,664.2 ","52,877.8 ",,"7,803.4 ","10,987.5 ","3,184.1 ","529,180.2 ",,"515,590.5 ","389,020.5 ","126,569.9 ",,"134,852.6 ",,"521,797.3 ",,,,,,
4- 6.,"524,522.7 ","286,796.9 ","281,139.1 ","236,436.7 ","22,840.0 ","78,712.7 ",-784.0 ,"94,409.0 ","33,998.7 ",71.2 ,"8,478.3 ","58,916.9 ","50,438.7 ",,"8,031.4 ","10,999.4 ","2,968.0 ","532,554.2 ",,"516,044.5 ","387,565.6 ","128,478.8 ",,"135,551.3 ",,"525,235.6 ",,,,,,
7- 9.,"524,347.0 ","286,255.1 ","280,477.8 ","235,579.2 ","23,400.9 ","77,186.4 ","1,672.9 ","93,875.5 ","33,106.9 ",-86.0 ,"8,935.2 ","60,549.7 ","51,614.5 ",,"9,530.1 ","12,390.6 ","2,860.5 ","533,877.1 ",,"515,411.8 ","388,515.3 ","126,896.5 ",,"133,694.3 ",,"522,760.0 ",,,,,,
10-12.,"526,415.7 ","289,360.3 ","283,544.9 ","238,534.0 ","23,008.6 ","79,970.6 ",-879.4 ,"92,644.3 ","32,320.3 ",-315.8 ,"10,306.9 ","61,932.6 ","51,625.7 ",,"8,474.3 ","11,202.1 ","2,727.8 ","534,890.0 ",,"516,108.8 ","391,460.1 ","124,648.7 ",,"135,299.4 ",,"527,610.9 ",,,,,,
2004/ 1- 3.,"529,368.4 ","289,362.7 ","283,596.2 ","238,283.7 ","23,334.9 ","79,463.7 ","2,771.6 ","93,253.2 ","30,911.2 ",-326.4 ,"10,597.6 ","64,858.8 ","54,261.2 ",,"9,488.4 ","12,197.3 ","2,708.9 ","538,856.8 ",,"518,770.8 ","394,932.9 ","123,838.0 ",,"133,709.8 ",,"526,923.2 ",,,,,,
4- 6.,"527,679.1 ","289,049.1 ","283,354.8 ","237,837.9 ","23,766.8 ","79,091.3 ",768.4 ,"93,501.3 ","30,710.1 ",97.4 ,"10,694.8 ","67,355.9 ","56,661.1 ",,"10,201.8 ","13,111.9 ","2,910.0 ","537,881.0 ",,"516,984.3 ","392,675.5 ","124,308.8 ",,"133,568.2 ",,"526,813.4 ",,,,,,
7- 9.,"530,470.6 ","290,742.6 ","285,083.5 ","239,375.7 ","23,863.0 ","79,950.4 ","1,874.9 ","93,854.7 ","30,200.3 ",88.9 ,"9,895.8 ","68,726.5 ","58,830.7 ",,"10,478.0 ","13,614.8 ","3,136.8 ","540,948.6 ",,"520,574.8 ","396,430.9 ","124,143.9 ",,"134,013.7 ",,"528,506.8 ",,,,,,
10-12.,"529,906.7 ","289,449.8 ","283,775.2 ","237,849.9 ","23,911.2 ","81,412.0 ","1,503.2 ","94,387.0 ","29,918.0 ",186.8 ,"9,138.6 ","69,551.3 ","60,412.7 ",,"10,923.2 ","14,238.0 ","3,314.8 ","540,830.0 ",,"520,768.2 ","396,276.3 ","124,491.9 ",,"135,241.2 ",,"528,216.7 ",,,,,,
2005/ 1- 3.,"529,834.4 ","290,065.0 ","284,335.6 ","238,200.8 ","23,518.1 ","83,434.1 ","1,338.8 ","94,139.6 ","29,288.3 ",160.8 ,"7,889.6 ","68,306.3 ","60,416.7 ",,"10,423.9 ","14,358.2 ","3,934.3 ","540,258.3 ",,"521,944.8 ","398,356.1 ","123,588.7 ",,"136,240.5 ",,"528,334.8 ",,,,,,
4- 6.,"531,435.9 ","291,040.2 ","285,233.2 ","238,887.7 ","23,394.7 ","86,358.1 ","1,111.8 ","94,414.3 ","27,516.8 ",-2.5 ,"7,602.5 ","71,578.6 ","63,976.0 ",,"11,660.9 ","15,806.4 ","4,145.5 ","543,096.8 ",,"523,833.4 ","401,904.8 ","121,928.7 ",,"137,269.6 ",,"530,326.7 ",,,,,,
7- 9.,"534,602.8 ","293,042.9 ","287,170.0 ","240,593.3 ","23,863.0 ","88,052.4 ",711.8 ,"94,459.1 ","28,069.8 ",24.6 ,"6,379.4 ","74,521.9 ","68,142.5 ",,"12,356.7 ","16,545.1 ","4,188.3 ","546,959.6 ",,"528,223.4 ","405,670.0 ","122,553.4 ",,"139,985.1 ",,"533,866.5 ",,,,,,
10-12.,"534,723.8 ","293,263.6 ","287,348.7 ","240,479.8 ","24,217.3 ","86,856.2 ",107.9 ,"94,744.4 ","27,565.0 ",39.0 ,"7,930.6 ","79,522.1 ","71,591.6 ",,"13,262.9 ","18,002.4 ","4,739.5 ","547,986.7 ",,"526,793.3 ","404,444.9 ","122,348.3 ",,"138,638.5 ",,"534,577.0 ",,,,,,
2006/ 1- 3.,"534,401.9 ","294,978.3 ","289,049.2 ","242,001.4 ","24,040.3 ","86,659.1 ",-198.9 ,"94,268.9 ","28,464.6 ",27.6 ,"6,162.1 ","81,038.1 ","74,876.1 ",,"14,010.9 ","19,170.8 ","5,159.9 ","548,412.8 ",,"528,239.8 ","405,478.7 ","122,761.1 ",,"139,163.9 ",,"534,573.2 ",,,,,,
4- 6.,"534,135.3 ","294,237.4 ","288,268.6 ","241,026.5 ","24,099.0 ","88,077.4 ",-218.0 ,"94,285.7 ","27,410.4 ",-38.6 ,"6,282.0 ","82,096.1 ","75,814.1 ",,"13,879.3 ","19,413.5 ","5,534.2 ","548,014.6 ",,"527,853.3 ","406,195.7 ","121,657.5 ",,"139,586.8 ",,"534,391.9 ",,,,,,
7- 9.,"532,404.0 ","292,545.2 ","286,526.6 ","239,156.1 ","24,260.0 ","88,166.5 ",601.7 ,"94,094.6 ","26,048.8 ",23.4 ,"6,663.8 ","85,044.4 ","78,380.5 ",,"14,500.2 ","20,181.1 ","5,681.0 ","546,904.2 ",,"525,740.2 ","405,573.3 ","120,166.8 ",,"138,475.3 ",,"531,778.9 ",,,,,,
10-12.,"539,719.8 ","296,180.3 ","290,159.6 ","242,607.4 ","24,335.6 ","89,801.9 ",669.3 ,"93,938.1 ","26,414.6 ",-32.2 ,"8,412.2 ","86,696.4 ","78,284.1 ",,"15,328.1 ","21,638.3 ","6,310.3 ","555,047.8 ",,"531,307.6 ","410,987.1 ","120,320.5 ",,"140,552.0 ",,"539,082.7 ",,,,,,
2007/ 1- 3.,"541,803.0 ","295,552.5 ","289,577.7 ","241,788.7 ","24,124.8 ","89,957.2 ","2,405.2 ","94,045.3 ","26,352.9 ",-55.7 ,"9,420.8 ","89,793.3 ","80,372.5 ",,"16,363.6 ","23,077.0 ","6,713.4 ","558,166.7 ",,"532,382.2 ","412,039.7 ","120,342.6 ",,"140,434.9 ",,"539,453.5 ",,,,,,
4- 6.,"542,289.4 ","297,239.5 ","291,315.0 ","243,338.7 ","23,840.2 ","89,122.8 ","1,044.5 ","95,366.2 ","25,802.1 ",137.9 ,"9,736.3 ","93,530.3 ","83,794.1 ",,"17,109.6 ","23,374.6 ","6,265.0 ","559,399.1 ",,"532,553.2 ","411,247.0 ","121,306.2 ",,"138,765.0 ",,"541,107.0 ",,,,,,
7- 9.,"536,711.2 ","294,306.3 ","288,418.2 ","240,231.9 ","21,909.7 ","87,921.7 ","1,397.5 ","94,810.1 ","25,502.6 ",42.8 ,"10,820.6 ","94,374.9 ","83,554.3 ",,"15,352.5 ","23,395.1 ","8,042.6 ","552,063.7 ",,"525,890.6 ","405,535.2 ","120,355.4 ",,"135,334.0 ",,"535,270.9 ",,,,,,
10-12.,"536,418.1 ","295,752.6 ","289,893.2 ","241,522.6 ","19,576.0 ","87,928.6 ","2,938.3 ","96,011.2 ","26,188.4 ",63.5 ,"7,959.5 ","95,223.1 ","87,263.6 ",,"17,169.4 ","24,275.9 ","7,106.6 ","553,587.5 ",,"528,458.7 ","406,195.5 ","122,263.1 ",,"133,693.1 ",,"533,416.4 ",,,,,,
2008/ 1- 3.,"537,513.6 ","298,121.8 ","292,281.0 ","243,670.7 ","20,310.1 ","88,863.5 ","1,660.4 ","96,011.1 ","25,736.5 ",170.8 ,"6,639.4 ","95,203.1 ","88,563.7 ",,"16,630.6 ","22,794.2 ","6,163.7 ","554,144.1 ",,"530,874.2 ","408,955.8 ","121,918.4 ",,"134,910.1 ",,"535,682.4 ",,,,,,
4- 6.,"533,921.1 ","294,957.8 ","289,156.1 ","240,383.8 ","21,443.5 ","87,913.5 ","4,704.7 ","95,009.2 ","25,112.9 ",-39.3 ,"4,818.8 ","95,615.6 ","90,796.7 ",,"13,147.3 ","19,175.0 ","6,027.7 ","547,068.4 ",,"529,102.3 ","409,019.5 ","120,082.8 ",,"134,469.9 ",,"529,255.6 ",,,,,,
7- 9.,"523,444.1 ","295,575.4 ","289,810.2 ","240,792.1 ","22,172.9 ","86,788.2 ",-868.0 ,"94,323.6 ","25,373.4 ",-87.7 ,166.2 ,"98,421.9 ","98,255.6 ",,"13,997.9 ","19,587.1 ","5,589.2 ","537,442.1 ",,"523,277.9 ","403,668.5 ","119,609.4 ",,"134,334.5 ",,"524,399.8 ",,,,,,
10-12.,"516,491.9 ","288,345.6 ","282,582.1 ","233,545.5 ","21,842.5 ","83,141.2 ","6,696.0 ","95,321.8 ","25,078.7 ",100.2 ,"-4,034.2 ","75,498.4 ","79,532.6 ",,"12,487.7 ","17,740.1 ","5,252.3 ","528,979.7 ",,"520,526.1 ","400,025.4 ","120,500.7 ",,"130,062.5 ",,"509,695.7 ",,,,,,
2009/ 1- 3.,"492,285.2 ","284,290.0 ","278,500.1 ","229,438.0 ","19,740.2 ","77,026.8 ","-4,743.4 ","94,712.2 ","25,479.0 ",-59.1 ,"-4,160.7 ","53,437.8 ","57,598.5 ",,"11,625.5 ","16,106.9 ","4,481.3 ","503,910.7 ",,"496,445.9 ","376,313.8 ","120,132.1 ",,"122,246.1 ",,"497,087.7 ",,,,,,
4- 6.,"498,082.3 ","285,324.0 ","279,515.9 ","230,385.4 ","17,567.4 ","73,935.7 ","-4,475.5 ","95,395.0 ","26,978.6 ",23.2 ,"3,334.0 ","59,163.2 ","55,829.3 ",,"13,061.3 ","17,029.6 ","3,968.4 ","511,143.5 ",,"494,748.3 ","372,351.5 ","122,396.8 ",,"118,481.6 ",,"502,534.6 ",,,,,,
7- 9.,"493,694.9 ","285,341.5 ","279,527.9 ","230,358.6 ","16,218.6 ","71,460.6 ","-5,960.7 ","96,367.6 ","26,353.3 ",49.5 ,"3,864.5 ","64,720.9 ","60,856.4 ",,"12,446.5 ","16,301.6 ","3,855.1 ","506,141.4 ",,"489,830.4 ","367,060.1 ","122,770.4 ",,"114,032.5 ",,"499,606.1 ",,,,,,
10-12.,"496,142.4 ","285,796.0 ","279,956.3 ","230,755.7 ","15,688.9 ","70,659.4 ","-4,793.2 ","96,451.9 ","26,688.1 ",38.0 ,"5,613.3 ","68,473.6 ","62,860.3 ",,"12,379.2 ","15,954.8 ","3,575.6 ","508,521.6 ",,"490,529.1 ","367,351.1 ","123,178.0 ",,"113,036.5 ",,"500,897.7 ",,,,,,
2010/ 1- 3.,"501,533.1 ","286,571.5 ","280,683.9 ","231,458.5 ","16,561.9 ","71,249.8 ","-3,321.6 ","96,047.9 ","26,935.8 ",104.5 ,"7,383.3 ","73,205.2 ","65,821.9 ",,"13,349.6 ","17,293.7 ","3,944.1 ","514,882.8 ",,"494,149.9 ","371,061.6 ","123,088.3 ",,"114,747.5 ",,"504,750.2 ",,,,,,
4- 6.,"505,209.8 ","287,957.1 ","282,057.7 ","232,799.9 ","16,644.9 ","71,914.9 ","-1,244.9 ","97,298.6 ","25,505.8 ",-22.8 ,"7,156.1 ","76,658.4 ","69,502.3 ",,"13,014.7 ","17,269.2 ","4,254.4 ","518,224.5 ",,"498,053.7 ","375,272.0 ","122,781.6 ",,"114,065.7 ",,"506,477.4 ",,,,,,
