"",BBEE1.M.I8.AAA.XZE012.A.AABAN.M00,BBEE1.M.I8.AAA.XZE012.A.AABAN.M00_FLAGS,BBEE1.M.I8.AAA.XZE012.S.AACPE.M00,BBEE1.M.I8.AAA.XZE012.S.AACPE.M00_FLAGS,BBEE1.M.I8.AAA.XZE022.A.AABAN.M00,BBEE1.M.I8.AAA.XZE022.A.AABAN.M00_FLAGS,BBEE1.M.I8.AAA.XZE022.S.AACPE.M00,BBEE1.M.I8.AAA.XZE022.S.AACPE.M00_FLAGS
2013-06,101.9503,,99.7609,,112.0461,,96.7638,
2013-07,101.8780,,99.6597,,112.0404,,96.6751,
2013-08,102.6043,,100.3058,,113.5070,,97.8515,
2013-09,102.3565,,99.9372,,113.4276,,97.6063,
2013-10,103.2871,,100.6412,,114.3705,,98.1162,
2013-11,102.9753,,100.2466,,114.2205,,97.8335,
2013-12,104.0991,,101.3655,,115.7473,,99.1426,
2014-01,103.6612,,100.8545,,115.7565,,98.9845,
2014-02,103.8031,,101.0059,,116.2172,,99.3161,
2014-03,104.8775,,101.8538,,117.4263,,100.0431,
2014-04,104.7333,,101.6320,,117.0353,,99.5297,
2014-05,104.0668,,100.7340,,116.0718,,98.4110,
2014-06,103.2015,,99.8535,,115.1387,,97.5287,
2014-07,102.7641,,99.3171,,114.6434,,96.9225,
2014-08,102.0568,,98.6835,,114.0346,,96.3970,
2014-09,100.4175,,97.1109,,112.2882,,94.8946,
2014-10,99.5898,,96.2173,,111.6989,,94.1855,
2014-11,99.3685,,96.0515,,111.7773,,94.1942,
2014-12,99.3483,,95.8573,,112.6954,,94.6533,
2015-01,95.4886,,92.1657,,108.4556,,90.9468,
2015-02,93.5622,,90.5633,,106.6876,,89.5918,
2015-03,90.8724,,87.9346,,103.4915,,86.7561,
2015-04,89.9915,,87.1627,,102.1452,,85.5709,
2015-05,91.7330,,88.7983,,104.3057,,87.3097,
2015-06,92.4507,,89.4308,,105.5496,,88.2594,
2015-07,91.4749,,88.3245,,104.5928,,87.2562,
2015-08,93.0808,,89.8057,,107.4424,,89.4909,
2015-09,93.9514,,90.7073,,109.0378,,90.7904,
2015-10,93.8147,,90.6112,,108.4979,,90.2987,
2015-11,91.2588,,88.1434,,105.3528,,87.6112,
2015-12,92.6262,,89.2965,,107.4025,,89.0618,
2016-01,93.7604,,90.1904,,109.2154,,90.2148,
2016-02,94.9540,,91.1598,,110.7079,,91.2202,
2016-03,94.3576,,90.6050,,109.5104,,90.2379,
2016-04,95.2061,,91.3305,,110.2896,,90.7175,
2016-05,95.3655,,91.6293,,110.6349,,91.0869,
2016-06,95.0971,,91.3733,,110.1677,,90.6640,
2016-07,95.3814,,91.6169,,109.9744,,90.4052,
2016-08,95.7789,,91.9441,,110.5116,,90.8076,
2016-09,95.9108,,92.0662,,110.7373,,90.9836,
2016-10,96.0804,,92.2788,,110.5286,,90.7961,
2016-11,95.3901,,91.5356,,109.9871,,90.2478,
2016-12,94.4322,,90.7189,,108.7762,,89.3276,
2017-01,94.6583,,90.9525,,109.1943,,89.6018,
2017-02,94.1983,,90.6730,,108.4069,,89.0343,
2017-03,94.7506,,91.0002,,108.8277,,89.1389,
2017-04,94.4845,,90.7023,,108.4613,,88.7894,
2017-05,96.3103,,92.2657,,110.7442,,90.4532,
2017-06,97.1362,,92.9796,,111.7710,,91.1923,
2017-07,98.4466,,94.2263,,113.6502,,92.6915,
2017-08,99.9826,,95.6790,,115.5310,,94.1989,
2017-09,99.9708,,95.6458,,115.5709,,94.2054,
2017-10,99.5729,,95.1719,,115.2886,,93.8042,
2017-11,99.5118,,95.1635,,115.4533,,93.9280,
2017-12,99.8285,,95.3933,,115.8025,,94.0833,
2018-01,100.5226,,96.1038,,116.7400,,94.8088,
2018-02,100.7573,,96.1408,,117.2697,,95.0361,
2018-03,100.9054,,96.4431,,117.5117,,95.3356,
2018-04,100.6267,,96.1303,,117.5800,,95.2941,
2018-05,99.2238,,94.8998,,116.1898,,94.2498,
2018-06,98.9625,,94.6446,,116.1003,,94.0784,
2018-07,100.0932,,95.7453,,117.3637,,95.0919,
2018-08,99.7978,,95.3062,,117.8053,,95.2459,
2018-09,100.2391,,95.8234,,119.0922,,96.2289,
2018-10,99.6188,,95.2621,,117.7955,,95.1328,
2018-11,99.0681,,94.7426,,116.7738,,94.3152,
2018-12,99.1954,,94.6141,,116.9485,,94.1849,
2019-01,98.6904,,94.1364,,116.3047,,93.6151,
2019-02,98.2695,,93.6323,,115.6089,,92.9304,
2019-03,97.7346,,93.0206,,115.1543,,92.4328,
2019-04,97.5801,,92.8099,,115.0040,,92.2224,
2019-05,98.1235,,93.1918,,115.7279,,92.6282,
2019-06,98.6527,,93.6846,,116.1891,,92.9813,
2019-07,98.2744,,93.2531,,115.3452,,92.2095,
2019-08,98.8321,,93.7159,,116.2267,,92.8288,
2019-09,98.0502,,92.9359,,115.2521,,91.9806,
2019-10,97.9625,,92.6387,,115.2364,,91.7230,
2019-11,97.3612,,91.9558,,114.6310,,91.1028,
2019-12,97.3130,,91.9171,,114.6317,,91.0147,
2020-01,96.8773,,91.2279,,114.1497,,90.3504,
2020-02,96.2135,,90.5021,,113.4923,,89.7314,
2020-03,98.8402,,92.9040,,117.8111,,93.0129,
2020-04,98.0824,,92.4785,,117.4892,,92.9575,
2020-05,98.2763,,92.5357,,117.5320,,92.8398,
2020-06,99.6826,,93.7632,,119.0541,,93.9102,
2020-07,100.4010,,94.3656,,120.2975,,94.7404,
2020-08,101.4987,,94.8670,,122.4027,,95.8246,
2020-09,101.5204,,94.8329,,122.4351,,95.7227,
2020-10,101.2684,,94.6487,,122.3908,,95.6133,
2020-11,100.5760,,94.1340,,121.5908,,95.0077,
2020-12,101.7951,,95.1288,,122.9315,,95.8738,
2021-01,101.3175,,95.2527,,122.3797,,96.0035,
2021-02,100.6493,,94.5468,,121.4912,,95.1573,
2021-03,100.3122,,94.1117,,121.2465,,94.7996,Provisional value
2021-04,100.5823,,94.2394,,121.9221,,95.1381,Provisional value
2021-05,100.7819,,94.2737,,122.2620,,95.2071,Provisional value
2021-06,100.2204,,93.6600,,121.4954,,94.4716,Provisional value
2021-07,99.6827,,93.4568,Provisional value,120.8164,,94.2083,Provisional value
2021-08,99.3436,,93.1851,Provisional value,120.3768,,93.8838,Provisional value
2021-09,99.4164,,93.2475,Provisional value,120.3771,,93.8310,Provisional value
"",Source: Deutsche Bundesbank. Published in the ECB's SDW: EXR.M.E5.EUR.EN00.A,,Source: Deutsche Bundesbank. Published in the ECB's SDW: EXR.M.E5.EUR.ERC0.A,,Source: Deutsche Bundesbank. Published in the ECB's SDW: EXR.M.E7.EUR.EN00.A,,Source: Deutsche Bundesbank. Published in the ECB's SDW: EXR.M.E7.EUR.ERC0.A,
"","Methodology: Based on the weighted averages of the euro or, prior to 1999, of the exchange rates of the currencies preceding the euro vis-à-vis the currencies of the following countries: Australia, Bulgaria, Canada, China, Croatia, Czechia, Denmark, Hong Kong, Hungary, Japan, Norway, Poland, Romania, Singapore, South Korea, Sweden, Switzerland, the United Kingdom and the United States.                       Weighting scheme drawn up on the basis of foreign trade in the field of manufacturing (SITC 5-8) as well as services. Starting with the period between 1995 and 1997, the weighting is updated every three years. The final respected weighting period until the current date: years between 2016 and 2018. In order to capture third-market effects, export shares were derived on the basis of the principle of ""double weighting"".                                For details of the methodology, see the ECB's website as well as the ECB's Occasional Paper No.134, which can be downloaded from the ECB's website (www.ecb.int).",,"Methodology: Based on the weighted averages of the euro or, prior to 1999, of the exchange rates of the currencies preceding the euro vis-à-vis the currencies of the following countries: Australia, Bulgaria, Canada, China, Croatia, Czechia, Denmark, Hong Kong, Hungary, Japan, Norway, Poland, Romania, Singapore, South Korea, Sweden, Switzerland, the United Kingdom and the United States.                       Where current consumer price indices were not yet available, estimates have been used.                                                        Weighting scheme drawn up on the basis of foreign trade in the field of manufacturing (SITC 5-8) as well as services. Starting with the period between 1995 and 1997, the weighting is updated every three years. The final respected weighting period until the current date: years between 2016 and 2018. In order to capture third-market effects, export shares were derived on the basis of the principle of ""double weighting"".                               For details of the methodology, see the ECB's website as well as the ECB's Occasional Paper No.134, which can be downloaded from the ECB's website (www.ecb.int).",,"Methodology: Based on the weighted averages of the euro or, prior to 1999, of the exchange rates of the currencies preceding the euro vis-à-vis the currencies of the following countries: Algeria, Argentina, Australia, Brazil, Bulgaria, Canada, Chile, China, Colombia, Croatia, Czechia, Denmark, Hong Kong, Hungary, Iceland, India, Indonesia, Israel, Japan, Malaysia, Mexico, Morocco, New Zealand, Norway, Peru, Philippines, Poland, Romania, the Russian Federation, Saudi Arabia, Singapore, South Africa, South Korea, Sweden, Switzerland, Taiwan, Thailand, Turkey, Ukraine, the United Arab Emirates, the United Kingdom and the United States.                                  Weighting scheme drawn up on the basis of foreign trade in the field of manufacturing (SITC 5-8) as well as services. Starting with the period between 1995 and 1997, the weighting is updated every three years. The final respected weighting period until the current date: years between 2016 and 2018. In order to capture third-market effects, export shares were derived on the basis of the principle of ""double weighting"".                                 For details of the methodology, see the ECB's website as well as the ECB's Occasional Paper No.134, which can be downloaded from the ECB's website (www.ecb.int).",,"Methodology: Based on the weighted averages of the euro or, prior to 1999, of the exchange rates of the currencies preceding the euro vis-à-vis the currencies of the following countries: Algeria, Argentina, Australia, Brazil, Bulgaria, Canada, Chile, China, Colombia, Croatia, Czechia, Denmark, Hong Kong, Hungary, Iceland, India, Indonesia, Israel, Japan, Malaysia, Mexico, Morocco, New Zealand, Norway, Peru, Philippines, Poland, Romania, the Russian Federation, Saudi Arabia, Singapore, South Africa, South Korea, Sweden, Switzerland, Taiwan, Thailand, Turkey, Ukraine, the United Arab Emirates, the United Kingdom and the United States..                                   Where current consumer price indices were not yet available, estimates have been used.                                                           Weighting scheme drawn up on the basis of foreign trade in the field of manufacturing (SITC 5-8) as well as services. Starting with the period between 1995 and 1997, the weighting is updated every three years. The final respected weighting period until the current date: years between 2016 and 2018. In order to capture third-market effects, export shares were derived on the basis of the principle of ""double weighting"".                            For details of the methodology, see the ECB's website as well as the ECB's Occasional Paper No.134, which can be downloaded from the ECB's website (www.ecb.int).",
