Exp or Imp,Year & Month,Grand Total,FOODSTUFF,, FISH AND FISH PREPARATION,," (SHRIMPS, PRAWNS, LOBSTERS)",, MEAT AND MEAT PREPARATION,," CEREALS, CEREAL PREPARATION",, VEGETABLES,, FRUITS,,RAW MATERIALS,, WOOD,, ORE OF NONFERROUS,, IRON ORE AND CONCENTRATES,, SOY BEANS,,MINERAL FUELS,, PETROLEUM,, PETROLEUM PRODUCTS,, (PETROLEUM SPIRITS),, LNG,, LPG,, COAL,, (COAL N.E.S),,CHEMICALS,, ORGANIC CHEMICALS,, MEDICAL PRODUCTS,,MANUFACTURED GOODS,, IRON AND STEEL PRODUCTS,, NONFERROUS METALS,, MANUFACTURES OF METALS,," TEXTILE YARN, FABRICS",, NON-METALLIC MINERAL WARE,, WOOD & CORK MANUFACTURED,,MACHINERY,, POWER GENERATING MACHINE,, COMPUTERS AND UNITS,, PARTS OF COMPUTER,,ELECTRICAL MACHINERY,, SEMICONDUCTORS ETC,, (IC),, AUDIO AND VISUAL APPARATUS,, (VIDEO REC OR REPRO APP),, ELECTRICAL POWER MACHINERY,," TELEPHONY, TELEGRAPHY",, ELECTRICAL MEASURING,,TRANSPORT EQUIPMENT,, MOTOR VEHICLES,, PARTS OF MOTOR VEHICLES,, AIRCRAFT,,OTHERS,," SCIENTIFIC, OPTICAL INST",, CLOTHING AND ACCESSORIES,, FURNITURE,, BAGS,
2,2012 Jan.-Mar.,17706298832,0,1380602201,537110,328406332,43155,37453424,597378,250388389,6554529,208978750,790289,101439603,650004,84603901,0,1216818121,0,83045272,3268,314187498,31494,412074785,662797,31233949,0,6460477180,56859,3287147864,0,626650075,6021,321402435,23943,1619533690,3525,280391048,46325,639349530,27251,315484216,0,1419528365,0,347159274,22362198,444826044,0,1338380243,1884347,207553813,803205,325838319,0,197039377,0,167963456,0,132995267,0,158624471,0,1252715340,0,165548959,27818,425302074,0,112898018,0,2028088231,0,412286975,3748,330706518,0,290702676,6439,63820829,0,110847322,0,498799107,0,120896309,0,557155440,80078,207888146,0,133250336,0,146367528,0,2052533711,0,320363232,0,626165943,0,138902848,0,112157112
2,2012 Apr.-Jun.,17813881652,0,1519365137,600487,376055361,44649,41237190,614051,257614996,6316547,199361595,823573,111248072,835435,127384547,0,1240957470,0,85866421,3211,322568001,34585,408983131,759157,39707351,0,6158685120,51943,3236543349,0,603300095,6547,388580979,20674,1470934447,3273,267358957,42520,570250397,24463,274857318,0,1487996970,0,353137585,24866963,469871059,0,1425165963,1887788,209771763,816371,377104333,0,214852377,0,180558914,0,143377833,0,155915854,0,1305677970,0,172516606,26539,421133573,0,108755998,0,2027721763,0,437449999,4121,345635846,0,286193299,6519,65266920,0,119267869,0,448311444,0,106387944,0,569318568,78172,211359395,0,133643995,0,163862396,0,2078992691,0,320993771,0,578192358,0,134312629,0,110599878
2,2012 Jul.-Sep.,17579729394,0,1435435298,547286,331526960,52975,46047018,664399,278732670,6313410,192875759,691198,98721449,686985,98151599,0,1151301709,0,72605280,3551,337896647,31981,353193193,615331,32731563,0,5903373580,55781,2930313232,0,594406508,7549,372784600,21662,1555239297,3446,219878395,50414,595154595,28366,286247544,0,1508076355,0,359593425,23906755,491915288,0,1371209176,1899637,197093240,859866,337678262,0,213401428,0,178854035,0,147140770,0,150119152,0,1188259197,0,167517294,24153,368405043,0,100805431,0,2099495497,0,460985909,4307,359340317,0,256146002,5791,57804576,0,116646614,0,539413923,0,112662109,0,594973830,97100,241965950,0,144469012,0,142775308,0,2327604752,0,358664019,0,770570798,0,134319340,0,112925303
2,2012 Oct.-Dec.,17588721962,0,1516856082,597878,364225467,64536,56069280,646017,273151093,6437833,218678389,749640,110198070,608213,91786705,0,1158942258,0,81929326,3444,318310538,33037,351999870,690056,40877013,0,5565677967,48435,2793211847,0,637401449,7403,404478560,21035,1357972135,2956,254071502,45893,515831111,27579,271038164,0,1510714388,0,337781238,24841837,534092690,0,1372852861,2035212,192136069,785600,328920993,0,219824466,0,187013503,0,150290337,0,155980153,0,1257238111,0,168837812,26493,433643402,0,108488628,0,2282508426,0,468486046,4702,344212462,0,275719935,8390,64350914,0,114768244,0,662218607,0,121229319,0,590366703,96723,246997108,0,143547317,0,120809733,0,2333565166,0,345697684,0,705493452,0,152579634,0,122854707
2,(Ratio to ST),100.5,-,100.1,90.3,91.8,96.7,92.4,96.5,97.1,102.8,105.3,101.8,112.0,102.4,107.3,-,91.8,-,100.6,102.6,107.3,103.7,79.8,95.7,118.3,-,97.5,90.1,95.9,-,109.6,105.8,114.1,103.6,100.2,92.8,123.4,103.9,80.4,109.1,95.1,-,100.8,-,100.7,109.7,119.7,-,91.6,89.5,71.8,88.4,84.0,-,106.7,-,100.3,-,102.7,-,101.1,-,101.6,-,103.5,99.6,107.5,-,101.8,-,108.4,-,106.4,103.0,98.1,-,79.6,116.4,93.3,-,104.1,-,135.7,-,100.8,-,117.4,123.8,114.3,-,103.6,-,126.2,-,107.0,-,108.7,-,106.5,-,111.6,-,113.0
2,2011 Dec.,5832190848,0,508457843,223926,135447765,19917,18693189,225732,93932202,2196340,70928104,262940,33816388,200624,28065851,0,395854385,0,26422998,1052,90441058,10330,141250405,237887,11098836,0,2087218346,19842,1105067357,0,215351251,2355,117278767,7171,478323356,1314,85243500,14427,200466531,8724,97641271,0,437412662,0,90698690,7700365,125476236,0,472333703,719228,84290562,287037,123153194,0,64954846,0,58110859,0,45137600,0,50192501,0,407323045,0,55141076,8975,135811675,0,35032829,0,662530336,0,139793274,1800,112361262,0,106585097,2524,21588846,0,34053537,0,156987415,0,37710546,0,154982277,24330,70187948,0,41453963,0,27631748,0,706078251,0,98193625,0,198588606,0,43921658,0,38025665
2,2012 Jan.,6004339387,0,479930640,204922,123156660,17359,14749324,206856,85986709,2203284,69627626,264228,34608539,195228,25795014,0,436632027,0,30362813,1153,109988888,11289,154636033,209271,9698428,0,2078723404,18817,1037186609,0,192771654,1993,100084892,8150,544659625,996,67557585,16837,232874053,10029,116692117,0,501869121,0,124961572,8022749,148365630,0,483677638,669259,78752764,298506,112687618,0,72762452,0,62209049,0,47000645,0,58993186,0,410654145,0,53489260,10068,125649369,0,36882008,0,685783250,0,138981542,1257,109547521,0,97196658,2173,19147247,0,39473397,0,169722450,0,37855606,0,186658292,25622,64238875,0,46766584,0,52868983,0,740410870,0,105210080,0,246816805,0,50817910,0,42411966
2,2012 Feb.,5416730067,0,417787998,148818,94003190,11738,9935547,201136,81858599,1980496,62154741,234972,29196022,204841,26376919,0,364490606,0,25124348,992,92969865,9613,122765646,224867,10176864,0,2102153747,19207,1084124461,0,224737288,2143,110604085,7667,503978046,1233,92581750,14541,195436723,8353,93295158,0,427225910,0,106000424,6545799,138744452,0,392146316,580576,61497599,249880,104759350,0,52518523,0,42838088,0,38431685,0,47608901,0,377769525,0,51479172,7955,136549620,0,34865774,0,630172180,0,129475492,1178,104728855,0,90960302,2171,22060141,0,32303571,0,162093168,0,39890325,0,159622185,25730,66391424,0,40078233,0,32065862,0,545361600,0,99814834,0,141756323,0,34718372,0,28187555
2,2012 Mar.,6285229378,0,482883563,183370,111246482,14058,12768553,189386,82543081,2370749,77196383,291089,37635042,249935,32431968,0,415695488,0,27558111,1122,111228745,10592,134673106,228659,11358657,0,2279600029,18836,1165836794,0,209141133,1885,110713458,8126,570896019,1296,120251713,14947,211038754,8870,105496941,0,490433334,0,116197278,7793650,157715962,0,462556289,634512,67303450,254819,108391351,0,71758402,0,62916319,0,47562937,0,52022384,0,464291670,0,60580527,9795,163103085,0,41150236,0,712132801,0,143829941,1313,116430142,0,102545716,2096,22613441,0,39070354,0,166983489,0,43150378,0,210874963,28726,77257847,0,46405519,0,61432683,0,766761241,0,115338318,0,237592815,0,53366566,0,41557591
2,2012 Apr.,6083326364,0,506110443,218845,139019687,14700,14177471,190207,81217553,2072315,66059970,282154,38407626,262614,38879597,0,385801884,0,29983819,1030,89998697,10318,130635408,204454,10650542,0,2246650143,19157,1259761633,0,201313967,2057,129067283,6906,493332565,1156,112217913,12575,177025405,7063,83527197,0,493303241,0,111467573,7865814,164365268,0,463025937,610535,67918492,277587,122306927,0,69281109,0,61490345,0,43766825,0,52094342,0,429904074,0,57782377,8552,148881204,0,34485060,0,645660637,0,135500589,1212,107057379,0,92983715,2175,21698833,0,36777901,0,151178748,0,32526175,0,190809974,20542,59431909,0,40798072,0,69426635,0,722060031,0,102964404,0,224990006,0,46144795,0,39554640
2,2012 May.,6144789157,0,537069228,205016,128337435,14634,13290514,226006,93916891,2300497,71555663,287781,38933715,278594,44559022,0,459546443,0,28159409,1158,130520624,12971,152612425,293881,15310496,0,2083480010,16595,1045430412,0,222452395,2397,145671330,7121,505832783,1167,91882172,15706,213831555,9085,102924257,0,524795972,0,124006973,8622737,162627252,0,504502204,658507,73140426,284036,133720527,0,76550778,0,64119232,0,50196421,0,55674899,0,459216777,0,60200566,9373,145342761,0,37659951,0,687556205,0,149740273,1380,118406356,0,96187430,2257,20918570,0,41792681,0,138482679,0,37462962,0,190396535,29987,80146680,0,47609906,0,41430472,0,698225783,0,108268103,0,186941156,0,47529077,0,37353185
2,2012 Jun.,5585766131,0,476185466,176626,108698239,15315,13769205,197838,82480552,1943735,61745962,253639,33906731,294227,43945928,0,395609143,0,27723193,1023,102048680,11295,125735298,260822,13746313,0,1828554967,16190,931351304,0,179533733,2093,113842366,6647,471769099,950,63258872,14238,179393437,8315,88405864,0,469897757,0,117663039,8378412,142878539,0,457637822,618746,68712845,254748,121076879,0,69020490,0,54949337,0,49414587,0,48146613,0,416557119,0,54533663,8613,126909608,0,36610987,0,694504921,0,152209137,1529,120172111,0,97022154,2087,22649517,0,40697287,0,158650017,0,36398807,0,188112059,27643,71780806,0,45236017,0,53005289,0,658706877,0,109761264,0,166261196,0,40638757,0,33692053
2,2012 Jul.,5840761453,0,497028897,187270,115518537,18653,16688759,226072,94668762,2128162,65852045,257927,35222055,253143,36718703,0,405528506,0,27691351,1276,125999470,10082,111533021,218667,11572924,0,1816443097,16429,840347958,0,185109151,2465,122414456,7150,531640691,927,53172515,16822,202345373,9398,96587305,0,523855093,0,132676958,8080689,166394055,0,475179344,657585,69516585,299783,119284909,0,73611772,0,60144006,0,50161018,0,52162939,0,441126538,0,64342736,8909,135243728,0,34301120,0,741121428,0,158346837,1488,125370342,0,102002107,2285,22412388,0,41853518,0,185755782,0,39478965,0,201919591,34535,80057260,0,54204724,0,40804183,0,738558959,0,126923849,0,209210007,0,42629063,0,39704568
2,2012 Aug.,5812840641,0,489345231,185017,110462004,18031,15751211,241132,100642323,2153079,64613281,230637,32945455,227222,32227203,0,410721333,0,23992725,1268,121218859,12260,134782250,264286,13547674,0,1938000404,18561,944747847,0,192880913,2594,122786609,7384,536427291,1211,71344965,16213,190922871,8997,89553793,0,493640236,0,118800574,8389544,157905820,0,458293286,635539,66725826,290090,111480476,0,69736780,0,60496125,0,46983222,0,51642845,0,377967396,0,54118089,7475,113283356,0,33548908,0,653143989,0,150895465,1416,117120311,0,79627358,1748,17010217,0,37396873,0,145447161,0,35313447,0,197585849,34355,89609545,0,44762982,0,44959819,0,794142917,0,116189467,0,272608565,0,45816790,0,38634626
2,2012 Sep.,5926127300,0,449061170,174999,105546419,16291,13607048,197195,83421585,2032169,62410433,202634,30553939,206620,29205693,0,335051870,0,20921204,1007,90678318,9639,106877922,132378,7610965,0,2148930079,20791,1145217427,0,216416444,2489,127583535,7129,487171315,1308,95360915,17379,201886351,9971,100106446,0,490581026,0,108115893,7436522,167615413,0,437736546,606513,60850829,269993,106912877,0,70052876,0,58213904,0,49996530,0,46313368,0,369165263,0,49056469,7769,119877959,0,32955403,0,705230080,0,151743607,1403,116849664,0,74516537,1759,18381971,0,37396223,0,208210980,0,37869697,0,195468390,28210,72299145,0,45501306,0,57011306,0,794902876,0,115550703,0,288752226,0,45873487,0,34586109
2,2012 Oct.,5704206359,0,513592606,196759,122849739,22396,18962005,228820,97049074,2392460,77738534,236796,36160592,207455,29883207,0,419000241,0,28574955,1268,112548544,11793,130529146,211858,12336764,0,1577939892,12652,720115230,0,189310069,2354,126900359,6665,418932591,777,63969336,15788,182649428,9335,92055433,0,516430021,0,109766555,8479366,189628907,0,469230831,734799,68849682,259880,103810579,0,74335131,0,64188761,0,53050838,0,54307291,0,424602131,0,55837562,8351,156209434,0,34324084,0,759216487,0,155204361,1400,117259957,0,91928201,2418,19021506,0,40914656,0,218918335,0,38994905,0,197536386,30757,77224670,0,50419928,0,38333925,0,826657764,0,118105822,0,273779163,0,52844273,0,39675755
2,2012 Nov.,5940220307,0,507081906,199332,120214024,21881,19199154,225457,92624930,1983871,68976328,255079,36599839,218047,34328513,0,392292990,0,26920913,1099,106079638,11834,126376962,269700,16182216,0,1805425787,16096,920658874,0,193604945,2465,134285894,6665,421214509,1087,93464769,15638,173775522,9766,94837227,0,530840841,0,125569576,8163313,177824843,0,473823380,681130,64034375,290623,117193987,0,75630762,0,65479441,0,50395653,0,53472884,0,417786303,0,58549994,8913,130291330,0,38086803,0,840922409,0,158773000,1329,115102957,0,96270336,3722,23690305,0,38800299,0,279573466,0,42727703,0,202845467,35668,91465542,0,49479937,0,34695778,0,769201224,0,114623816,0,216081724,0,52809822,0,43187512
2,2012 Dec.,5944295296,0,496181570,201787,121161704,20259,17908121,191740,83477089,2061502,71963527,257764,37437639,182711,27574985,0,347649027,0,26433458,1077,99682356,9410,95093762,208498,12358033,0,2182312288,19687,1152437743,0,254486435,2584,143292307,7705,517825035,1091,96637397,14467,159406161,8478,84145504,0,463443526,0,102445107,8199158,166638940,0,429798650,619283,59252012,235097,107916427,0,69858573,0,57345301,0,46843846,0,48199978,0,414849677,0,54450256,9228,147142638,0,36077741,0,682369530,0,154508685,1973,111849548,0,87521398,2250,21639103,0,35053289,0,163726806,0,39506711,0,189984850,30298,78306896,0,43647452,0,47780030,0,737706178,0,112968046,0,215632565,0,46925539,0,39991440
2,(Ratio to SM),101.9,-,97.6,90.1,89.5,101.7,95.8,84.9,88.9,93.9,101.5,98.0,110.7,91.1,98.3,-,87.8,-,100.0,102.3,110.2,91.1,67.3,87.6,111.3,-,104.6,99.2,104.3,-,118.2,109.7,122.2,107.4,108.3,83.0,113.4,100.3,79.5,97.2,86.2,-,106.0,-,113.0,106.5,132.8,-,91.0,86.1,70.3,81.9,87.6,-,107.5,-,98.7,-,103.8,-,96.0,-,101.8,-,98.7,102.8,108.3,-,103.0,-,103.0,-,110.5,109.6,99.5,-,82.1,89.1,100.2,-,102.9,-,104.3,-,104.8,-,122.6,124.5,111.6,-,105.3,-,172.9,-,104.5,-,115.0,-,108.6,-,106.8,-,105.2
