Exp or Imp,Year & Month,Grand Total,FOODSTUFF,, FISH AND FISH PREPARATION,," (SHRIMPS, PRAWNS, LOBSTERS)",, MEAT AND MEAT PREPARATION,," CEREALS, CEREAL PREPARATION",, VEGETABLES,, FRUITS,,RAW MATERIALS,, WOOD,, ORE OF NONFERROUS,, IRON ORE AND CONCENTRATES,, SOY BEANS,,MINERAL FUELS,, PETROLEUM,, PETROLEUM PRODUCTS,, (PETROLEUM SPIRITS),, LNG,, LPG,, COAL,, (COAL N.E.S),,CHEMICALS,, ORGANIC CHEMICALS,, MEDICAL PRODUCTS,,MANUFACTURED GOODS,, IRON AND STEEL PRODUCTS,, NONFERROUS METALS,, MANUFACTURES OF METALS,," TEXTILE YARN, FABRICS",, NON-METALLIC MINERAL WARE,, WOOD & CORK MANUFACTURED,,MACHINERY,, POWER GENERATING MACHINE,, COMPUTERS AND UNITS,, PARTS OF COMPUTER,,ELECTRICAL MACHINERY,, SEMICONDUCTORS ETC,, (IC),, AUDIO AND VISUAL APPARATUS,, (VIDEO REC OR REPRO APP),, ELECTRICAL POWER MACHINERY,," TELEPHONY, TELEGRAPHY",, ELECTRICAL MEASURING,,TRANSPORT EQUIPMENT,, MOTOR VEHICLES,, PARTS OF MOTOR VEHICLES,, AIRCRAFT,,OTHERS,," SCIENTIFIC, OPTICAL INST",, CLOTHING AND ACCESSORIES,, FURNITURE,, BAGS,
2,2016 Jan.-Mar.,17186246665,0,1541409897,470742,341219285,32937,39590756,620109,301551230,6310034,201228460,646980,126243055,576653,117363194,0,1045628408,0,98447483,2865,306891518,31997,209799064,767928,42294950,0,3258728280,54199,1317227436,0,308759437,7356,240238765,22827,1047900900,3411,150765888,49176,422995823,27850,226634160,0,1838446381,0,379666090,23859744,733469655,0,1563524181,1974653,184930886,704529,321355919,0,294446964,0,222829800,0,185617653,0,195259372,0,1713205259,0,305381757,22122,488307373,0,121312135,0,2790908344,0,661641100,4235,468767446,0,276255026,5931,61149724,0,149852432,0,682440732,0,181136189,0,744367657,81237,270166242,0,216349953,0,160578135,0,2690028258,0,404051332,0,799542814,0,195327658,0,152729290
2,2016 Apr.-Jun.,15556448128,0,1612317596,534315,362605161,34320,40501344,695804,328115232,6053562,176342477,722147,128895454,704815,146645239,0,1003212356,0,96472698,3004,297974524,32214,180541459,950054,49234519,0,2553394380,44808,1267705033,0,216670186,5514,165781292,18165,621281926,2274,90737666,42818,346636419,24658,185868631,0,1741013195,0,384978024,25619719,657418262,0,1511071335,1811249,165701731,793073,339773626,0,285939439,0,215758821,0,170049853,0,180012846,0,1566885880,0,273780133,19802,399251546,0,107603954,0,2466693803,0,592963209,4531,437605145,0,255224324,6053,58805432,0,138922903,0,553625501,0,146957514,0,730965588,86019,286669819,0,192593690,0,170208132,0,2370893995,0,385260113,0,631527193,0,171027883,0,133281385
2,2016 Jul.-Sep.,16057287153,0,1534035618,489805,352473115,48151,54199692,691379,324002348,6021764,165493920,686062,117140944,604774,116659337,0,946836439,0,85150670,2911,276078138,34410,199716100,673143,35813980,0,2922796899,48591,1452357129,0,254254744,6720,201084792,20973,745378695,2384,86417367,47885,371856962,27597,201163194,0,1716925888,0,373847126,24897035,676678886,0,1454312459,1923921,167221253,769177,323357651,0,271324128,0,214546617,0,159866510,0,167861229,0,1479578330,0,274353748,19816,377985463,0,110709686,0,2601767040,0,622872191,5219,461971547,0,247229274,5811,52624413,0,133515869,0,666665151,0,154027892,0,764127923,94250,308635133,0,197186147,0,180880165,0,2636906557,0,381375606,0,866107696,0,164654392,0,130128773
2,2016 Oct.-Dec.,17241991939,0,1675118608,592118,423721281,51966,64428151,694831,336455303,6036753,170478759,723810,130920030,564586,113019950,0,1016441477,0,87210910,2898,302257966,31396,211329215,740204,38698366,0,3317087078,47011,1494604065,0,294713216,6707,217589110,21375,867060650,2831,119569835,49853,523676743,29688,266402177,0,1814437618,0,366673685,25231864,712670964,0,1538890408,2065018,188337375,811529,359548813,0,274079954,0,221592864,0,168446094,0,174549057,0,1597723209,0,307584839,21690,458127552,0,115065179,0,2932572891,0,637153721,4821,465925741,0,310266937,7221,73743749,0,145965074,0,819660962,0,169576130,0,854583573,89878,312582218,0,226808290,0,216660708,0,2495137077,0,385566131,0,700629106,0,177897550,0,141227916
2,(Ratio to ST),90.7,-,93.8,100.0,97.1,103.8,101.9,102.5,95.1,99.3,81.3,112.3,97.4,104.8,93.4,-,96.7,-,90.4,99.8,119.8,91.7,85.9,93.2,85.0,-,85.0,96.7,87.2,-,74.2,85.8,70.6,102.6,74.1,101.5,81.2,103.6,115.5,101.2,102.4,-,89.4,-,96.7,103.2,80.1,-,91.2,104.0,95.1,112.5,95.3,-,88.8,-,88.1,-,89.6,-,88.0,-,92.9,-,103.0,104.0,95.9,-,94.2,-,94.0,-,85.6,95.2,89.0,-,97.6,109.7,102.1,-,92.8,-,101.2,-,93.5,-,106.4,100.6,103.2,-,99.5,-,118.6,-,85.9,-,86.9,-,82.2,-,87.9,-,92.2
2,2015 Dec.,6198898762,0,594408981,208919,153072150,15342,19465554,214105,113088813,1905518,66968347,223488,46725819,171341,38244846,0,361268499,0,30922581,1065,99220322,11489,81273278,243733,13936307,0,1370492819,17529,588646091,0,143343704,2694,106566638,8078,433822060,954,53537372,15702,145895605,10005,88252839,0,647593516,0,132846106,8186277,277602352,0,545713080,667087,64815036,243489,129207789,0,97758333,0,81018952,0,62589921,0,58215813,0,566890367,0,94596804,7035,168744591,0,41228826,0,944211671,0,240037735,1568,167544791,0,101790638,2239,25007214,0,51276499,0,197600692,0,60746730,0,231963716,29822,98304300,0,69429602,0,34967844,0,936356113,0,140208352,0,265677203,0,63992305,0,51588462
2,2016 Jan.,6007540986,0,521742154,170777,131782111,12210,14459979,208574,103315599,1896327,61926031,201673,41416546,175378,37514649,0,366641333,0,34761112,1054,113712665,10383,72726703,232193,12935487,0,1152688552,16919,470056511,0,128649177,2799,104406176,7245,348921162,895,48854408,16926,151904764,9691,82182327,0,634934424,0,134135545,8443391,251431317,0,545975464,631388,62095202,239031,113242754,0,103877765,0,78849876,0,61199026,0,72913498,0,569543926,0,96947440,7688,167027793,0,40735045,0,1033932874,0,238526472,1398,168704454,0,96796445,2188,21623571,0,49606514,0,307302931,0,57117142,0,281065672,30954,105842224,0,75738245,0,66997084,0,901016587,0,127863450,0,267313951,0,67053675,0,54716362
2,2016 Feb.,5466799066,0,495127581,146830,103339053,10431,12673543,199948,96284894,2246920,73579296,200934,39261009,177757,35639890,0,341568112,0,31167795,1039,107962214,10288,67787648,203353,11858898,0,1009688104,16849,378383176,0,94338784,2190,69292606,7433,353482312,1086,47472550,15313,133560814,9025,74344267,0,623833862,0,118057781,7142879,280608618,0,495286741,691950,60999639,234835,105164857,0,91139313,0,67421177,0,57772546,0,62531934,0,548936290,0,103989525,6854,147261294,0,40038576,0,847693848,0,202646931,1313,142694764,0,87419272,1839,19894764,0,46572434,0,179683289,0,60832338,0,226157661,23882,78085373,0,68457454,0,46990686,0,878506867,0,133330359,0,264582943,0,63060420,0,53069827
2,2016 Mar.,5711906613,0,524540162,153135,106098121,10296,12457234,211587,101950737,2166787,65723133,244372,45565500,223518,44208655,0,337418963,0,32518576,772,85216639,11326,69284713,332382,17500565,0,1096351624,20431,468787749,0,85771476,2366,66539983,8149,345497426,1429,54438930,16937,137530245,9133,70107566,0,579678095,0,127472764,8273474,201429720,0,522261976,651315,61836045,230663,102948308,0,99429886,0,76558747,0,66646081,0,59813940,0,594725043,0,104444792,7581,174018286,0,40538514,0,909281622,0,220467697,1524,157368228,0,92039309,1904,19631389,0,53673484,0,195454512,0,63186709,0,237144324,26401,86238645,0,72154254,0,46590365,0,910504804,0,142857523,0,267645920,0,65213563,0,44943101
2,2016 Apr.,5078292155,0,547786263,193870,129285716,12644,15085323,243269,114707761,2035590,58516669,237278,44392451,228728,46430679,0,335224758,0,33417454,1188,100690589,10647,62869716,284146,14556235,0,787596395,13652,353314550,0,66614772,1828,52694456,6382,231846933,650,25816677,13012,107023572,7541,58345340,0,588256554,0,127554947,8041328,225931316,0,498584960,607366,54496717,262566,111770178,0,93524999,0,73341320,0,53769567,0,60415140,0,505036972,0,86373117,6388,143212874,0,34140227,0,755810287,0,195104263,1402,146839794,0,82870605,1830,19682260,0,44410215,0,138904454,0,45347394,0,239786288,27964,100021556,0,60346605,0,51270624,0,820209678,0,120153189,0,237723115,0,58769110,0,45507115
2,2016 May.,5139283453,0,531941590,180571,122284503,10158,11904863,223779,103607467,2036833,60813375,239271,42620774,234685,49240083,0,333206363,0,31895514,907,98530726,10291,57071520,307556,15991009,0,867258004,16150,450828358,0,75801759,1920,57341723,5523,183623231,739,29709345,15387,124485056,8610,64554906,0,551079594,0,127411719,8414537,193539365,0,500237603,609397,54809824,262570,110582578,0,96590748,0,71981363,0,54717578,0,60684881,0,524815186,0,87561030,6489,123962976,0,35728235,0,814852467,0,190236024,1420,138948229,0,86121715,2052,20127198,0,46162401,0,174283723,0,50190941,0,253156349,28547,90951299,0,64896731,0,70361854,0,762736297,0,132162645,0,193067998,0,56784397,0,43608541
2,2016 Jun.,5338872520,0,532589743,159874,111034942,11518,13511158,228756,109800004,1981139,57012433,245597,41882229,241402,50974477,0,334781235,0,31159730,908,98753209,11276,60600223,358352,18687275,0,898539981,15006,463562125,0,74253655,1766,55745113,6260,205811762,884,35211644,14419,115127791,8507,62968385,0,601677047,0,130011358,9163854,237947581,0,512248772,594486,56395190,267937,117420870,0,95823692,0,70436138,0,61562708,0,58912825,0,537033722,0,99845986,6925,132075696,0,37735492,0,896031049,0,207622922,1708,151817122,0,86232004,2172,18995974,0,48350287,0,240437324,0,51419179,0,238022951,29508,95696964,0,67350354,0,48575654,0,787948020,0,132944279,0,200736080,0,55474376,0,44165729
2,2016 Jul.,5223907982,0,519540332,160615,116576946,13542,15268977,245419,112226021,1914003,52908807,239416,40195733,214871,42084831,0,305521309,0,29250327,1084,91988199,10782,57041487,252015,13879653,0,971520973,16336,505327478,0,86490741,2243,69163311,6578,224908951,707,26940376,16103,123403441,9324,67350903,0,575819006,0,117301372,8709615,237402081,0,465874049,579147,53163724,257490,101081755,0,89344339,0,68206928,0,50397442,0,55667533,0,494252919,0,80966026,6243,126311325,0,37294624,0,798500522,0,204069845,1506,152996682,0,80441727,1942,17555853,0,43051371,0,172667605,0,49478417,0,271254099,33390,105792465,0,62537329,0,71501138,0,821624773,0,122821626,0,234831951,0,50953819,0,44185730
2,2016 Aug.,5351016726,0,514877685,167180,121058195,17193,19123477,225694,106951925,2112793,59447404,227139,39785015,199273,38352333,0,315236590,0,27793923,894,94653789,11300,65629339,158703,8933637,0,1015445322,16656,491695219,0,91738222,2411,72049933,7724,271328512,1104,39086435,15200,117081752,8200,58628661,0,595684662,0,128328121,7780369,239901423,0,493403318,683022,56890858,247904,111401454,0,93686012,0,73863195,0,51826983,0,54781195,0,476732294,0,88531811,6660,117297388,0,37835029,0,806840787,0,202101314,1697,152182331,0,84522083,1855,16917617,0,44737089,0,153797523,0,54385138,0,242686147,31419,104075063,0,63221286,0,54710222,0,890109921,0,129682882,0,317387750,0,55354755,0,44845979
2,2016 Sep.,5482362445,0,499617601,162010,114837974,17416,19807238,220266,104824402,1994968,53137709,219506,37160196,190630,36222173,0,326078540,0,28106420,932,89436150,12329,77045274,262425,13000690,0,935830604,15599,455334432,0,76025781,2066,59871548,6671,249141232,573,20390556,16582,131371769,10073,75183630,0,545422220,0,128217633,8407051,199375382,0,495035092,661752,57166671,263783,110874442,0,88293777,0,72476494,0,57642085,0,57412501,0,508593117,0,104855911,6914,134376750,0,35580033,0,996425731,0,216701032,2017,156792534,0,82265464,2014,18150943,0,45727409,0,340200023,0,50164337,0,250187677,29441,98767605,0,71427532,0,54668805,0,925171863,0,128871098,0,313887995,0,58345818,0,41097064
2,2016 Oct.,5389091497,0,506604429,175363,122142079,18170,21443084,226364,104541364,1975191,53906512,228561,40671757,177760,35074520,0,327307478,0,27314091,1067,103812870,10318,67093367,282506,14565125,0,899464091,13710,400058430,0,67457929,1773,52176968,6282,242462223,909,32992647,17073,150424255,10009,77979211,0,592400092,0,113006240,7826961,242437133,0,499690110,681186,60572720,282789,116764918,0,87566514,0,71086399,0,58525831,0,54637482,0,497075973,0,109644123,6697,133846466,0,36673238,0,995749535,0,202467436,1687,148153779,0,92352329,2044,21138256,0,45145799,0,332145906,0,53253526,0,269443584,28070,96755435,0,74096337,0,55187974,0,801356205,0,123722775,0,234545590,0,55340660,0,42368024
2,2016 Nov.,5809884502,0,583684733,211669,146887605,17892,22230145,245495,116841787,2114832,57577891,249088,43495987,202896,40522739,0,327849514,0,29403987,786,88724556,10281,67910139,209155,10606105,0,1111130699,15240,494088870,0,99663350,2559,80982460,7545,301237653,959,40108352,16467,169501601,10225,91524641,0,626398689,0,131101974,9273786,241611904,0,514657817,702170,62038706,249470,108522348,0,94992927,0,77313967,0,58346789,0,61815239,0,535305139,0,96511069,7290,151585805,0,39263876,0,968750243,0,207859862,1529,151846391,0,107955548,2607,24768048,0,49863059,0,256769977,0,56587278,0,282193356,28545,97490113,0,79412087,0,73796463,0,859914312,0,129885400,0,227987700,0,62823315,0,49369993
2,2016 Dec.,6043015940,0,584829446,205086,154691597,15905,20754922,222972,115072152,1946730,58994356,246160,46752286,183930,37422691,0,361284485,0,30492832,1046,109720540,10797,76325709,248543,13527136,0,1306492288,18061,600456765,0,127591937,2374,84429682,7549,323360774,963,46468836,16314,203750887,9454,96898325,0,595638837,0,122565471,8131117,228621927,0,524542481,681662,65725949,279270,134261547,0,91520513,0,73192498,0,51573474,0,58096336,0,565342097,0,101429647,7703,172695281,0,39128065,0,968073113,0,226826423,1605,165925571,0,109959060,2570,27837445,0,50956216,0,230745079,0,59735326,0,302946633,33263,118336670,0,73299866,0,87676271,0,833866560,0,131957956,0,238095816,0,59733575,0,49489899
2,(Ratio to SM),97.5,-,98.4,98.2,101.1,103.7,106.6,104.1,101.8,102.2,88.1,110.1,100.1,107.3,97.9,-,100.0,-,98.6,98.2,110.6,94.0,93.9,102.0,97.1,-,95.3,103.0,102.0,-,89.0,88.1,79.2,93.5,74.5,101.0,86.8,103.9,139.7,94.5,109.8,-,92.0,-,92.3,99.3,82.4,-,96.1,102.2,101.4,114.7,103.9,-,93.6,-,90.3,-,82.4,-,99.8,-,99.7,-,107.2,109.5,102.3,-,94.9,-,102.5,-,94.5,102.4,99.0,-,108.0,114.8,111.3,-,99.4,-,116.8,-,98.3,-,130.6,111.5,120.4,-,105.6,-,250.7,-,89.1,-,94.1,-,89.6,-,93.3,-,95.9
