Exp or Imp,Year & Month,Grand Total,FOODSTUFF,, FISH AND FISH PREPARATION,," (SHRIMPS, PRAWNS, LOBSTERS)",, MEAT AND MEAT PREPARATION,," CEREALS, CEREAL PREPARATION",, VEGETABLES,, FRUITS,,RAW MATERIALS,, WOOD,, ORE OF NONFERROUS,, IRON ORE AND CONCENTRATES,, SOY BEANS,,MINERAL FUELS,, PETROLEUM,, PETROLEUM PRODUCTS,, (PETROLEUM SPIRITS),, LNG,, LPG,, COAL,, (COAL N.E.S),,CHEMICALS,, ORGANIC CHEMICALS,, MEDICAL PRODUCTS,,MANUFACTURED GOODS,, IRON AND STEEL PRODUCTS,, NONFERROUS METALS,, MANUFACTURES OF METALS,," TEXTILE YARN, FABRICS",, NON-METALLIC MINERAL WARE,, WOOD & CORK MANUFACTURED,,MACHINERY,, POWER GENERATING MACHINE,, COMPUTERS AND UNITS,, PARTS OF COMPUTER,,ELECTRICAL MACHINERY,, SEMICONDUCTORS ETC,, (IC),, AUDIO AND VISUAL APPARATUS,, (VIDEO REC OR REPRO APP),, ELECTRICAL POWER MACHINERY,," TELEPHONY, TELEGRAPHY",, ELECTRICAL MEASURING,,TRANSPORT EQUIPMENT,, MOTOR VEHICLES,, PARTS OF MOTOR VEHICLES,, AIRCRAFT,,OTHERS,," SCIENTIFIC, OPTICAL INST",, CLOTHING AND ACCESSORIES,, FURNITURE,, BAGS,
2,2010 Jan.-Mar.,14415164689,0,1171386495,486491,258894195,42648,34175209,510028,205884257,6749577,191907298,643696,90810014,599902,71465556,0,991535437,0,70656305,3370,340615114,32352,217414309,809612,39165940,0,4398719691,55496,2458101355,0,391112506,6648,304646704,18737,924943601,2923,195215043,44108,422654014,23315,198279374,0,1313997208,0,340688734,20500457,398594995,0,1219360795,1419992,150855576,753947,362489553,0,182637929,0,141021968,0,125650880,0,130914285,0,1153026565,0,153684473,31676,382634827,0,146005753,0,1875778784,0,495924829,3703,417468890,0,354651719,7121,88692481,0,98927039,0,266853423,0,113440755,0,361658074,43226,114279097,0,116607275,0,70990284,0,1929701640,0,333131742,0,525614309,0,122147117,0,98069651
2,2010 Apr.-Jun.,15356677530,0,1390674522,579794,326292342,45887,40491247,619411,261386730,6871460,190757160,701736,97051939,774197,110583774,0,1201374987,0,88031897,3307,373749112,33984,309739574,965223,46124163,0,4328770733,49336,2329298466,0,399188469,6784,325173381,15944,827883808,3210,220711437,45771,539256379,24368,235880683,0,1368587580,0,351210214,22906866,354206070,0,1430360059,1964185,203270510,885029,457246356,0,195617387,0,154604350,0,138707746,0,153709014,0,1284169703,0,197592945,30925,405556607,0,146161768,0,1983191769,0,548790186,4118,456250311,0,374883158,6850,83888373,0,114065674,0,304987344,0,92924564,0,425899724,57912,145539059,0,121854236,0,100681991,0,1943648453,0,305801489,0,523884712,0,118795541,0,99877585
2,2010 Jul.-Sep.,15408619532,0,1342283699,539113,323211374,59765,51984065,629571,257807807,6533154,171016322,603326,85347878,648544,84118684,0,1255407107,0,86030982,3469,363404634,33379,400914889,869247,38938460,0,4277416474,53978,2229048671,0,371263939,6743,277434678,18031,903648425,3037,172093528,47722,590284598,27316,269716956,0,1370178531,0,342232263,21487034,390634402,0,1360828444,1749802,199993134,839353,395512380,0,188411271,0,161234643,0,136753129,0,149351709,0,1194357764,0,150000036,26916,369238320,0,142647371,0,2093366286,0,578325502,4625,478879428,0,397866716,6741,69093872,0,110603477,0,335948218,0,103399699,0,436776395,73476,166278378,0,124943186,0,93611638,0,2078004832,0,314766527,0,653162584,0,119727936,0,101085213
2,2010 Oct.-Dec.,15584495089,0,1295075120,644980,351784356,62008,54609107,599765,241173233,6460640,167826750,705341,95052162,633787,84544646,0,1317562641,0,82060216,3830,392643801,34602,428507740,811551,36353052,0,4393051178,55806,2389427046,0,431287480,7775,337078201,17296,815370886,2975,191634277,46959,558503938,26615,251758742,0,1326676079,0,315443098,22055218,379144026,0,1368047189,1791638,207639708,775680,390930674,0,194687584,0,166514388,0,139149246,0,145756134,0,1194153856,0,152061709,30208,390604652,0,135006741,0,2148706179,0,512994604,4202,420626271,0,499577443,8456,101205104,0,112104841,0,345087543,0,106171374,0,457020988,71243,169658035,0,124454485,0,101797628,0,2084201859,0,327900838,0,625649662,0,126794011,0,105202630
2,(Ratio to ST),111.3,-,103.7,110.4,111.8,104.9,110.3,109.1,110.1,96.6,95.7,118.3,113.2,110.2,113.8,-,144.8,-,126.6,119.5,136.5,104.5,197.5,106.3,101.9,-,109.7,101.9,103.0,-,123.3,108.9,115.7,105.1,111.7,95.1,107.5,106.8,132.0,108.1,122.4,-,108.1,-,100.3,103.7,100.1,-,113.2,115.5,143.2,106.2,129.8,-,107.1,-,87.9,-,103.8,-,110.2,-,111.6,-,94.1,101.7,114.1,-,100.1,-,115.9,-,107.2,115.5,104.5,-,138.2,112.6,118.8,-,110.3,-,125.1,-,108.8,-,100.1,140.0,117.4,-,108.8,-,68.2,-,103.1,-,111.6,-,110.3,-,104.5,-,106.2
2,2009 Dec.,4869148565,0,423364191,215492,111905811,18849,15876438,192852,76104896,2161261,57330430,224891,29364644,192457,23059238,0,319387248,0,20044051,1225,113801239,10771,70685487,286135,12456455,0,1552178962,20759,916522382,0,140594231,2536,107864023,6513,297891719,1013,61190853,14652,134426811,8167,64126262,0,400838140,0,100406746,7432559,129858242,0,382929832,453402,44290425,253889,98773230,0,57251483,0,57063524,0,42152494,0,43980387,0,366444008,0,54837053,9912,118428847,0,45622637,0,605337801,0,147297907,1165,122750171,0,126671080,2721,31397557,0,32157413,0,92237976,0,33680824,0,157826393,18491,52000959,0,35263602,0,53245386,0,660841990,0,97232505,0,174839119,0,39694655,0,34323936
2,2010 Jan.,4857806000,0,383415441,170319,91544617,15453,12354822,164061,65694270,2144177,59436340,201416,29366430,180152,21616376,0,362674532,0,25417559,1281,139564436,10797,72692240,270824,13293667,0,1462213222,18583,831773469,0,123350032,2189,99883688,5997,292857430,1053,69428206,14898,142770739,7908,66369989,0,443637030,0,116907150,6650392,134709059,0,414081653,518741,54426013,267457,117584301,0,63017122,0,52214359,0,39575888,0,45651069,0,388705640,0,54211099,10463,125456718,0,50608212,0,622671029,0,172713516,1250,146802838,0,114874328,2388,28034196,0,34027239,0,90423054,0,32611621,0,127268671,14457,37515629,0,38720733,0,34436980,0,653138782,0,109363361,0,180593032,0,40338133,0,34123550
2,2010 Feb.,4488869743,0,366668673,157262,85395907,13340,10649192,163755,64801672,2211867,63408287,214047,29969772,190384,22440223,0,289197648,0,21061256,898,90448526,9690,66104344,276891,13219508,0,1418337800,17874,800313653,0,140614616,2314,107477163,6030,292536656,737,49537272,14366,133688454,7968,67639710,0,399732808,0,95498740,6459836,130918553,0,379994503,407483,43232465,243415,117881683,0,56081440,0,43407911,0,39533205,0,40483654,0,350133586,0,42336691,9805,114576076,0,44899606,0,573379910,0,143842467,1117,120651730,0,114936363,2357,30382713,0,29333101,0,81728846,0,36916642,0,99391879,10534,27239884,0,35678641,0,16889176,0,612032936,0,101711558,0,171373898,0,39214585,0,33467362
2,2010 Mar.,5068488946,0,421302381,158910,81953671,13856,11171195,182212,75388315,2393533,69062671,228233,31473812,229366,27408957,0,339663257,0,24177490,1191,110602152,11865,78617725,261897,12652765,0,1518168669,19040,826014233,0,127147858,2145,97285853,6711,339549515,1132,76249565,14844,146194821,7439,64269675,0,470627370,0,128282844,7390229,132967383,0,425284639,493768,53197098,243075,127023569,0,63539367,0,45399698,0,46541787,0,44779562,0,414187339,0,57136683,11408,142602033,0,50497935,0,679727845,0,179368846,1336,150014322,0,124841028,2377,30275572,0,35566699,0,94701523,0,43912492,0,134997524,18235,49523584,0,42207901,0,19664128,0,664529922,0,122056823,0,173647379,0,42594399,0,30478739
2,2010 Apr.,5160502871,0,469138569,210955,116060717,17081,14785914,217187,89748707,2096349,56500328,249273,35108062,264235,35162610,0,365123125,0,26923831,982,106901207,11588,84049660,380683,17777808,0,1562841894,19740,917917391,0,125926314,2200,105188501,5522,287302776,1020,71472954,14605,156668791,7610,70524866,0,434326213,0,101401150,7456233,113723494,0,470367297,670737,64688987,284553,143864153,0,66633246,0,54656080,0,45558725,0,52472603,0,405867480,0,59366111,11334,132471927,0,48688604,0,622603372,0,171301946,1289,142129172,0,122493599,2481,31558562,0,38527757,0,85351974,0,27252493,0,131236161,15353,41698530,0,39136154,0,30369155,0,698998760,0,100817290,0,216420187,0,43741498,0,36543938
2,2010 May.,4999477334,0,449271641,185088,104431786,13416,11895609,186734,79606201,2419915,67673908,225269,30950212,237177,37265153,0,414717050,0,28509165,1166,137691351,11019,105789367,290460,14147898,0,1385452102,14501,720830900,0,133179055,2205,108658405,4791,260652085,909,63855610,16710,202712241,9123,87604605,0,467334652,0,121735527,8073651,127702877,0,464013443,617434,63721821,269128,150574529,0,64220134,0,49672838,0,45389430,0,49826725,0,403609361,0,57145153,10431,124741105,0,48800146,0,650777706,0,187718327,1378,156541909,0,120186385,2215,27477991,0,36952210,0,95578541,0,31617997,0,146202485,20326,51626119,0,40627631,0,33343409,0,618098894,0,101373922,0,155384284,0,37525080,0,30920013
2,2010 Jun.,5196697325,0,472264312,183751,105799839,15390,13809724,215490,92031822,2355196,66582924,227194,30993665,272786,38156011,0,421534812,0,32598901,1160,129156554,11376,119900547,294080,14198457,0,1380476737,15095,690550175,0,140083100,2379,111326475,5630,279928947,1281,85382873,14455,179875347,7635,77751212,0,466926715,0,128073537,7376982,112779699,0,495979319,676014,74859702,331348,162807674,0,64764007,0,50275432,0,47759591,0,51409686,0,474692862,0,81081681,9160,148343575,0,48673018,0,709810691,0,189769913,1452,157579230,0,132203174,2154,24851820,0,38585707,0,124056829,0,34054074,0,148461078,22233,52214410,0,42090451,0,36969427,0,626550799,0,103610277,0,152080241,0,37528963,0,32413634
2,2010 Jul.,5197294412,0,465068285,180571,106700400,19295,17338461,217954,91674684,2309969,62347880,209088,29060222,233874,31019325,0,416370494,0,30815471,1102,111808034,11521,131855789,356664,15908611,0,1454379349,18058,772585252,0,127209843,2296,98006938,5608,290106543,834,50165309,16698,210201514,9359,95454668,0,451612135,0,110346997,8097200,130864807,0,462167491,618526,69939084,276324,137878608,0,64146392,0,51947125,0,46130778,0,48450280,0,412686941,0,49915176,8688,123695819,0,49362439,0,707402101,0,189779627,1522,155723014,0,134221909,2338,23893489,0,37095278,0,119620379,0,35201274,0,158804926,25265,56411113,0,42494309,0,40470307,0,668802690,0,104922014,0,176035734,0,38221549,0,34772457
2,2010 Aug.,5146004474,0,456750055,184760,112008298,20922,18417580,211012,86765924,2306894,60450445,201165,28069343,214248,27591974,0,440346463,0,29597571,1178,133624583,11791,141686170,232644,10859262,0,1452501908,18162,737234581,0,125782502,2307,93534234,6382,321288148,1166,64578910,16228,198682197,9377,91717733,0,452993952,0,120121814,6571827,119935473,0,452652116,603759,67553771,292171,129691325,0,61232535,0,53127752,0,43273463,0,53372482,0,376883440,0,46603377,8484,108130033,0,48543070,0,686023945,0,195006633,1545,161052887,0,126312703,2128,22273687,0,36534053,0,109900366,0,33883131,0,139631026,25885,59317469,0,39932237,0,24396526,0,688221569,0,106231409,0,223778141,0,39345746,0,34924095
2,2010 Sep.,5065320646,0,420465359,173782,104502676,19548,16228024,200605,79367199,1916291,48217997,193073,28218313,200421,25507385,0,398690150,0,25617940,1189,117972017,10068,127372930,279939,12170587,0,1370535217,17758,719228838,0,118271594,2140,85893506,6042,292253734,1036,57349309,14796,181400887,8580,82544555,0,465572444,0,111763452,6818007,139834122,0,446008837,527517,62500279,270858,127942447,0,63032344,0,56159766,0,47348888,0,47528947,0,404787383,0,53481483,9744,137412468,0,44741862,0,699940240,0,193539242,1558,162103527,0,137332104,2275,22926696,0,36974146,0,106427473,0,34315294,0,138340443,22326,50549796,0,42516640,0,28744805,0,720980573,0,103613104,0,253348709,0,42160641,0,31388661
2,2010 Oct.,4909868795,0,397675970,191831,105527410,21511,18661677,186119,74957581,2045953,48830797,203930,29116042,220110,29990078,0,441525933,0,26664759,1201,132217917,10960,145985845,291315,12319842,0,1305004703,16568,671745280,0,135453162,2675,109821523,5221,246869519,956,56100625,15633,192405921,8771,83771041,0,426732468,0,107037102,6635278,118363918,0,437625316,618210,67946887,262586,124668218,0,61102224,0,52171237,0,45462457,0,47361273,0,379922525,0,44365994,8835,126082987,0,42659516,0,689729418,0,181936528,1496,152321716,0,148412826,2157,25915000,0,35743045,0,112376677,0,31862840,0,143554678,18591,45881668,0,40417223,0,36595786,0,688097784,0,105479623,0,223114825,0,39918696,0,31910634
2,2010 Nov.,5282183737,0,444538046,234879,120445485,21606,18467887,212914,84169419,2231938,57605078,239875,32392587,215259,27740627,0,407296787,0,26194754,1199,102684124,11740,139212070,223410,9911837,0,1442566038,18833,792595155,0,137691964,2655,112702547,5756,268190851,1085,67851392,15300,174219275,8793,81363255,0,454394162,0,105713111,8124757,144003291,0,473460742,620915,71428220,257077,132680130,0,70030038,0,58385141,0,48131854,0,47797640,0,407292821,0,56020027,11144,126784977,0,48934805,0,757301677,0,174113907,1432,143088786,0,183317733,3017,36558230,0,40712335,0,113550050,0,38958717,0,167316265,26350,61791544,0,44781961,0,36553601,0,728017199,0,114878938,0,206576177,0,44026594,0,37395082
2,2010 Dec.,5392442557,0,452861104,218270,125811461,18891,17479543,200732,82046233,2182749,61390875,261537,33543533,198419,26813941,0,468739921,0,29200703,1430,157741760,11903,143309825,296826,14121373,0,1645480437,20406,925086611,0,158142354,2445,114554131,6319,300310516,934,67682260,16026,191878742,9051,86624446,0,445549449,0,102692885,7295183,116776817,0,456961131,552513,68264601,256017,133582326,0,63555322,0,55958010,0,45554935,0,50597221,0,406938510,0,51675688,10229,137736688,0,43412420,0,701675084,0,156944169,1274,125215769,0,167846884,3282,38731874,0,35649461,0,119160816,0,35349817,0,146150045,26302,61984823,0,39255301,0,28648241,0,668086876,0,107542277,0,195958660,0,42848721,0,35896914
2,(Ratio to SM),110.7,-,107.0,101.3,112.4,100.2,110.1,104.1,107.8,101.0,107.1,116.3,114.2,103.1,116.3,-,146.8,-,145.7,116.8,138.6,110.5,202.7,103.7,113.4,-,106.0,98.3,100.9,-,112.5,96.4,106.2,97.0,100.8,92.2,110.6,109.4,142.7,110.8,135.1,-,111.2,-,102.3,98.2,89.9,-,119.3,121.9,154.1,100.8,135.2,-,111.0,-,98.1,-,108.1,-,115.0,-,111.1,-,94.2,103.2,116.3,-,95.2,-,115.9,-,106.5,109.4,102.0,-,132.5,120.6,123.4,-,110.9,-,129.2,-,105.0,-,92.6,142.2,119.2,-,111.3,-,53.8,-,101.1,-,110.6,-,112.1,-,107.9,-,104.6
