Exp or Imp,Year & Month,Grand Total,FOODSTUFF,, FISH AND FISH PREPARATION,," (SHRIMPS, PRAWNS, LOBSTERS)",, MEAT AND MEAT PREPARATION,," CEREALS, CEREAL PREPARATION",, VEGETABLES,, FRUITS,,RAW MATERIALS,, WOOD,, ORE OF NONFERROUS,, IRON ORE AND CONCENTRATES,, SOY BEANS,,MINERAL FUELS,, PETROLEUM,, PETROLEUM PRODUCTS,, (PETROLEUM SPIRITS),, LNG,, LPG,, COAL,, (COAL N.E.S),,CHEMICALS,, ORGANIC CHEMICALS,, MEDICAL PRODUCTS,,MANUFACTURED GOODS,, IRON AND STEEL PRODUCTS,, NONFERROUS METALS,, MANUFACTURES OF METALS,," TEXTILE YARN, FABRICS",, NON-METALLIC MINERAL WARE,, WOOD & CORK MANUFACTURED,,MACHINERY,, POWER GENERATING MACHINE,, COMPUTERS AND UNITS,, PARTS OF COMPUTER,,ELECTRICAL MACHINERY,, SEMICONDUCTORS ETC,, (IC),, AUDIO AND VISUAL APPARATUS,, (VIDEO REC OR REPRO APP),, ELECTRICAL POWER MACHINERY,," TELEPHONY, TELEGRAPHY",, ELECTRICAL MEASURING,,TRANSPORT EQUIPMENT,, MOTOR VEHICLES,, PARTS OF MOTOR VEHICLES,, AIRCRAFT,,OTHERS,," SCIENTIFIC, OPTICAL INST",, CLOTHING AND ACCESSORIES,, FURNITURE,, BAGS,
2,2013 Jan.-Mar.,19115431934,0,1483038617,482290,310038819,39383,37826000,568638,254836092,6903071,265676199,702277,111873397,583203,92070016,0,1216687073,0,94635705,3413,360339267,32349,346043226,625473,40044314,0,7040509444,54862,3565459869,0,771234185,6693,420460329,23494,1829974606,3596,323176315,44942,541827376,25809,282385540,0,1535722098,0,385622399,21769471,523180111,0,1357385620,1629799,168060449,647757,330215551,0,226323973,0,180370175,0,147666409,0,168473003,0,1355015818,0,170611911,25657,485478246,0,112942001,0,2269065091,0,497543522,3449,327224483,0,260745836,5894,65773508,0,116054285,0,615120137,0,129702706,0,579355238,85589,235405898,0,143228959,0,127425998,0,2278652935,0,343772826,0,698806033,0,153659085,0,124322965
2,2013 Apr.-Jun.,19648799431,0,1668719177,565517,374339194,47358,54407878,627448,298687610,6080044,246929819,749911,126168689,746660,133463920,0,1380245278,0,127215564,3285,357761562,34054,431612219,741107,49936089,0,6430402062,50353,3350467287,0,570580281,6702,432251421,19913,1671296539,2742,231924370,46869,597052702,24837,277893691,0,1614305495,0,387386455,24704565,506855596,0,1572039437,1723124,197768786,752739,395180974,0,253110747,0,210983745,0,171083119,0,190764884,0,1488597779,0,211188457,24725,450104007,0,118762724,0,2435992992,0,599761056,4253,397864753,0,277245669,5513,65019501,0,135425554,0,596883306,0,121476194,0,655614017,81509,240637765,0,163439242,0,172400022,0,2402883194,0,349189919,0,722899020,0,162915468,0,124539133
2,2013 Jul.-Sep.,20658671180,0,1623418953,508269,357123495,48524,57349882,653898,308702986,6237783,240959329,672781,117543790,666200,113820695,0,1443292706,0,124121276,3577,383927928,34968,462554674,773681,52534338,0,6600927878,51746,3455822858,0,613914390,6799,430053955,21244,1705469789,2655,225086601,49780,588870981,28748,306266218,0,1662936083,0,373585827,24665127,556225335,0,1632343358,1838293,206183462,772566,405912590,0,261596328,0,223719233,0,179332935,0,190545134,0,1518227810,0,221163406,25447,459265093,0,123079382,0,2671708992,0,681414449,4467,451706372,0,304268620,6144,72615455,0,144247877,0,652694626,0,150487625,0,755565196,97223,291221003,0,188242413,0,198788386,0,2750250204,0,383893813,0,967188474,0,171416664,0,130949931
2,2013 Oct.-Dec.,21819642626,0,1697918720,580233,424448655,56855,73541255,650936,304012976,6381233,223348763,744247,127621019,598887,114128189,0,1317390728,0,113229581,3078,310142232,34448,440172840,621552,41248067,0,7371990202,54788,3873057485,0,749636189,7477,497251564,22840,1852210267,3128,292087283,49953,579547367,29486,308583795,0,1651208124,0,373871413,25404108,551970667,0,1683684745,2154324,229080935,822200,409922913,0,271153608,0,234751531,0,184268152,0,193966986,0,1607040936,0,229389595,29235,532760938,0,138758837,0,2932553282,0,666605252,4172,425399006,0,343248313,6400,84406048,0,146160198,0,813975769,0,145241262,0,797713492,99621,318447960,0,203232156,0,183475458,0,2760142397,0,395768456,0,859077507,0,187721347,0,139148425
2,(Ratio to ST),124.1,-,111.9,97.0,116.5,88.1,131.2,100.8,111.3,99.1,102.1,99.3,115.8,98.5,124.3,-,113.7,-,138.2,89.4,97.4,104.3,125.0,90.1,100.9,-,132.5,113.1,138.7,-,117.6,101.0,122.9,108.6,136.4,105.8,115.0,108.8,112.4,106.9,113.9,-,109.3,-,110.7,102.3,103.3,-,122.6,105.9,119.2,104.7,124.6,-,123.4,-,125.5,-,122.6,-,124.4,-,127.8,-,135.9,110.4,122.9,-,127.9,-,128.5,-,142.3,88.7,123.6,-,124.5,76.3,131.2,-,127.4,-,122.9,-,119.8,-,135.1,103.0,128.9,-,141.6,-,151.9,-,118.3,-,114.5,-,121.8,-,123.0,-,113.3
2,2012 Dec.,5944295296,0,496181570,201787,121161704,20259,17908121,191740,83477089,2061502,71963527,257764,37437639,182711,27574985,0,347649027,0,26433458,1077,99682356,9410,95093762,208498,12358033,0,2182312288,19687,1152437743,0,254486435,2584,143292307,7705,517825035,1091,96637397,14467,159406161,8478,84145504,0,463443526,0,102445107,8199158,166638940,0,429798650,619283,59252012,235097,107916427,0,69858573,0,57345301,0,46843846,0,48199978,0,414849677,0,54450256,9228,147142638,0,36077741,0,682369530,0,154508685,1973,111849548,0,87521398,2250,21639103,0,35053289,0,163726806,0,39506711,0,189984850,30298,78306896,0,43647452,0,47780030,0,737706178,0,112968046,0,215632565,0,46925539,0,39991440
2,2013 Jan.,6431690300,0,492825694,188707,114013407,14963,13361697,196103,85144698,2150750,80694764,252492,39506355,188638,30091385,0,417571552,0,32471769,1131,118426896,11660,125471391,249370,15327514,0,2262873724,17938,1100034839,0,255925840,2164,127762786,8230,608170678,1280,114532828,15292,181667836,8690,92085416,0,519218866,0,141464103,7689281,161823668,0,484729352,595880,60499728,265251,119233150,0,82085200,0,63779056,0,52362250,0,60622247,0,470254802,0,62325286,9000,164830602,0,39230016,0,785632264,0,164895780,1226,109103704,0,88253751,2120,21672411,0,41331953,0,228324192,0,39973116,0,197238624,31525,84313967,0,50202337,0,39258136,0,801345422,0,113337141,0,244647425,0,52797434,0,43586255
2,2013 Feb.,6056595376,0,470353858,149961,95720712,12285,11905248,182053,81491912,2290105,89382804,209224,34339599,179886,28506177,0,386906969,0,29573348,1055,111729752,10612,114249676,178754,11469107,0,2356805974,18689,1217599984,0,272611959,2210,138593844,7525,600167216,1116,100578318,13829,162511250,8538,93980054,0,494598098,0,124860637,6643368,171079434,0,400657965,491993,50328209,193045,99035818,0,65536250,0,52522735,0,41583050,0,49847992,0,406761460,0,51286415,7763,146548525,0,33512179,0,688620648,0,150155420,1047,101025498,0,78123400,1811,20370170,0,34155273,0,189786302,0,44052283,0,164537435,22833,57767009,0,44390379,0,40390119,0,687352969,0,108980472,0,209946234,0,46969781,0,40345985
2,2013 Mar.,6627146258,0,519859065,143622,100304700,12135,12559055,190482,88199482,2462216,95598631,240561,38027443,214680,33472454,0,412208552,0,32590588,1227,130182619,10077,106322159,197349,13247693,0,2420829746,18235,1247825046,0,242696386,2320,154103699,7739,621636712,1199,108065169,15821,197648290,8581,96320070,0,521905134,0,119297659,7436822,190277009,0,471998303,541926,57232512,189461,111946583,0,78702523,0,64068384,0,53721109,0,58002764,0,477999556,0,57000210,8894,174099119,0,40199806,0,794812179,0,182492322,1176,117095281,0,94368685,1963,23730927,0,40567059,0,197009643,0,45677307,0,217579179,31231,93324922,0,48636243,0,47777743,0,789954544,0,121455213,0,244212374,0,53891870,0,40390725
2,2013 Apr.,6653135490,0,558157937,208774,133018173,15991,17557766,212784,100076759,1864539,73899163,265063,44316923,252014,41697785,0,414234398,0,39868307,1183,103644140,10477,116106362,233422,15729438,0,2326577993,18729,1257341695,0,204572807,2212,147969102,7050,581399484,895,79002988,15548,201485424,7765,86539915,0,537971174,0,140500024,8585744,160359636,0,532888976,596668,65418711,273073,139043433,0,85559096,0,73338044,0,54904573,0,63833781,0,468509308,0,64439395,8496,150489089,0,36266340,0,754356024,0,176266743,1296,113551986,0,90221173,1866,22209148,0,42561011,0,174761698,0,37863021,0,190872312,26755,75038037,0,51732555,0,29909299,0,869567368,0,112894145,0,284186025,0,57892255,0,46214432
2,2013 May.,6756525758,0,604034037,192277,129323485,15995,18407600,231558,110100917,2434780,98167571,271553,45449199,257949,49073343,0,541716865,0,44710216,1226,159660543,13195,174493296,319065,21242386,0,2141220345,16710,1112569351,0,202865603,2500,161971269,6421,547438667,960,79894056,15293,195406205,8624,98084433,0,570165976,0,136565039,8773394,175640521,0,536545362,578235,68500482,248409,133466086,0,87671876,0,73150131,0,55607897,0,64827418,0,509025062,0,71603325,8076,146951480,0,41620682,0,850993853,0,203117894,1526,133629483,0,94048314,1814,20126179,0,47871038,0,219639407,0,42384484,0,217946906,26515,81344289,0,59137990,0,53313747,0,784877352,0,116430439,0,229417897,0,56148547,0,40443708
2,2013 Jun.,6239138183,0,506527203,164466,111997536,15372,18442512,183106,88509934,1780725,74863085,213295,36402567,236697,42692792,0,424294015,0,42637041,876,94456879,10383,141012561,188620,12964265,0,1962603724,14913,980556241,0,163141871,1990,122311050,6442,542458388,887,73027326,16028,200161073,8447,93269343,0,506168345,0,110321392,7345427,170855439,0,502605099,548221,63849593,231257,122671455,0,79879775,0,64495570,0,60570649,0,62103685,0,511063409,0,75145737,8153,152663438,0,40875702,0,830643115,0,220376419,1431,150683284,0,92976182,1832,22684174,0,44993505,0,202482201,0,41228689,0,246794799,28239,84255439,0,52568697,0,89176976,0,748438474,0,119865335,0,209295098,0,48874666,0,37880993
2,2013 Jul.,6990953628,0,578344552,179854,124066373,16419,19660260,247561,115961235,2080784,81760326,248005,41994254,263996,45613166,0,501074930,0,43326384,1274,130298309,12076,161598229,290125,19263471,0,2193219017,16830,1094451694,0,192879205,2215,137960038,7412,621279884,829,67626839,17579,213191198,10031,107959874,0,600356613,0,138551465,9753639,188409615,0,564353162,628937,70751772,247883,138623092,0,91931003,0,77141848,0,60764001,0,67984065,0,548526180,0,68244339,8896,171338530,0,41663602,0,840196682,0,222685352,1493,145177723,0,108763449,2271,28248785,0,50708755,0,156288879,0,48035548,0,264240594,39035,111514712,0,64057729,0,66087959,0,900641898,0,139864065,0,271665322,0,56830531,0,47151682
2,2013 Aug.,6753518084,0,546175809,174371,119562144,15890,18589535,219701,103684713,2083022,80809357,220031,38834041,219849,36699480,0,487063935,0,43902135,1196,134446810,11562,151649306,256597,17783449,0,2279626464,18127,1202966537,0,216083713,2441,154089446,7249,575218042,959,81815096,17021,200662392,9525,99864157,0,511620859,0,106912882,6799579,170725885,0,532383298,638502,73250878,276732,129483481,0,83779986,0,73140048,0,56676176,0,61489511,0,460302191,0,69567303,8178,134313411,0,38455212,0,796779683,0,217390723,1441,143298814,0,98163844,1901,22392441,0,44565858,0,155868131,0,45402894,0,242602269,30653,90925389,0,57862773,0,63060696,0,896963576,0,118416565,0,332965983,0,55183230,0,44154727
2,2013 Sep.,6914199468,0,498898592,154044,113494978,16215,19100087,186636,89057038,2073977,78389646,204745,36715495,182355,31508049,0,455153841,0,36892757,1107,119182809,11330,149307139,226959,15487418,0,2128082397,16789,1158404627,0,204951472,2143,138004471,6582,508971863,867,75644666,15180,175017391,9193,98442187,0,550958611,0,128121480,8111909,197089835,0,535606898,570854,62180812,247951,137806017,0,85885339,0,73437337,0,61892758,0,61071558,0,509399439,0,83351764,8372,153613152,0,42960568,0,1034732627,0,241338374,1533,163229835,0,97341327,1972,21974229,0,48973264,0,340537616,0,57049183,0,248722333,27535,88780902,0,66321911,0,69639731,0,952644730,0,125613183,0,362557169,0,59402903,0,39643522
2,2013 Oct.,7203395761,0,563361145,186283,132382812,19167,23777007,221233,102855673,2210559,79608678,240651,41357795,200835,35563991,0,455550568,0,40570055,1079,103835640,12195,156987101,216186,14820977,0,2303586825,17233,1209212548,0,222957357,2331,152600136,7538,584042561,1123,98975172,15783,180432511,9745,99399926,0,573219251,0,130136243,8183843,195934704,0,569368238,676270,73086435,311780,140463500,0,89469258,0,80900026,0,63932643,0,64963123,0,527197028,0,71417270,9161,175618191,0,41947077,0,972263550,0,234060675,1468,152612362,0,110764265,1945,25417581,0,46776148,0,268106781,0,47350572,0,226508704,30064,96089424,0,69822892,0,31162541,0,1012340452,0,137331310,0,347400863,0,65388303,0,45903171
2,2013 Nov.,7199902106,0,560992822,193101,137376822,18704,24659720,218467,100386226,2125914,73437832,232725,40452675,193055,38404768,0,426162809,0,38574684,947,92594656,11168,141167179,233096,14815655,0,2357965271,17825,1244510487,0,257117978,2687,175735042,7217,578687567,866,78380008,16708,190648539,9776,101548766,0,536969593,0,114430284,8749023,177579634,0,559109065,756300,78835134,273611,133057471,0,90842305,0,78761667,0,58366232,0,65211570,0,526308358,0,80832175,10075,168272035,0,45944564,0,1033290038,0,217360848,1371,139917931,0,115624040,2243,28990730,0,51482694,0,323598300,0,47285703,0,320547149,31064,97506558,0,67558759,0,118114632,0,878557001,0,128865762,0,262923186,0,62473617,0,47661570
2,2013 Dec.,7416344759,0,573564753,200849,154689021,18985,25104528,211236,100771077,2044760,70302253,270871,45810549,204997,40159430,0,435677351,0,34084842,1052,113711936,11085,142018560,172270,11611435,0,2710438106,19730,1419334450,0,269560854,2459,168916386,8085,689480139,1138,114732103,17461,208466317,9965,107635103,0,541019280,0,129304886,8471242,178456329,0,555207442,721754,77159366,236809,136401942,0,90842045,0,75089838,0,61969277,0,63792293,0,553535550,0,77140150,9999,188870712,0,50867196,0,926999694,0,215183729,1333,132868713,0,116860008,2213,29997737,0,47901356,0,222270688,0,50604987,0,250657639,38493,124851978,0,65850505,0,34198285,0,869244944,0,129571384,0,248753458,0,59859427,0,45583684
2,(Ratio to SM),124.8,-,115.6,99.5,127.7,93.7,140.2,110.2,120.7,99.2,97.7,105.1,122.4,112.2,145.6,-,125.3,-,128.9,97.7,114.1,117.8,149.3,82.6,94.0,-,124.2,100.2,123.2,-,105.9,95.1,117.9,104.9,133.1,104.3,118.7,120.7,130.8,117.5,127.9,-,116.7,-,126.2,103.3,107.1,-,129.2,116.5,130.2,100.7,126.4,-,130.0,-,130.9,-,132.3,-,132.3,-,133.4,-,141.7,108.4,128.4,-,141.0,-,135.9,-,139.3,67.6,118.8,-,133.5,98.3,138.6,-,136.7,-,135.8,-,128.1,-,131.9,127.0,159.4,-,150.9,-,71.6,-,117.8,-,114.7,-,115.4,-,127.6,-,114.0
