Exp or Imp,Year & Month,Grand Total,FOODSTUFF,,RAW MATERIALS,,MINERAL FUELS,,CHEMICALS,, ORGANIC CHEMICALS,, MEDICAL PRODUCTS,, PLASTIC MATERIALS,,MANUFACTURED GOODS,, IRON AND STEEL PRODUCTS,, NONFERROUS METALS,, MANUFACTURES OF METALS,," TEXTILE YARN, FABRICS",, NON-METALLIC MINERAL WARE,, RUBBER MANUFACTURED,, PAPER & PAPER MANUFACTURES,,MACHINERY,, POWER GENERATING MACHINE,, COMPUTERS AND UNITS,, PARTS OF COMPUTER,, METALWORKING MACHINERY,, PUMP AND CENTRIFUGES,, CONSTRUCTION MACHINES,, MECHANICAL HANDLING EQUIP,, HEATING OR COOLING MACHINE,, TEXTILE MACHINES,, BALL OR ROLLER BEARINGS,,ELECTRICAL MACHINERY,, SEMICONDUCTORS ETC,, (IC),, VISUAL APPARATUS,, (VIDEO REC OR REPRO APP),, (TV RECEIVER),, AUDIO APPARATUS,," PARTS OF AUDIO, VISUAL APP.",, ELECTRICAL POWER MACHINERY,," TELEPHONY, TELEGRAPHY",, ELECTRICAL MEASURING,, ELECTRICAL APPARATUS,, BATTERIES AND ACCUMULATORS,,TRANSPORT EQUIPMENT,, MOTOR VEHICLES,, (CAR),, (BUS&TRUCK),, PARTS OF MOTOR VEHICLES,," MOTORCYCLES, AUTOCYCLES",, SHIPS,,OTHERS,," SCIENTIFIC, OPTICAL INST",, PHOTOGRAPHIC SUPPLIES,, BLANK/RECORDED MEDIA,
1,2012 Jan.-Mar.,16159682414,0,81084167,0,259000795,0,212889613,0,1570658307,0,476483700,0,80282930,1446827,495158574,0,2088700399,9967,883565861,358711,323068472,0,249845424,0,142986044,0,203251267,0,235851265,246088,46668294,0,3410925273,0,590837186,4180,89203002,0,260036939,0,341601019,0,275423544,0,292227148,0,154138489,0,103168953,0,50718172,0,100234212,0,2795305006,0,817221013,13380,548460200,6973,206111983,5895,181840386,1079,24271597,28676,11321936,0,92523015,0,197970222,0,128854224,0,307395103,0,392868954,0,79986706,0,3959840498,1492550,2412147650,1307587,2041563549,169304,345215432,715459,775437257,237,83918414,5392993,554301010,0,1781278356,0,485991425,0,95731559,171389,55880385
1,2012 Apr.-Jun.,16443602787,0,88084895,0,279338725,0,281433691,0,1610917144,0,439896360,0,82092855,1484129,528021669,0,2231607103,10618,915928583,348654,338097974,0,274757504,0,163776382,0,224316399,0,257885618,293356,52379828,0,3314737424,0,568575882,3779,83186620,0,270820607,0,314418533,0,280166020,0,265070604,0,144489718,0,98300605,0,46088827,0,108750427,0,2861462595,0,809749606,14496,527141955,6428,230353613,5536,209923112,892,20430501,26617,10079693,0,110308622,0,203522486,0,117517332,0,324454438,0,405677543,0,85166442,0,4013713974,1502149,2386318035,1301107,2008761522,182221,345009533,778221,844665019,207,54550817,5154539,557566234,0,1762307236,0,515061239,0,99865193,163395,51610068
1,2012 Jul.-Sep.,15714549418,0,85698472,0,242643726,0,302606429,0,1568323623,0,423386307,0,80077465,1459884,511639429,0,2095404468,10838,879074532,334044,295902906,0,263830238,0,147916915,0,220128970,0,233740987,278883,50559977,0,3126772715,0,548076944,4595,82080094,0,254786826,0,350788197,0,260442028,0,234154522,0,142782849,0,92779347,0,44443171,0,101884567,0,2936615400,0,865798753,15363,574469628,6284,228817993,5384,208625603,900,20192390,30312,10151117,0,114627006,0,204059288,0,110739330,0,318694639,0,411014844,0,86751014,0,3531171635,1422645,2199370429,1217297,1841691206,184526,319642493,750649,805060144,181,44128572,3737739,344833391,0,1825312950,0,544682622,0,91188659,134615,46709275
1,2012 Oct.-Dec.,15429737596,0,100533911,0,278709870,0,228623829,0,1614678312,0,478526508,0,77939858,1384610,508088210,0,2026406784,10687,816980975,324212,304470914,0,259910104,0,159924043,0,208447834,0,222902176,276243,49325967,0,2990412374,0,553717731,4589,83688001,0,266102269,0,324801542,0,278287507,0,186348380,0,136082817,0,87224805,0,48552459,0,95517543,0,2811753971,0,846640240,14481,579197100,5499,179688293,4158,158960695,1340,20727598,35421,11535100,0,94384991,0,193905170,0,114293188,0,289936842,0,415181451,0,90410372,0,3489837746,1426463,2227152031,1216980,1872757707,183446,305684367,702971,779894602,193,66692753,2707430,259318570,0,1888780799,0,538724438,0,95579064,138634,47852114
1,(Ratio to ST),94.5,-,102.2,-,117.0,-,84.8,-,102.3,-,108.6,-,92.0,91.8,100.0,-,96.1,112.7,94.7,94.1,100.9,-,100.0,-,95.0,-,100.5,-,90.7,98.5,84.7,-,88.3,-,93.7,109.2,88.1,-,98.8,-,99.3,-,92.8,-,69.3,-,83.4,-,88.4,-,88.1,-,86.8,-,99.4,-,102.4,110.5,104.8,77.2,103.0,70.9,103.7,107.1,97.4,91.6,115.1,-,103.2,-,97.4,-,90.2,-,94.3,-,98.3,-,120.6,-,91.1,88.1,91.9,86.6,92.1,93.7,85.0,92.1,96.4,84.7,90.4,70.5,65.1,-,95.2,-,99.4,-,98.5,61.8,81.0
1,2011 Dec.,5623882024,0,38852859,0,85358587,0,73039374,0,546294408,0,144857336,0,31745161,508676,177314965,0,718342699,3097,286950459,109430,100181187,0,91566730,0,59485870,0,70496998,0,88197158,92087,19782986,0,1219247659,0,203131263,1401,32479095,0,87584908,0,122744465,0,111914821,0,100447081,0,54776699,0,34482618,0,17427337,0,37814221,0,981032533,0,295045838,4575,199194361,1968,50299356,1589,43061427,379,7237929,13191,3516380,0,28677531,0,67979318,0,43876761,0,110510871,0,145731225,0,25335980,0,1295324301,538886,820960743,468598,686762634,63368,121808062,267063,283867344,79,27177193,1347267,115532446,0,666389604,0,182354616,0,36035207,71112,20037146
1,2012 Jan.,4513664053,0,21850058,0,68877625,0,68883243,0,455942583,0,151473765,0,22440745,371986,136300028,0,575693359,2918,259045869,88053,79732934,0,65123429,0,37949671,0,57373239,0,63020115,67132,12606416,0,891584163,0,150097063,1199,25342121,0,76340267,0,81185261,0,71705240,0,78027163,0,41774367,0,23555893,0,11880132,0,27956073,0,760838135,0,235222455,3794,159870310,2049,52052954,1716,45837336,333,6215618,9178,3197647,0,23450644,0,47271459,0,35973021,0,82754918,0,109986248,0,21145886,0,1162207381,428330,669855287,378687,570589702,45576,93219220,191374,205651943,65,23454858,2233719,227374218,0,507787506,0,136222716,0,27172228,47297,16115806
1,2012 Feb.,5442624486,0,27737555,0,89013213,0,61103255,0,520023503,0,152132138,0,28334741,505661,164961844,0,687631482,3193,276979877,123093,110353634,0,86077635,0,49507180,0,67041372,0,80875838,79944,15516481,0,1177135985,0,209037180,1324,28770557,0,94471520,0,114608126,0,96834971,0,90094677,0,53170992,0,38134526,0,17925015,0,33729660,0,926566101,0,274944864,4499,183021485,2202,63036760,1867,54959705,334,8077055,9123,3645241,0,29511316,0,63572333,0,42196106,0,102682772,0,133519837,0,27205508,0,1348296585,535103,871610673,471445,747859461,58522,115821103,246514,264661051,85,31301859,1313895,132164898,0,605116807,0,166262942,0,30617581,58307,19061471
1,2012 Mar.,6203393875,0,31496554,0,101109957,0,82903115,0,594692221,0,172877797,0,29507444,569180,193896702,0,825375558,3856,347540115,147565,132981904,0,98644360,0,55529193,0,78836656,0,91955312,99012,18545397,0,1342205125,0,231702943,1658,35090324,0,89225152,0,145807632,0,106883333,0,124105308,0,59193130,0,41478534,0,20913025,0,38548479,0,1107900770,0,307053694,5087,205568405,2723,91022269,2312,81043345,411,9978924,10375,4479048,0,39561055,0,87126430,0,50685097,0,121957413,0,149362869,0,31635312,0,1449336532,529117,870681690,457455,723114386,65206,136175109,277571,305124263,87,29161697,1845379,194761894,0,668374043,0,183505767,0,37941750,65785,20703108
1,2012 Apr.,5564898273,0,31047247,0,91363209,0,82633719,0,559375319,0,154843937,0,30386590,499604,180297203,0,723170709,3057,275420337,117783,119825347,0,91770775,0,53640691,0,74131134,0,89486375,95279,17565314,0,1145187806,0,192307475,1386,27783764,0,96739507,0,109263410,0,99947754,0,93244965,0,48969255,0,30412753,0,14240191,0,36974738,0,952833538,0,265955321,4616,171888600,2282,76808388,1942,68944306,339,7864082,10850,3582656,0,35951738,0,62874590,0,42909149,0,105136979,0,138505438,0,29774504,0,1378957308,501283,816050971,435107,687118528,59726,118069739,261252,286523066,74,23056976,1684149,184548144,0,600329418,0,177507347,0,33640468,60745,17931187
1,2012 May.,5236857826,0,27200456,0,97727691,0,104563358,0,525364649,0,152272414,0,25629705,490728,171526328,0,757532572,3980,335880939,115391,109065186,0,85049356,0,52105849,0,73311066,0,83685659,98026,17062899,0,1042465563,0,191309475,1092,26367723,0,89684949,0,98758839,0,84358890,0,80081562,0,46184272,0,32431839,0,16407979,0,33891587,0,896028081,0,258777674,4832,169751965,1792,65887360,1522,59715959,270,6171401,7952,3044973,0,36039850,0,67907517,0,35826488,0,99897355,0,127555074,0,26268728,0,1225041397,479690,753979871,421930,643455940,52558,101260587,248153,269120306,67,15150144,1298102,131395387,0,560934059,0,159883278,0,33022956,47588,16882640
1,2012 Jun.,5641846688,0,29837192,0,90247825,0,94236614,0,526177176,0,132780009,0,26076560,493797,176198138,0,750903822,3581,304627307,115480,109207441,0,97937373,0,58029842,0,76874199,0,84713584,100051,17751615,0,1127084055,0,184958932,1300,29035133,0,84396151,0,106396284,0,95859376,0,91744077,0,49336191,0,35456013,0,15440657,0,37884102,0,1012600976,0,285016611,5049,185501390,2354,87657865,2072,81262847,283,6395018,7814,3452064,0,38317034,0,72740379,0,38781695,0,119420104,0,139617031,0,29123210,0,1409715269,521176,816287193,444070,678187054,69937,125679207,268816,289021647,66,16343697,2172288,241622703,0,601043759,0,177670614,0,33201769,55063,16796241
1,2012 Jul.,5312210774,0,27496808,0,82608649,0,104089217,0,513438855,0,132749182,0,27307761,474209,167217443,0,716894175,3661,305823938,108549,97319899,0,88520917,0,52664768,0,71842493,0,81631590,95286,17511358,0,1068987523,0,186483077,1375,26271520,0,82558857,0,117847496,0,88114945,0,83656237,0,50897774,0,33437476,0,14675796,0,35543130,0,961247628,0,275983464,4906,177570373,1973,77660574,1701,71630078,272,6030496,9220,3433621,0,35303731,0,70996628,0,35802200,0,110262211,0,135092101,0,28670387,0,1261590083,511715,805587909,441264,679309788,63479,114008004,255298,272655240,65,13761346,1402689,121065950,0,575857836,0,175215333,0,31772843,43283,16201062
1,2012 Aug.,5044405366,0,28384562,0,79061751,0,95197761,0,528326741,0,144192763,0,25840560,494111,170293442,0,684132854,3646,289441385,109518,97781393,0,84628395,0,48004663,0,72784617,0,74223148,87041,15974757,0,1029004993,0,173288830,1475,26433700,0,91951084,0,122668977,0,86574709,0,72289171,0,44826607,0,28881950,0,13815679,0,32363151,0,954315014,0,285469129,5346,191280652,2004,70475991,1741,64177844,263,6298147,9780,3412662,0,43308655,0,64030693,0,33865203,0,101832843,0,133106404,0,29056860,0,1062711079,432744,657185418,371902,551585448,55159,95123143,236687,253877451,53,12987735,876156,92962708,0,583270611,0,177740437,0,30890775,45596,14881651
1,2012 Sep.,5357933278,0,29817102,0,80973326,0,103319451,0,526558027,0,146444362,0,26929144,491564,174128544,0,694377439,3531,283809209,115977,100801614,0,90680926,0,47247484,0,75501860,0,77886249,96556,17073862,0,1028780199,0,188305037,1745,29374874,0,80276885,0,110271724,0,85752374,0,78209114,0,47058468,0,30459921,0,15951696,0,33978286,0,1021052758,0,304346160,5111,205618603,2308,80681428,1942,72817681,366,7863747,11311,3304834,0,36014620,0,69031967,0,41071927,0,106599585,0,142816339,0,29023767,0,1206870473,478186,736597102,404131,610795970,65888,110511346,258665,278527453,63,17379491,1458894,130804733,0,666184503,0,191726852,0,28525041,45735,15626562
1,2012 Oct.,5148010964,0,30573324,0,90406644,0,82146456,0,540880249,0,158285709,0,29349193,494275,173027774,0,670453605,3328,273162206,104031,97776435,0,86389715,0,52264485,0,68820071,0,73684228,95355,16988683,0,977235131,0,180769324,1536,26035039,0,85646916,0,113453453,0,93063956,0,59343113,0,42811651,0,29235814,0,17639475,0,32409492,0,947753077,0,285834032,4858,197232955,2177,70451490,1801,63917481,376,6534009,11633,3615117,0,34712357,0,65468263,0,36259167,0,95007455,0,138847568,0,28313558,0,1172300151,486090,728067533,415578,616337982,62694,97552527,246587,266743165,64,20117650,1031225,98105002,0,636262327,0,182114242,0,31502441,49950,17165021
1,2012 Nov.,4983179710,0,32452732,0,86843057,0,68768305,0,513620039,0,150832213,0,23818535,438881,161921015,0,652409392,3518,261501450,108328,98966277,0,83728326,0,51846192,0,66416768,0,72415653,92175,16133202,0,956294817,0,177913165,1512,27417151,0,95632875,0,104232933,0,92210704,0,58115562,0,46281539,0,26418160,0,15702800,0,31600190,0,915030194,0,279170451,4696,190519380,1933,59722204,1424,52877847,509,6844357,9680,4033468,0,30196304,0,61215859,0,36997158,0,92154100,0,134130934,0,28361327,0,1144760084,468531,731937259,400198,617504039,59699,98275780,224266,250145664,63,22080191,883995,95273388,0,613001090,0,175191457,0,30321422,43940,15906860
1,2012 Dec.,5298546922,0,37507855,0,101460169,0,77709068,0,560178024,0,169408586,0,24772130,451454,173139421,0,703543787,3841,282317319,111853,107728202,0,89792063,0,55813366,0,73210995,0,76802295,88713,16204082,0,1056882426,0,195035242,1540,30235811,0,84822478,0,107115156,0,93012847,0,68889705,0,46989627,0,31570831,0,15210184,0,31507861,0,948970700,0,281635757,4927,191444765,1388,49514599,933,42165367,456,7349232,14107,3886515,0,29476330,0,67221048,0,41036863,0,102775287,0,142202949,0,33735487,0,1172777511,471842,767147239,401204,638915686,61053,109856060,232119,263005773,66,24494912,792210,65940180,0,639517382,0,181418739,0,33755201,44743,14780233
1,(Ratio to SM),94.2,-,96.5,-,118.9,-,106.4,-,102.5,-,116.9,-,78.0,88.8,97.6,-,97.9,124.0,98.4,102.2,107.5,-,98.1,-,93.8,-,103.8,-,87.1,96.3,81.9,-,86.7,-,96.0,109.9,93.1,-,96.8,-,87.3,-,83.1,-,68.6,-,85.8,-,91.6,-,87.3,-,83.3,-,96.7,-,95.5,107.7,96.1,70.5,98.4,58.7,97.9,120.3,101.5,106.9,110.5,-,102.8,-,98.9,-,93.5,-,93.0,-,97.6,-,133.2,-,90.5,87.6,93.4,85.6,93.0,96.3,90.2,86.9,92.7,83.4,90.1,58.8,57.1,-,96.0,-,99.5,-,93.7,62.9,73.8
