Exp or Imp,Year & Month,Grand Total,FOODSTUFF,, FISH AND FISH PREPARATION,," (SHRIMPS, PRAWNS, LOBSTERS)",, MEAT AND MEAT PREPARATION,," CEREALS, CEREAL PREPARATION",, VEGETABLES,, FRUITS,,RAW MATERIALS,, WOOD,, ORE OF NONFERROUS,, IRON ORE AND CONCENTRATES,, SOY BEANS,,MINERAL FUELS,, PETROLEUM,, PETROLEUM PRODUCTS,, (PETROLEUM SPIRITS),, LNG,, LPG,, COAL,, (COAL N.E.S),,CHEMICALS,, ORGANIC CHEMICALS,, MEDICAL PRODUCTS,,MANUFACTURED GOODS,, IRON AND STEEL PRODUCTS,, NONFERROUS METALS,, MANUFACTURES OF METALS,," TEXTILE YARN, FABRICS",, NON-METALLIC MINERAL WARE,, WOOD & CORK MANUFACTURED,,MACHINERY,, POWER GENERATING MACHINE,, COMPUTERS AND UNITS,, PARTS OF COMPUTER,,ELECTRICAL MACHINERY,, SEMICONDUCTORS ETC,, (IC),, AUDIO AND VISUAL APPARATUS,, (VIDEO REC OR REPRO APP),, ELECTRICAL POWER MACHINERY,," TELEPHONY, TELEGRAPHY",, ELECTRICAL MEASURING,,TRANSPORT EQUIPMENT,, MOTOR VEHICLES,, PARTS OF MOTOR VEHICLES,, AIRCRAFT,,OTHERS,," SCIENTIFIC, OPTICAL INST",, CLOTHING AND ACCESSORIES,, FURNITURE,, BAGS,
2,2011 Jan.-Mar.,16106911608,0,1285831153,475898,284583324,43926,36743200,570775,237329658,6317625,202396405,769393,100134157,629868,78052296,0,1278734057,0,83103391,2983,358242613,31661,374053248,698399,36833400,0,5144554029,55892,2808109014,0,505485614,6895,350337139,19292,1002312694,3304,243909179,46185,573478377,26713,273602139,0,1399862831,0,330939854,21168600,399969811,0,1396147251,1766078,200479525,789824,429894113,0,194542017,0,165212173,0,136536354,0,146886963,0,1224410848,0,159528070,28709,404948284,0,128057642,0,1983332814,0,452917821,3851,367410840,0,404612117,7376,82939344,0,110162880,0,358140894,0,108780219,0,404620163,70027,161134104,0,116079769,0,63576144,0,1989418462,0,324880424,0,594839074,0,126982890,0,103063860
2,2011 Apr.-Jun.,16964527990,0,1591269437,586096,333193245,41798,36674853,655406,279677535,6844777,240913989,778628,105777052,797109,117290988,0,1335211719,0,98017934,2401,333172293,29724,398917122,749688,39485315,0,5274320194,47857,2832499820,0,542807055,7043,407389179,18277,1063781991,3011,233809362,40171,591020107,22296,248358849,0,1599499524,0,393761545,24114242,423180256,0,1651884030,2074377,240003038,886906,548448384,0,210929886,0,190176110,0,143196487,0,179830051,0,1258766525,0,162236684,25395,395223210,0,104402160,0,1905610774,0,431287143,3747,346699272,0,340814342,6536,74893333,0,148997280,0,353260690,0,96567343,0,392293839,65018,164458919,0,92107078,0,66199345,0,1955671948,0,314569873,0,569243769,0,116288439,0,96607614
2,2011 Jul.-Sep.,17530205184,0,1461732123,530647,335192708,57490,51315616,640652,268809672,6791927,234121565,635151,90788901,682848,94676557,0,1394256477,0,84515136,2983,349917718,35166,493669768,661485,33459729,0,5690358930,51377,2860704674,0,596338487,7708,420830794,20656,1366424935,2975,207991813,44705,653357648,26896,303987698,0,1599129333,0,369461769,24330482,455810554,0,1522067899,1860386,236467340,822872,442931537,0,207457243,0,185616697,0,146423284,0,161980791,0,1249625869,0,141880602,27455,407896790,0,105494790,0,1993942925,0,437786114,3996,354101650,0,360872869,7594,84151345,0,125063529,0,376373443,0,105722536,0,437647511,78135,193512580,0,124982929,0,64058278,0,2181444117,0,322489376,0,770912771,0,124753157,0,101846463
2,2011 Oct.-Dec.,17509542396,0,1515389347,661894,396712087,66736,60667483,669114,281388947,6261899,207594643,736675,98421808,593862,85570364,0,1262145039,0,81416912,3357,296682443,31848,441295658,721201,34539580,0,5706916655,53746,2913427183,0,581509426,6995,354486895,20306,1354643103,3184,205821338,44177,641298702,25280,285103314,0,1499146066,0,335343899,22649012,446058220,0,1499100629,2274676,267620430,888242,391398505,0,206100275,0,186394502,0,146289210,0,154265964,0,1236938973,0,163058412,26590,403534571,0,106583568,0,2105946852,0,440245054,4567,350977302,0,346448644,7209,68981527,0,110209814,0,488174124,0,120255674,0,503015083,78126,216077491,0,138533518,0,95708296,0,2180943752,0,317949700,0,662573376,0,136718431,0,108764744
2,(Ratio to ST),112.4,-,117.0,102.6,112.8,107.6,111.1,111.6,116.7,96.9,123.7,104.4,103.5,93.7,101.2,-,95.8,-,99.2,87.7,75.6,92.0,103.0,88.9,95.0,-,129.9,96.3,121.9,-,134.8,90.0,105.2,117.4,166.1,107.0,107.4,94.1,114.8,95.0,113.2,-,113.0,-,106.3,102.7,117.6,-,109.6,127.0,128.9,114.5,100.1,-,105.9,-,111.9,-,105.1,-,105.8,-,103.6,-,107.2,88.0,103.3,-,78.9,-,98.0,-,85.8,108.7,83.4,-,69.3,85.3,68.2,-,98.3,-,141.5,-,113.3,-,110.1,109.7,127.4,-,111.3,-,94.0,-,104.6,-,97.0,-,105.9,-,107.8,-,103.4
2,2010 Dec.,5392442557,0,452861104,218270,125811461,18891,17479543,200732,82046233,2182749,61390875,261537,33543533,198419,26813941,0,468739921,0,29200703,1430,157741760,11903,143309825,296826,14121373,0,1645480437,20406,925086611,0,158142354,2445,114554131,6319,300310516,934,67682260,16026,191878742,9051,86624446,0,445549449,0,102692885,7295183,116776817,0,456961131,552513,68264601,256017,133582326,0,63555322,0,55958010,0,45554935,0,50597221,0,406938510,0,51675688,10229,137736688,0,43412420,0,701675084,0,156944169,1274,125215769,0,167846884,3282,38731874,0,35649461,0,119160816,0,35349817,0,146150045,26302,61984823,0,39255301,0,28648241,0,668086876,0,107542277,0,195958660,0,42848721,0,35896914
2,2011 Jan.,5467290509,0,425341439,186385,105293927,16704,13970340,190321,76269407,2064165,63095113,255116,34269427,188583,23888600,0,436813849,0,29260195,1115,136808546,10661,124253709,261236,13269259,0,1686263557,19244,920825253,0,171516659,2419,119732143,6357,316341694,1163,90121559,15624,185363146,9284,92240894,0,481180672,0,119353568,7391476,130745511,0,479900509,583760,67847992,288808,143697867,0,67911381,0,59102352,0,47305534,0,51778799,0,434919034,0,57457776,11521,143674683,0,46372455,0,702570396,0,169959301,1401,138769397,0,141750575,2608,27479315,0,40343780,0,122764103,0,36252029,0,131188151,21693,49073762,0,41201720,0,22488037,0,689112902,0,108293599,0,219078668,0,44251227,0,39197048
2,2011 Feb.,4952034123,0,397844388,139593,87244861,13127,10852832,180723,75192467,2259603,70522261,229721,29260282,186214,22546627,0,370686370,0,25586260,787,90492217,9778,113503227,199187,10735346,0,1699920346,18872,938000888,0,176300070,2405,122053193,6261,326876801,1010,73543438,14595,181950886,8614,87630646,0,432874329,0,103896674,6690092,131888304,0,408107620,543264,58831369,213253,128301343,0,55696070,0,44835131,0,38809091,0,44835807,0,354782322,0,45157475,7828,113592242,0,39457378,0,586612168,0,138859351,1179,113743627,0,121222244,2370,28607663,0,31228734,0,101364503,0,34289738,0,128914120,21998,47070428,0,35132422,0,31764338,0,572292460,0,99153255,0,158390765,0,35509369,0,30433839
2,2011 Mar.,5687586976,0,462645326,149920,92044536,14094,11920028,199731,85867784,1993857,68779031,284556,36604448,255071,31617069,0,471233838,0,28256936,1080,130941850,11222,136296312,237976,12828795,0,1758370126,17776,949282873,0,157668885,2071,108551803,6674,359094199,1130,80244182,15966,206164345,8815,93730599,0,485807830,0,107689612,7087032,137335996,0,508139122,639054,73800164,287763,157894903,0,70934566,0,61274690,0,50421729,0,50272357,0,434709492,0,56912819,9360,147681359,0,42227809,0,694150250,0,144099169,1272,114897816,0,141639298,2397,26852366,0,38590366,0,134012288,0,38238452,0,144517892,26336,64989914,0,39745627,0,9323769,0,728013100,0,117433570,0,217369641,0,47222294,0,33432973
2,2011 Apr.,5634385487,0,545614924,200765,115146831,15348,13272670,226404,96956176,2240151,77210312,281888,38063618,287471,40215243,0,418802164,0,32261843,829,100349968,10617,132009557,191946,10900784,0,1802494813,16974,991312048,0,205355791,2540,143625522,6009,338160132,1074,81861402,12901,182348750,6607,72794796,0,527361549,0,133796735,7874707,130666966,0,539546125,654467,74115576,300929,183245729,0,68763492,0,65632429,0,46294290,0,57298682,0,404734111,0,56113154,8475,128121023,0,34406192,0,567406828,0,135094053,1153,109589723,0,103594703,1969,21446260,0,36197800,0,92566002,0,31445021,0,135941922,22277,56784181,0,31688059,0,25532171,0,692483051,0,101451921,0,224008926,0,41040749,0,35502095
2,2011 May.,5619981014,0,528168078,197340,110636701,12175,10352719,211710,89389678,2310745,80248268,257531,35577266,245968,38949770,0,460263424,0,32538894,737,117973968,9474,133282214,276429,14945601,0,1737541524,15497,942641072,0,171690500,2124,125421393,6039,346749893,1033,81137945,13099,191588157,7522,84319538,0,534772751,0,137037993,8269789,147060615,0,568128832,715949,81842302,301490,195823305,0,70487224,0,63791080,0,46229327,0,62385898,0,425343591,0,54679761,8641,132939131,0,34723030,0,618953072,0,146815251,1283,117003740,0,104921466,2096,23929323,0,53539524,0,106478999,0,30915002,0,113106171,20260,50446442,0,28428734,0,14777160,0,633703571,0,105351707,0,170949663,0,37747479,0,31333106
2,2011 Jun.,5710161489,0,517486435,187991,107409713,14275,13049464,217292,93331681,2293881,83455409,239209,32136168,263670,38125975,0,456146131,0,33217197,834,114848357,9632,133625351,281313,13638930,0,1734283857,15385,898546700,0,165760764,2379,138342264,6228,378871966,905,70810015,14170,217083200,8167,91244515,0,537365224,0,122926817,7969746,145452675,0,544209073,703961,84045160,284487,169379350,0,71679170,0,60752601,0,50672870,0,60145471,0,428688823,0,51443769,8279,134163056,0,35272938,0,719250874,0,149377839,1311,120105809,0,132298173,2471,29517750,0,59259956,0,154215689,0,34207320,0,143245746,22481,57228296,0,31990285,0,25890014,0,629485326,0,107766245,0,174285180,0,37500211,0,29772413
2,2011 Jul.,5712022895,0,486383128,164301,103704767,16714,15287056,214041,90507692,2286446,80358925,211061,29372407,245856,34592975,0,474029077,0,26999966,1070,123367625,11391,167126257,268298,13674971,0,1811357037,16031,919981603,0,186748569,2484,138700330,6407,428185610,871,63915153,14258,210976242,8663,100203753,0,541561991,0,122787702,8683015,159133445,0,503320260,646760,79540632,248247,145462236,0,68607400,0,60429159,0,45481999,0,57588054,0,431448359,0,46216841,8616,142251784,0,34958978,0,685298801,0,145265396,1317,118051345,0,129876783,2714,30015005,0,46569337,0,137131242,0,35800650,0,118373126,20893,48604012,0,37878941,0,14690578,0,660251116,0,107345964,0,202748289,0,37666001,0,34298844
2,2011 Aug.,6133136275,0,511082932,188470,119375381,20769,18806683,227415,94159655,2298558,80036456,225120,32117601,239026,33284722,0,487264534,0,32279984,1018,120665185,12249,169325220,239764,11991928,0,2061708470,18376,1031979241,0,220212029,2993,161988329,7545,500388585,980,67966751,16385,239087978,9977,111184080,0,531664573,0,116071425,7950590,149359296,0,540640045,654174,84524968,325151,162472218,0,71768333,0,64127987,0,47810125,0,58053945,0,416084732,0,48225112,9728,130529714,0,35869036,0,669144213,0,141047026,1350,113116068,0,119527702,2507,29841109,0,42135850,0,129872132,0,35014956,0,161528284,28649,74252314,0,42130082,0,25183828,0,754018492,0,107338877,0,276459859,0,43290256,0,36554349
2,2011 Sep.,5685046014,0,464266063,177876,112112560,20007,17221877,199196,84142325,2206923,73726184,198970,29298893,197966,26798860,0,432962866,0,25235186,895,105884908,11527,157218291,153423,7792830,0,1817293423,16970,908743830,0,189377889,2231,120142135,6704,437850740,1123,76109909,14062,203293428,8256,92599865,0,525902769,0,130602642,7696877,147317813,0,478107594,559452,72401740,249474,134997083,0,67081510,0,61059551,0,53131160,0,46338792,0,402092778,0,47438649,9111,135115292,0,34666776,0,639499911,0,151473692,1330,122934237,0,111468384,2374,24295231,0,36358342,0,109370069,0,34906930,0,157746101,28593,70656254,0,44973906,0,24183872,0,767174509,0,107804535,0,291704623,0,43796900,0,30993270
2,2011 Oct.,5789941379,0,475641593,191364,115567123,22331,19758192,214644,90675046,1980999,66664215,236314,32630568,189763,26828578,0,453372669,0,26134504,1379,125399300,10570,146588073,314904,15098116,0,1770505951,16747,895996140,0,184902599,2371,123289843,6155,404177513,888,57882701,15042,222178150,8774,98183829,0,517541822,0,113937184,7703801,155710181,0,519766175,793879,90067451,317792,144198509,0,69949253,0,63971514,0,50662911,0,52455382,0,414557169,0,53239983,8868,136499934,0,33819252,0,719779798,0,153891012,1307,122630458,0,116807588,2391,24099750,0,36267145,0,168874586,0,38378475,0,169759616,26684,64605568,0,47879249,0,40300634,0,749016586,0,112319490,0,254718250,0,45708104,0,33495214
2,2011 Nov.,5887410169,0,531289911,246604,145697199,24489,22216102,228738,96781699,2084560,70002324,237421,31974852,203475,30675935,0,412917985,0,28859410,927,80842085,10948,153457180,168410,8342628,0,1849192358,17158,912363686,0,181255576,2269,113918285,6981,472142234,982,62695137,14709,218654021,7782,89278214,0,544191582,0,130708025,7244846,164871803,0,507000751,761569,93262417,283413,124046802,0,71196176,0,64312129,0,50488699,0,51618081,0,415058759,0,54677353,8747,131222962,0,37731487,0,723636718,0,146560768,1460,115985582,0,123055959,2295,23292931,0,39889132,0,162312123,0,44166653,0,178273190,27112,81283975,0,49200306,0,27775914,0,725848915,0,107436585,0,209266520,0,47088669,0,37243865
2,2011 Dec.,5832190848,0,508457843,223926,135447765,19917,18693189,225732,93932202,2196340,70928104,262940,33816388,200624,28065851,0,395854385,0,26422998,1052,90441058,10330,141250405,237887,11098836,0,2087218346,19842,1105067357,0,215351251,2355,117278767,7171,478323356,1314,85243500,14427,200466531,8724,97641271,0,437412662,0,90698690,7700365,125476236,0,472333703,719228,84290562,287037,123153194,0,64954846,0,58110859,0,45137600,0,50192501,0,407323045,0,55141076,8975,135811675,0,35032829,0,662530336,0,139793274,1800,112361262,0,106585097,2524,21588846,0,34053537,0,156987415,0,37710546,0,154982277,24330,70187948,0,41453963,0,27631748,0,706078251,0,98193625,0,198588606,0,43921658,0,38025665
2,(Ratio to SM),108.2,-,112.3,102.6,107.7,105.4,106.9,112.5,114.5,100.6,115.5,100.5,100.8,101.1,104.7,-,84.5,-,90.5,73.6,57.3,86.8,98.6,80.1,78.6,-,126.8,97.2,119.5,-,136.2,96.3,102.4,113.5,159.3,140.7,125.9,90.0,104.5,96.4,112.7,-,98.2,-,88.3,105.6,107.4,-,103.4,130.2,123.5,112.1,92.2,-,102.2,-,103.8,-,99.1,-,99.2,-,100.1,-,106.7,87.7,98.6,-,80.7,-,94.4,-,89.1,141.3,89.7,-,63.5,76.9,55.7,-,95.5,-,131.7,-,106.7,-,106.0,92.5,113.2,-,105.6,-,96.5,-,105.7,-,91.3,-,101.3,-,102.5,-,105.9
