名目原系列,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,(単位:10億円),,,,,,
"Nominal, Original Series",,,,,,,,,,,,,,,<cf>,,,,,,,,,,,(Billion Yen),,,,,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,,,,
7- 9.,"125,399.4 ","72,814.3 ","71,302.2 ","58,972.2 ","4,296.3 ","18,063.4 ",436.3 ,"22,340.0 ","5,762.1 ",-52.2 ,"1,739.0 ","19,016.7 ","17,277.7 ",,"3,894.0 ","4,652.6 ",758.6 ,"129,293.4 ",,"123,660.4 ","95,610.4 ","28,049.9 ",,"28,121.8 ",,"125,015.2 ",,,,,,
10-12.,"131,951.5 ","72,996.0 ","71,121.2 ","58,771.3 ","4,533.6 ","17,674.6 ","1,955.2 ","26,313.1 ","6,936.4 ",-6.7 ,"1,549.2 ","19,159.2 ","17,610.0 ",,"2,700.4 ","3,946.2 ","1,245.8 ","134,651.8 ",,"130,402.3 ","97,159.5 ","33,242.8 ",,"29,144.7 ",,"130,003.0 ",,,,,,
2011/ 1- 3.,"122,968.6 ","69,576.0 ","68,419.1 ","56,080.9 ","4,458.0 ","20,567.8 ","-2,354.1 ","23,137.5 ","7,074.8 ",3.0 ,505.8 ,"18,859.8 ","18,354.0 ",,"4,175.3 ","4,947.4 ",772.0 ,"127,144.0 ",,"122,462.9 ","92,247.6 ","30,215.3 ",,"32,100.5 ",,"125,319.8 ",,,,,,
4- 6.,"121,144.5 ","69,488.0 ","67,895.3 ","55,593.4 ","4,180.6 ","16,249.3 ","1,471.0 ","26,343.7 ","4,910.0 ",7.3 ,"-1,505.3 ","17,550.0 ","19,055.3 ",,"3,503.0 ","4,880.9 ","1,377.9 ","124,647.5 ",,"122,649.9 ","91,388.9 ","31,260.9 ",,"25,339.9 ",,"119,666.2 ",,,,,,
7- 9.,"122,977.2 ","71,924.0 ","70,276.7 ","57,961.4 ","4,677.6 ","18,324.3 ",380.3 ,"22,742.7 ","5,598.6 ",4.8 ,-675.1 ,"18,906.2 ","19,581.3 ",,"4,121.7 ","4,878.0 ",756.3 ,"127,098.9 ",,"123,652.3 ","95,306.3 ","28,346.0 ",,"28,600.5 ",,"122,592.1 ",,,,,,
10-12.,"130,358.6 ","73,652.5 ","71,629.5 ","59,300.4 ","4,717.8 ","18,804.8 ","1,421.0 ","26,695.9 ","6,596.6 ",8.9 ,"-1,539.0 ","18,179.5 ","19,718.5 ",,"2,664.9 ","3,859.7 ","1,194.8 ","133,023.5 ",,"131,897.5 ","98,596.2 ","33,301.3 ",,"30,119.2 ",,"128,928.6 ",,,,,,
2012/ 1- 3.,"125,560.3 ","71,875.5 ","70,596.8 ","58,258.7 ","4,410.6 ","21,541.7 ","-1,671.9 ","23,653.6 ","7,189.6 ",11.0 ,"-1,450.0 ","18,616.7 ","20,066.7 ",,"3,858.4 ","4,620.2 ",761.8 ,"129,418.7 ",,"127,010.2 ","96,156.0 ","30,854.3 ",,"33,142.0 ",,"127,221.1 ",,,,,,
4- 6.,"123,449.4 ","71,071.7 ","69,390.5 ","57,042.7 ","4,280.4 ","17,293.2 ","1,363.1 ","26,401.9 ","4,924.2 ",17.8 ,"-1,903.0 ","18,525.7 ","20,428.7 ",,"3,245.9 ","4,789.0 ","1,543.1 ","126,695.3 ",,"125,352.4 ","94,008.5 ","31,343.9 ",,"26,497.9 ",,"122,068.5 ",,,,,,
7- 9.,"122,012.9 ","71,905.9 ","70,197.0 ","57,842.1 ","4,673.0 ","18,702.6 ",349.8 ,"22,944.4 ","5,706.2 ",8.9 ,"-2,278.0 ","17,554.5 ","19,832.5 ",,"3,959.7 ","4,704.9 ",745.1 ,"125,972.6 ",,"124,290.9 ","95,631.4 ","28,659.5 ",,"29,081.9 ",,"121,654.2 ",,,,,,
10-12.,"129,452.2 ","73,816.3 ","71,695.8 ","59,320.8 ","4,952.9 ","18,502.2 ","1,070.9 ","26,881.5 ","6,804.3 ",7.8 ,"-2,583.7 ","17,445.4 ","20,029.1 ",,"2,753.6 ","4,119.0 ","1,365.4 ","132,205.7 ",,"132,035.8 ","98,342.2 ","33,693.6 ",,"30,259.4 ",,"128,373.5 ",,,,,,
2013/ 1- 3.,"124,509.4 ","72,686.5 ","71,316.4 ","58,934.6 ","4,774.4 ","21,296.7 ","-2,476.6 ","23,735.4 ","7,078.5 ",-14.5 ,"-2,571.0 ","19,165.2 ","21,736.2 ",,"4,330.1 ","5,250.3 ",920.3 ,"128,839.5 ",,"127,080.4 ","96,281.0 ","30,799.4 ",,"33,149.6 ",,"127,000.5 ",,,,,,
4- 6.,"125,245.3 ","72,510.3 ","70,832.7 ","58,440.9 ","4,613.8 ","17,736.2 ",762.6 ,"26,896.3 ","5,004.4 ",9.8 ,"-2,288.1 ","20,288.9 ","22,577.0 ",,"4,674.2 ","6,618.3 ","1,944.1 ","129,919.5 ",,"127,533.4 ","95,622.8 ","31,910.5 ",,"27,354.3 ",,"124,472.9 ",,,,,,
7- 9.,"125,605.4 ","74,341.2 ","72,627.8 ","60,219.0 ","5,183.5 ","19,694.5 ",-99.3 ,"23,310.8 ","6,334.0 ",-23.8 ,"-3,135.6 ","20,216.0 ","23,351.5 ",,"5,041.5 ","6,280.1 ","1,238.6 ","130,646.9 ",,"128,740.9 ","99,119.9 ","29,621.0 ",,"31,212.0 ",,"125,728.5 ",,,,,,
10-12.,"133,340.5 ","76,212.8 ","74,088.9 ","61,673.7 ","5,599.8 ","19,722.7 ","1,112.2 ","27,056.7 ","7,880.6 ",23.0 ,"-4,267.4 ","20,624.0 ","24,891.4 ",,"3,451.0 ","5,311.6 ","1,860.6 ","136,791.5 ",,"137,607.9 ","102,647.6 ","34,960.4 ",,"33,203.2 ",,"132,205.3 ",,,,,,
2014/ 1- 3.,"128,494.5 ","75,716.1 ","74,308.1 ","61,901.4 ","5,380.3 ","23,393.9 ","-3,206.9 ","24,179.3 ","7,805.3 ",47.6 ,"-4,821.2 ","21,886.2 ","26,707.3 ",,"4,957.1 ","6,276.3 ","1,319.2 ","133,451.6 ",,"133,315.6 ","101,283.4 ","32,032.2 ",,"36,579.6 ",,"131,653.8 ",,,,,,
4- 6.,"127,784.1 ","72,538.7 ","70,988.2 ","58,600.7 ","4,820.2 ","18,423.1 ","2,156.2 ","27,415.6 ","5,263.6 ",16.0 ,"-2,849.4 ","21,834.8 ","24,684.1 ",,"4,216.4 ","6,732.5 ","2,516.1 ","132,000.5 ",,"130,633.4 ","97,938.2 ","32,695.2 ",,"28,506.9 ",,"125,611.9 ",,,,,,
7- 9.,"126,773.1 ","74,424.2 ","72,865.2 ","60,486.2 ","4,916.4 ","20,295.6 ",-24.9 ,"23,922.8 ","6,511.8 ",44.8 ,"-3,317.6 ","22,300.8 ","25,618.4 ",,"5,728.6 ","7,190.8 ","1,462.3 ","132,501.7 ",,"130,090.7 ","99,611.3 ","30,479.4 ",,"31,723.8 ",,"126,753.2 ",,,,,,
10-12.,"135,759.4 ","76,320.0 ","74,320.6 ","61,949.8 ","5,087.6 ","20,347.1 ",718.8 ,"27,861.6 ","7,896.3 ",-1.6 ,"-2,470.5 ","24,348.2 ","26,818.7 ",,"4,382.7 ","6,901.3 ","2,518.6 ","140,142.0 ",,"138,229.8 ","102,473.6 ","35,756.2 ",,"33,331.0 ",,"135,042.2 ",,,,,,
2015/ 1- 3.,"133,101.8 ","74,235.2 ","72,984.1 ","60,631.8 ","4,944.2 ","24,726.7 ","-2,632.4 ","24,957.8 ","7,642.5 ",49.5 ,-821.6 ,"24,088.4 ","24,910.0 ",,"5,605.7 ","7,140.1 ","1,534.3 ","138,707.5 ",,"133,923.4 ","101,273.6 ","32,649.8 ",,"37,313.3 ",,"135,684.7 ",,,,,,
4- 6.,"132,896.8 ","74,082.2 ","72,367.4 ","60,021.1 ","4,802.6 ","19,540.3 ","2,162.4 ","27,865.7 ","5,225.8 ",-29.8 ,-752.5 ,"23,070.9 ","23,823.3 ",,"5,097.4 ","7,892.2 ","2,794.8 ","137,994.2 ",,"133,649.3 ","100,587.5 ","33,061.8 ",,"29,568.8 ",,"130,764.2 ",,,,,,
7- 9.,"131,973.2 ","75,196.7 ","73,493.4 ","61,155.7 ","5,209.8 ","21,604.5 ",236.2 ,"24,263.6 ","6,231.2 ",-19.5 ,-749.4 ,"23,417.8 ","24,167.2 ",,"6,163.9 ","7,888.6 ","1,724.6 ","138,137.2 ",,"132,722.6 ","102,247.3 ","30,475.3 ",,"33,045.6 ",,"131,756.4 ",,,,,,
10-12.,"140,060.5 ","76,550.9 ","74,362.5 ","62,032.9 ","5,349.4 ","21,447.6 ","1,295.9 ","28,462.8 ","7,629.8 ",-19.3 ,-656.6 ,"23,238.4 ","23,895.0 ",,"4,296.4 ","7,131.7 ","2,835.4 ","144,356.9 ",,"140,717.1 ","104,643.8 ","36,073.4 ",,"34,426.8 ",,"138,783.9 ",,,,,,
2016/ 1- 3.,"135,808.8 ","74,009.5 ","72,598.4 ","60,292.0 ","5,034.4 ","24,370.0 ","-2,291.8 ","25,693.5 ","7,934.7 ",17.5 ,"1,041.2 ","22,282.5 ","21,241.3 ",,"5,603.4 ","7,301.1 ","1,697.7 ","141,412.2 ",,"134,767.6 ","101,122.0 ","33,645.6 ",,"37,339.0 ",,"138,083.2 ",,,,,,
4- 6.,"134,271.6 ","73,113.2 ","71,347.4 ","59,058.7 ","4,935.9 ","19,530.5 ","2,141.2 ","28,265.9 ","5,333.7 ",-65.1 ,"1,016.4 ","21,028.6 ","20,012.2 ",,"4,369.7 ","7,542.1 ","3,172.4 ","138,641.3 ",,"133,255.3 ","99,720.8 ","33,534.5 ",,"29,800.1 ",,"132,195.5 ",,,,,,
7- 9.,"132,635.6 ","74,036.3 ","72,253.4 ","59,985.8 ","5,408.4 ","21,170.3 ",58.1 ,"24,547.0 ","6,322.3 ",-71.2 ,"1,164.5 ","20,995.3 ","19,830.8 ",,"5,490.1 ","7,373.4 ","1,883.3 ","138,125.7 ",,"131,471.1 ","100,673.1 ","30,798.0 ",,"32,901.0 ",,"132,648.8 ",,,,,,
10-12.,"141,648.6 ","76,616.6 ","74,294.3 ","62,040.4 ","5,611.5 ","21,561.3 ",703.7 ,"28,500.8 ","7,575.5 ",-84.5 ,"1,163.8 ","23,107.4 ","21,943.7 ",,"3,479.4 ","6,503.0 ","3,023.6 ","145,128.0 ",,"140,484.9 ","104,493.1 ","35,991.7 ",,"34,748.4 ",,"141,029.4 ",,,,,,
2017/ 1- 3.,"136,271.3 ","74,567.4 ","73,046.2 ","60,807.1 ","5,295.3 ","24,738.6 ","-2,692.8 ","25,484.5 ","7,853.4 ",-60.4 ,"1,085.4 ","24,113.0 ","23,027.6 ",,"5,814.9 ","7,772.8 ","1,957.9 ","142,086.2 ",,"135,185.9 ","101,908.4 ","33,277.5 ",,"37,887.2 ",,"139,024.5 ",,,,,,
4- 6.,"136,011.8 ","74,600.3 ","72,810.6 ","60,584.7 ","5,135.8 ","20,151.1 ","1,420.5 ","28,439.8 ","5,609.8 ",18.5 ,636.0 ,"23,259.9 ","22,623.8 ",,"4,510.0 ","7,963.2 ","3,453.2 ","140,521.8 ",,"135,375.8 ","101,307.7 ","34,068.1 ",,"30,896.7 ",,"134,572.8 ",,,,,,
7- 9.,"135,787.2 ","74,983.3 ","73,175.0 ","60,956.7 ","5,525.8 ","21,929.7 ",565.7 ,"24,750.8 ","6,455.4 ",19.3 ,"1,557.2 ","24,084.9 ","22,527.7 ",,"6,268.8 ","8,229.3 ","1,960.4 ","142,056.1 ",,"134,230.1 ","103,004.5 ","31,225.5 ",,"33,910.9 ",,"135,202.2 ",,,,,,
10-12.,"145,002.7 ","77,902.6 ","75,556.5 ","63,349.1 ","5,498.8 ","22,434.5 ","1,854.2 ","28,686.4 ","7,680.6 ",22.6 ,922.9 ,"25,835.8 ","24,912.9 ",,"3,866.9 ","7,188.4 ","3,321.6 ","148,869.6 ",,"144,079.8 ","107,690.2 ","36,389.6 ",,"35,614.0 ",,"143,125.9 ",,,,,,
2018/ 1- 3.,"138,885.7 ","75,559.7 ","74,049.2 ","61,856.5 ","5,094.5 ","25,593.1 ","-2,091.8 ","25,831.7 ","7,941.2 ",29.0 ,928.3 ,"25,511.7 ","24,583.4 ",,"5,674.4 ","7,964.9 ","2,290.5 ","144,560.1 ",,"137,957.4 ","104,155.5 ","33,801.9 ",,"38,628.8 ",,"140,948.5 ",,,,,,
4- 6.,"137,854.4 ","75,051.3 ","73,450.0 ","61,266.7 ","4,776.4 ","20,973.1 ","1,774.4 ","28,961.3 ","5,849.8 ",-14.1 ,482.2 ,"25,129.9 ","24,647.7 ",,"5,007.2 ","8,826.2 ","3,819.0 ","142,861.6 ",,"137,372.2 ","102,575.1 ","34,797.0 ",,"31,599.3 ",,"136,094.1 ",,,,,,
7- 9.,"135,122.1 ","75,961.6 ","74,306.4 ","62,128.6 ","5,172.8 ","21,958.5 ",502.3 ,"25,026.9 ","6,659.7 ",-9.1 ,-150.5 ,"25,012.4 ","25,162.9 ",,"6,479.3 ","8,774.5 ","2,295.3 ","141,601.4 ",,"135,272.6 ","103,595.2 ","31,677.4 ",,"33,791.0 ",,"134,629.0 ",,,,,,
10-12.,"144,327.4 ","78,460.1 ","76,290.0 ","64,126.1 ","5,367.4 ","22,951.1 ","1,870.0 ","29,085.3 ","7,761.2 ",-18.7 ,"-1,148.9 ","26,292.4 ","27,441.3 ",,"4,128.3 ","7,847.1 ","3,718.8 ","148,455.6 ",,"145,476.3 ","108,648.5 ","36,827.8 ",,"36,079.7 ",,"142,476.1 ",,,,,,
2019/ 1- 3.,"139,115.1 ","75,612.5 ","74,256.4 ","62,098.1 ","5,214.1 ","25,882.4 ","-1,771.4 ","26,025.5 ","8,113.3 ",-29.4 ,68.0 ,"24,726.4 ","24,658.4 ",,"6,111.1 ","8,432.5 ","2,321.4 ","145,226.2 ",,"139,047.0 ","104,937.6 ","34,109.4 ",,"39,209.8 ",,"140,915.8 ",,,,,,
4- 6.,"138,940.4 ","75,818.0 ","74,094.4 ","61,941.5 ","5,095.3 ","21,035.0 ","2,269.0 ","29,554.5 ","5,833.9 ",-3.9 ,-661.4 ,"24,219.9 ","24,881.3 ",,"5,112.7 ","9,099.3 ","3,986.7 ","144,053.0 ",,"139,601.8 ","104,217.2 ","35,384.5 ",,"31,964.2 ",,"136,675.3 ",,,,,,
7- 9.,"137,355.1 ","76,893.8 ","75,136.8 ","62,990.0 ","5,524.8 ","23,079.8 ",238.8 ,"25,656.5 ","6,810.2 ",-23.9 ,-824.7 ,"23,809.7 ","24,634.4 ",,"6,696.1 ","9,192.1 ","2,496.0 ","144,051.2 ",,"138,179.8 ","105,737.1 ","32,442.7 ",,"35,414.8 ",,"137,140.3 ",,,,,,
10-12.,"144,451.7 ","77,327.4 ","74,950.9 ","62,803.6 ","5,627.7 ","21,985.8 ","1,435.6 ","30,034.1 ","8,232.1 ",5.5 ,-196.5 ,"24,675.1 ","24,871.5 ",,"3,958.5 ","7,699.2 ","3,740.7 ","148,410.2 ",,"144,648.2 ","106,376.5 ","38,271.7 ",,"35,845.6 ",,"143,010.7 ",,,,,,
2020/ 1- 3.,"137,565.9 ","74,203.3 ","72,639.2 ","60,495.5 ","5,134.1 ","25,449.5 ","-1,838.3 ","26,473.4 ","8,382.2 ",16.9 ,-255.2 ,"23,024.2 ","23,279.4 ",,"6,255.3 ","8,478.0 ","2,222.8 ","143,821.2 ",,"137,821.1 ","102,948.6 ","34,872.5 ",,"38,965.8 ",,"139,387.4 ",,,,,,
4- 6.,"126,578.7 ","67,702.4 ","65,690.5 ","53,546.5 ","4,890.9 ","19,145.3 ","1,862.3 ","29,750.7 ","6,131.5 ",0.1 ,"-2,904.5 ","18,049.6 ","20,954.1 ",,"4,646.8 ","8,077.2 ","3,430.3 ","131,225.5 ",,"129,483.2 ","93,600.9 ","35,882.3 ",,"30,167.7 ",,"124,716.3 ",,,,,,
7- 9.,"131,234.6 ","71,555.3 ","69,568.5 ","57,431.4 ","5,011.9 ","20,497.5 ",195.8 ,"26,493.0 ","7,136.3 ",1.0 ,343.7 ,"19,893.2 ","19,549.5 ",,"5,974.9 ","8,120.6 ","2,145.7 ","137,209.5 ",,"130,890.9 ","97,260.6 ","33,630.3 ",,"32,645.8 ",,"131,037.8 ",,,,,,
10-12.,"143,309.3 ","74,939.4 ","72,368.1 ","60,237.8 ","5,105.1 ","21,116.6 ",900.1 ,"31,154.8 ","8,614.4 ",-8.3 ,"1,487.2 ","22,862.1 ","21,374.9 ",,"4,323.6 ","7,215.7 ","2,892.1 ","147,632.9 ",,"141,822.1 ","102,061.2 ","39,760.9 ",,"34,836.1 ",,"142,417.5 ",,,,,,
2021/ 1- 3.,"135,515.3 ","71,955.0 ","70,217.3 ","58,082.8 ","4,934.2 ","24,115.7 ","-2,139.0 ","27,285.7 ","8,727.4 ",19.5 ,616.7 ,"23,453.6 ","22,836.9 ",,"6,201.2 ","8,311.4 ","2,110.2 ","141,716.5 ",,"134,898.5 ","98,866.0 ","36,032.5 ",,"37,777.3 ",,"137,634.8 ",,,,,,
4- 6.,"134,715.0 ","71,854.8 ","69,762.4 ","57,625.8 ","4,915.7 ","20,024.9 ","1,292.0 ","31,156.9 ","6,178.2 ",-0.5 ,-706.9 ,"24,549.3 ","25,256.2 ",,"5,357.9 ","8,861.4 ","3,503.5 ","140,072.9 ",,"135,421.9 ","98,087.4 ","37,334.5 ",,"31,118.7 ",,"133,423.5 ",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
