実質原系列,,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,,,(単位:2015暦年連鎖価格、10億円),,,
"Real, Original Series",,,,,,,,,,,,,,,,<cf>,,,,,,,,,,,,,(Billions of Chained (2015) Yen),,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,開差,,交易利得,国内総所得,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,
10-12.,"130,228.2 ","72,021.3 ","70,418.1 ","58,853.5 ","5,763.2 ","19,890.9 ","3,361.9 ","23,498.1 ","7,207.6 ",13.2 ,"-1,412.7 ","19,798.7 ","21,211.4 ",-115.4 ,,579.2 ,"130,807.4 ","2,292.7 ","3,775.6 ","1,482.9 ","133,100.1 ",,"131,820.1 ","101,115.2 ","30,680.0 ",,"32,809.4 ",,"126,709.8 ",,,
2009/ 1- 3.,"120,830.5 ","70,098.4 ","68,991.0 ","57,375.8 ","5,003.8 ","21,234.2 ","-3,671.7 ","23,576.5 ","7,785.0 ",-3.5 ,"-2,930.9 ","14,418.1 ","17,349.0 ",-261.2 ,,"1,909.4 ","122,739.9 ","3,540.9 ","4,359.5 ",818.6 ,"126,280.9 ",,"123,893.8 ","92,600.1 ","31,302.9 ",,"34,009.0 ",,"124,577.7 ",,,
4- 6.,"119,602.0 ","69,526.7 ","68,215.2 ","56,558.1 ","4,377.0 ","16,738.7 ",368.5 ,"23,885.8 ","5,609.4 ",4.3 ,-968.6 ,"15,458.1 ","16,426.7 ",60.3 ,,"1,578.9 ","121,180.9 ","2,971.2 ","4,292.9 ","1,321.8 ","124,152.1 ",,"120,600.8 ","91,079.5 ","29,517.8 ",,"26,721.4 ",,"119,134.7 ",,,
7- 9.,"122,180.0 ","71,803.3 ","70,245.6 ","58,567.5 ","4,360.4 ","18,003.2 ","-1,762.4 ","23,782.4 ","6,287.5 ",-22.2 ,-246.3 ,"17,304.8 ","17,551.1 ",-25.9 ,,"1,305.1 ","123,485.0 ","3,578.6 ","4,329.6 ",751.0 ,"127,063.6 ",,"122,459.7 ","92,420.0 ","30,036.5 ",,"28,652.8 ",,"123,955.2 ",,,
10-12.,"128,002.5 ","73,343.2 ","71,694.3 ","59,991.4 ","4,293.6 ","17,462.9 ",218.5 ,"24,207.7 ","7,958.8 ",11.2 ,543.8 ,"18,845.3 ","18,301.5 ",-37.1 ,,"1,251.5 ","129,254.0 ","2,416.0 ","3,445.4 ","1,029.4 ","131,670.0 ",,"127,497.4 ","95,377.9 ","32,126.6 ",,"29,658.6 ",,"127,705.7 ",,,
2010/ 1- 3.,"126,093.0 ","72,005.5 ","70,803.5 ","59,056.6 ","4,316.0 ","20,030.2 ","-3,646.5 ","23,999.3 ","8,335.7 ",38.2 ,"1,121.6 ","19,482.6 ","18,361.0 ",-106.9 ,,953.8 ,"127,046.8 ","3,959.7 ","4,692.4 ",732.7 ,"131,006.5 ",,"125,082.6 ","92,794.4 ","32,299.2 ",,"32,654.4 ",,"129,579.8 ",,,
4- 6.,"123,766.9 ","71,150.5 ","69,773.3 ","57,979.5 ","4,180.6 ","16,392.1 ","1,177.1 ","24,414.9 ","5,313.9 ",-0.2 ,"1,172.7 ","20,266.3 ","19,093.6 ",-34.7 ,,537.8 ,"124,304.7 ","3,010.4 ","4,457.6 ","1,447.2 ","127,315.1 ",,"122,664.5 ","92,888.4 ","29,773.5 ",,"25,892.2 ",,"122,635.5 ",,,
7- 9.,"129,010.7 ","74,246.6 ","72,633.9 ","60,829.3 ","4,526.6 ","18,309.0 ",475.9 ,"24,161.5 ","6,078.5 ",-59.8 ,"1,388.2 ","21,186.9 ","19,798.8 ",-115.8 ,,575.6 ,"129,586.4 ","4,022.6 ","4,806.2 ",783.6 ,"133,608.9 ",,"127,741.3 ","97,545.0 ","30,187.8 ",,"28,919.3 ",,"128,634.8 ",,,
10-12.,"131,849.4 ","74,005.6 ","72,310.2 ","60,456.0 ","4,771.7 ","17,986.8 ","2,042.6 ","24,663.4 ","7,309.2 ",-5.2 ,"1,272.2 ","21,505.0 ","20,232.8 ",-196.9 ,,486.3 ,"132,335.7 ","2,706.4 ","3,955.1 ","1,248.6 ","135,042.2 ",,"130,696.2 ","98,762.5 ","31,932.1 ",,"30,024.3 ",,"129,887.9 ",,,
2011/ 1- 3.,"127,436.7 ","71,095.0 ","69,823.7 ","57,922.2 ","4,709.0 ","21,005.7 ","-2,373.3 ","24,817.6 ","7,472.3 ",-1.3 ,839.1 ,"20,875.2 ","20,036.1 ",-127.2 ,,-283.1 ,"127,153.6 ","4,318.4 ","5,116.9 ",798.5 ,"131,472.0 ",,"126,658.5 ","94,404.3 ","32,249.9 ",,"33,187.7 ",,"129,850.9 ",,,
4- 6.,"122,699.7 ","70,460.8 ","68,911.8 ","57,014.0 ","4,413.3 ","16,640.5 ","1,475.6 ","24,890.2 ","5,189.5 ",2.5 ,-480.7 ,"19,249.5 ","19,730.2 ",108.2 ,,"-1,122.3 ","121,577.4 ","3,516.7 ","4,899.9 ","1,383.2 ","125,094.1 ",,"123,127.0 ","92,988.3 ","30,138.2 ",,"26,246.1 ",,"121,239.4 ",,,
7- 9.,"128,608.3 ","73,459.8 ","71,684.9 ","59,771.2 ","4,925.4 ","18,729.0 ",433.3 ,"24,619.3 ","5,895.8 ",-7.4 ,545.8 ,"21,301.0 ","20,755.2 ",7.3 ,,"-1,283.5 ","127,324.8 ","4,269.2 ","5,052.6 ",783.4 ,"131,594.0 ",,"128,077.7 ","97,547.9 ","30,532.2 ",,"29,554.2 ",,"128,180.8 ",,,
10-12.,"132,096.9 ","74,864.1 ","73,001.8 ","61,057.0 ","4,969.8 ","19,229.7 ","1,451.8 ","25,075.2 ","6,925.7 ",2.2 ,-486.5 ,"20,916.5 ","21,403.0 ",64.8 ,,"-1,232.0 ","130,864.9 ","2,677.6 ","3,878.1 ","1,200.5 ","133,542.5 ",,"132,524.6 ","100,533.8 ","31,992.6 ",,"31,110.3 ",,"130,626.3 ",,,
2012/ 1- 3.,"131,275.0 ","73,535.2 ","72,152.6 ","60,153.7 ","4,675.5 ","22,023.7 ","-1,673.5 ","25,383.0 ","7,581.9 ",8.4 ,-201.2 ,"21,167.5 ","21,368.7 ",-58.0 ,,"-1,393.2 ","129,881.8 ","3,993.5 ","4,781.9 ",788.4 ,"133,875.3 ",,"131,456.0 ","98,507.8 ","32,943.2 ",,"34,292.2 ",,"133,012.0 ",,,
4- 6.,"126,141.1 ","72,430.9 ","70,775.6 ","58,716.6 ","4,554.6 ","17,695.5 ","1,408.2 ","25,246.2 ","5,209.5 ",13.9 ,-511.4 ,"21,025.6 ","21,537.0 ",93.7 ,,"-1,567.8 ","124,573.3 ","3,279.5 ","4,838.6 ","1,559.1 ","127,852.8 ",,"126,651.4 ","96,126.3 ","30,527.7 ",,"27,470.4 ",,"124,685.9 ",,,
7- 9.,"128,441.3 ","74,210.6 ","72,339.4 ","60,251.7 ","4,979.5 ","19,256.0 ",351.6 ,"24,948.5 ","6,050.0 ",5.4 ,"-1,467.8 ","20,401.5 ","21,869.3 ",107.5 ,,"-1,107.7 ","127,333.6 ","4,135.8 ","4,914.0 ",778.2 ,"131,469.4 ",,"129,816.1 ","98,794.6 ","31,026.0 ",,"30,289.7 ",,"128,087.0 ",,,
10-12.,"132,006.9 ","75,583.4 ","73,604.9 ","61,483.0 ","5,247.6 ","18,995.8 ","1,112.5 ","25,497.7 ","7,157.3 ",4.8 ,"-1,749.2 ","19,867.7 ","21,617.0 ",157.2 ,,"-1,110.9 ","130,896.0 ","2,786.0 ","4,167.5 ","1,381.5 ","133,682.0 ",,"133,590.5 ","100,945.0 ","32,645.7 ",,"31,375.3 ",,"130,873.4 ",,,
2013/ 1- 3.,"131,333.4 ","75,070.3 ","73,564.7 ","61,395.7 ","5,052.5 ","21,811.2 ","-2,462.1 ","25,565.9 ","7,457.6 ",-20.6 ,"-1,204.1 ","20,209.9 ","21,414.0 ",62.8 ,,"-1,412.3 ","129,921.1 ","4,511.5 ","5,470.4 ",958.9 ,"134,432.7 ",,"132,406.4 ","99,430.8 ","32,972.4 ",,"34,327.0 ",,"133,891.0 ",,,
4- 6.,"128,463.0 ","74,363.1 ","72,704.4 ","60,479.6 ","4,837.8 ","18,114.6 ",800.3 ,"25,774.4 ","5,248.6 ",6.5 ,-778.2 ,"20,903.0 ","21,681.2 ",95.9 ,,"-1,494.9 ","126,968.1 ","4,735.0 ","6,704.4 ","1,969.4 ","131,703.1 ",,"129,193.5 ","98,114.4 ","31,081.9 ",,"28,207.0 ",,"127,657.7 ",,,
7- 9.,"132,356.4 ","76,449.2 ","74,580.7 ","62,318.3 ","5,392.4 ","20,102.9 ",-89.8 ,"25,395.7 ","6,615.6 ",-31.2 ,"-1,555.6 ","20,921.3 ","22,476.9 ",77.3 ,,"-1,567.8 ","130,788.6 ","5,239.8 ","6,527.1 ","1,287.3 ","136,028.4 ",,"133,804.4 ","101,831.7 ","31,976.8 ",,"32,103.6 ",,"132,504.3 ",,,
10-12.,"136,095.3 ","77,585.5 ","75,602.0 ","63,319.7 ","5,763.8 ","20,011.1 ","1,105.4 ","25,832.8 ","8,133.1 ",18.1 ,"-2,461.3 ","21,096.4 ","23,557.6 ",106.8 ,,"-1,725.4 ","134,369.9 ","3,471.1 ","5,342.5 ","1,871.4 ","137,841.0 ",,"138,408.8 ","104,457.2 ","33,951.1 ",,"33,865.8 ",,"134,949.5 ",,,
2014/ 1- 3.,"135,165.7 ","77,605.6 ","76,063.5 ","63,777.1 ","5,555.7 ","23,724.5 ","-3,172.4 ","26,085.5 ","8,073.9 ",37.4 ,"-2,603.4 ","22,165.5 ","24,769.0 ",-140.9 ,,"-2,053.1 ","133,112.6 ","5,122.5 ","6,485.7 ","1,363.2 ","138,235.1 ",,"137,764.2 ","103,581.6 ","34,180.5 ",,"37,348.2 ",,"138,470.7 ",,,
4- 6.,"128,336.9 ","72,404.1 ","70,894.7 ","58,560.3 ","4,829.6 ","18,586.8 ","2,142.8 ","25,817.9 ","5,297.6 ",11.0 ,-845.7 ,"22,315.6 ","23,161.3 ",92.8 ,,"-1,939.8 ","126,397.0 ","4,170.0 ","6,658.4 ","2,488.4 ","130,567.0 ",,"129,194.6 ","98,033.2 ","31,163.4 ",,"28,720.3 ",,"126,078.7 ",,,
7- 9.,"130,920.5 ","74,622.5 ","72,938.9 ","60,613.8 ","4,924.7 ","20,442.1 ",-9.0 ,"25,606.3 ","6,544.7 ",29.0 ,"-1,218.8 ","22,658.3 ","23,877.1 ",-20.9 ,,"-2,003.0 ","128,917.5 ","5,820.6 ","7,306.4 ","1,485.8 ","134,738.1 ",,"132,181.0 ","99,981.8 ","32,200.0 ",,"31,916.5 ",,"130,891.1 ",,,
10-12.,"135,389.6 ","76,084.6 ","74,242.1 ","61,919.9 ","5,086.3 ","20,386.0 ",713.8 ,"26,045.9 ","7,915.0 ",-6.2 ,-807.2 ,"23,757.1 ","24,564.2 ",-28.5 ,,"-1,525.9 ","133,863.7 ","4,319.5 ","6,801.8 ","2,482.3 ","138,183.2 ",,"136,237.0 ","102,297.9 ","33,936.9 ",,"33,373.3 ",,"134,648.6 ",,,
2015/ 1- 3.,"135,544.6 ","74,826.2 ","73,463.4 ","61,132.5 ","4,957.5 ","24,786.6 ","-2,613.6 ","26,517.5 ","7,668.0 ",46.7 ,-556.4 ,"23,912.4 ","24,468.7 ",-87.8 ,,-254.9 ,"135,289.7 ","5,697.7 ","7,257.1 ","1,559.5 ","140,987.3 ",,"136,119.3 ","101,878.7 ","34,237.8 ",,"37,407.7 ",,"138,205.7 ",,,
4- 6.,"131,364.4 ","73,743.2 ","72,082.9 ","59,742.1 ","4,813.8 ","19,521.8 ","2,189.3 ","26,318.7 ","5,219.8 ",-32.5 ,-498.4 ,"22,799.4 ","23,297.9 ",88.8 ,,-241.2 ,"131,123.2 ","5,028.2 ","7,785.2 ","2,756.9 ","136,151.5 ",,"131,837.1 ","100,329.4 ","31,509.3 ",,"29,557.5 ",,"129,128.5 ",,,
7- 9.,"133,745.7 ","75,307.2 ","73,476.2 ","61,131.6 ","5,200.3 ","21,578.0 ",243.6 ,"26,060.0 ","6,227.0 ",-27.6 ,-829.1 ,"23,374.8 ","24,203.9 ",-13.6 ,,79.8 ,"133,825.5 ","6,250.3 ","7,999.1 ","1,748.8 ","140,075.8 ",,"134,582.5 ","102,325.9 ","32,258.1 ",,"33,008.2 ",,"133,540.3 ",,,
10-12.,"137,426.6 ","76,188.4 ","74,184.9 ","61,835.5 ","5,334.6 ","21,432.7 ","1,312.8 ","26,653.7 ","7,614.5 ",-26.5 ,"-1,096.1 ","23,728.8 ","24,825.0 ",12.6 ,,419.7 ,"137,846.3 ","4,229.4 ","7,020.5 ","2,791.1 ","142,075.6 ",,"138,522.5 ","104,288.0 ","34,234.0 ",,"34,381.1 ",,"136,114.6 ",,,
2016/ 1- 3.,"136,872.7 ","74,758.0 ","73,209.1 ","60,853.6 ","5,066.8 ","24,557.5 ","-2,335.2 ","27,229.2 ","8,019.6 ",26.6 ,-459.1 ,"23,713.7 ","24,172.7 ",9.3 ,,"1,604.6 ","138,477.3 ","5,709.9 ","7,439.9 ","1,730.0 ","144,187.2 ",,"137,329.9 ","102,057.5 ","35,272.0 ",,"37,643.4 ",,"139,167.6 ",,,
4- 6.,"131,993.7 ","73,106.8 ","71,381.3 ","59,020.3 ","4,975.2 ","19,724.6 ","2,286.0 ","26,742.4 ","5,395.3 ",-63.3 ,-177.3 ,"23,060.4 ","23,237.7 ",4.1 ,,"1,323.9 ","133,317.7 ","4,334.1 ","7,480.6 ","3,146.6 ","137,651.7 ",,"132,169.4 ","100,095.3 ","32,074.2 ",,"30,094.8 ",,"129,767.8 ",,,
7- 9.,"134,426.5 ","74,647.9 ","72,715.6 ","60,348.3 ","5,451.3 ","21,447.7 ",17.5 ,"26,454.7 ","6,393.2 ",-68.0 ,84.6 ,"23,613.5 ","23,528.9 ",-2.4 ,,"1,260.0 ","135,686.5 ","5,610.0 ","7,534.4 ","1,924.4 ","141,296.5 ",,"134,341.8 ","101,560.5 ","32,781.4 ",,"33,292.3 ",,"134,482.0 ",,,
10-12.,"138,844.6 ","76,272.0 ","74,145.5 ","61,772.0 ","5,599.1 ","21,707.5 ",738.0 ,"26,827.2 ","7,574.7 ",-90.6 ,227.6 ,"24,946.1 ","24,718.5 ",-11.0 ,,"1,055.3 ","139,899.9 ","3,433.2 ","6,416.7 ","2,983.5 ","143,333.1 ",,"138,620.5 ","104,307.2 ","34,313.5 ",,"34,881.9 ",,"138,208.9 ",,,
2017/ 1- 3.,"138,197.7 ","75,095.4 ","73,426.4 ","61,047.7 ","5,269.6 ","24,912.4 ","-2,713.3 ","27,163.2 ","7,855.4 ",-59.3 ,642.7 ,"25,211.6 ","24,568.9 ",31.5 ,,503.5 ,"138,701.2 ","5,918.8 ","7,911.8 ","1,992.9 ","144,620.0 ",,"137,602.7 ","102,647.7 ","34,953.8 ",,"38,034.0 ",,"140,850.2 ",,,
4- 6.,"133,901.8 ","74,414.6 ","72,678.8 ","60,294.6 ","5,095.7 ","20,230.7 ","1,496.1 ","26,788.8 ","5,594.3 ",17.0 ,312.9 ,"24,587.1 ","24,274.2 ",-48.4 ,,364.4 ,"134,266.2 ","4,450.5 ","7,858.1 ","3,407.6 ","138,716.7 ",,"133,587.8 ","101,191.0 ","32,397.9 ",,"30,920.9 ",,"132,462.1 ",,,
7- 9.,"137,187.5 ","75,276.5 ","73,331.5 ","60,940.2 ","5,448.9 ","21,987.5 ",563.3 ,"26,507.4 ","6,401.7 ",18.4 ,"1,097.5 ","25,258.0 ","24,160.5 ",-113.7 ,,553.4 ,"137,740.9 ","6,360.2 ","8,349.2 ","1,989.0 ","144,101.1 ",,"136,185.5 ","103,263.9 ","32,922.9 ",,"33,838.5 ",,"136,628.3 ",,,
10-12.,"141,933.0 ","77,142.5 ","75,007.8 ","62,609.1 ","5,380.2 ","22,369.9 ","1,894.8 ","26,885.8 ","7,556.2 ",21.3 ,769.7 ,"26,587.1 ","25,817.4 ",-87.5 ,,183.3 ,"142,116.3 ","3,789.4 ","7,044.4 ","3,255.0 ","145,905.7 ",,"141,193.4 ","106,738.1 ","34,456.1 ",,"35,307.6 ",,"140,085.8 ",,,
2018/ 1- 3.,"140,148.8 ","75,396.8 ","73,751.9 ","61,350.5 ","4,993.3 ","25,620.1 ","-2,092.9 ","27,313.5 ","7,841.1 ",22.4 ,"1,096.7 ","26,532.7 ","25,436.1 ",-42.1 ,,-133.7 ,"140,015.2 ","5,721.3 ","8,030.8 ","2,309.5 ","145,736.5 ",,"139,098.4 ","103,920.4 ","35,177.2 ",,"38,441.7 ",,"142,201.7 ",,,
4- 6.,"135,572.8 ","74,517.8 ","72,970.8 ","60,565.9 ","4,645.6 ","20,874.0 ","1,796.1 ","27,095.4 ","5,723.3 ",-13.1 ,"1,013.5 ","26,084.9 ","25,071.4 ",-79.9 ,,-517.9 ,"135,054.9 ","4,906.1 ","8,648.0 ","3,741.9 ","139,961.0 ",,"134,598.6 ","101,806.2 ","32,793.2 ",,"31,235.3 ",,"133,825.5 ",,,
7- 9.,"136,943.9 ","75,620.1 ","73,841.4 ","61,427.8 ","5,018.0 ","21,814.4 ",497.4 ,"26,728.4 ","6,501.6 ",-8.9 ,834.0 ,"25,790.7 ","24,956.8 ",-61.0 ,,-986.1 ,"135,957.8 ","6,521.5 ","8,831.7 ","2,310.2 ","142,479.3 ",,"136,154.2 ","102,940.8 ","33,214.1 ",,"33,331.2 ",,"136,468.5 ",,,
10-12.,"141,634.9 ","77,215.4 ","75,254.3 ","62,830.2 ","5,173.0 ","22,685.3 ","1,861.5 ","27,297.7 ","7,501.7 ",-11.6 ,-68.5 ,"27,056.9 ","27,125.4 ",-19.6 ,,"-1,090.0 ","140,544.9 ","4,021.1 ","7,643.4 ","3,622.3 ","144,566.0 ",,"141,699.9 ","106,914.5 ","34,785.9 ",,"35,361.4 ",,"139,810.9 ",,,
2019/ 1- 3.,"140,196.1 ","75,290.3 ","73,809.6 ","61,386.5 ","5,056.3 ","25,691.6 ","-1,752.4 ","27,564.3 ","7,888.5 ",-37.0 ,507.8 ,"26,068.4 ","25,560.6 ",-13.3 ,,-436.7 ,"139,759.4 ","6,139.4 ","8,471.5 ","2,332.1 ","145,898.8 ",,"139,690.2 ","104,275.2 ","35,415.2 ",,"38,619.2 ",,"142,010.0 ",,,
4- 6.,"136,069.7 ","74,833.2 ","73,166.8 ","60,740.8 ","4,918.9 ","20,820.2 ","2,291.6 ","27,614.3 ","5,648.6 ",-3.7 ,-1.0 ,"25,591.1 ","25,592.1 ",-52.3 ,,-688.4 ,"135,381.3 ","4,983.8 ","8,869.9 ","3,886.1 ","140,365.1 ",,"136,082.4 ","102,850.5 ","33,232.3 ",,"31,380.8 ",,"133,792.3 ",,,
7- 9.,"138,451.5 ","76,351.5 ","74,463.6 ","62,024.7 ","5,326.5 ","22,882.8 ",279.4 ,"27,411.7 ","6,585.2 ",-21.6 ,-341.0 ,"25,725.2 ","26,066.2 ",-23.0 ,,-540.7 ,"137,910.8 ","6,726.0 ","9,233.1 ","2,507.1 ","144,636.8 ",,"138,796.8 ","104,835.7 ","33,961.5 ",,"34,791.7 ",,"138,209.4 ",,,
10-12.,"139,664.4 ","75,389.5 ","73,242.9 ","60,805.5 ","5,296.4 ","21,657.5 ","1,488.1 ","27,887.2 ","7,812.2 ",4.0 ,159.4 ,"26,543.1 ","26,383.7 ",-29.9 ,,-369.2 ,"139,295.1 ","3,818.5 ","7,426.9 ","3,608.4 ","143,113.6 ",,"139,533.7 ","103,821.4 ","35,712.5 ",,"34,787.3 ",,"138,187.2 ",,,
2020/ 1- 3.,"137,293.0 ","73,173.3 ","71,466.7 ","59,037.9 ","4,855.0 ","25,150.6 ","-1,878.8 ","27,936.4 ","7,995.1 ",11.5 ,-15.9 ,"24,822.6 ","24,838.5 ",65.8 ,,-257.7 ,"137,035.3 ","6,231.7 ","8,446.1 ","2,214.4 ","143,267.0 ",,"137,301.1 ","101,341.7 ","35,959.3 ",,"37,983.5 ",,"139,113.8 ",,,
4- 6.,"122,304.3 ","66,475.7 ","64,533.2 ","52,148.5 ","4,675.2 ","19,072.5 ","2,264.1 ","27,983.6 ","5,908.8 ",-0.9 ,"-4,286.9 ","20,039.3 ","24,326.2 ",212.3 ,,983.1 ,"123,287.4 ","4,532.7 ","7,878.7 ","3,346.1 ","127,820.0 ",,"126,301.9 ","92,444.7 ","33,857.2 ",,"29,663.5 ",,"120,088.9 ",,,
7- 9.,"130,898.2 ","70,845.0 ","68,716.2 ","56,297.5 ","4,771.1 ","20,390.8 ",255.9 ,"28,338.1 ","6,837.2 ",0.2 ,-602.0 ,"21,808.3 ","22,410.3 ",61.9 ,,987.4 ,"131,885.5 ","5,999.1 ","8,153.5 ","2,154.4 ","137,884.6 ",,"131,421.6 ","96,259.4 ","35,162.4 ",,"32,012.1 ",,"130,652.7 ",,,
10-12.,"138,465.0 ","73,719.1 ","71,381.4 ","58,939.2 ","4,838.5 ","20,978.8 ",881.0 ,"29,318.0 ","8,201.7 ",-15.9 ,576.7 ,"25,057.8 ","24,481.2 ",-32.8 ,,"1,088.8 ","139,553.8 ","4,204.3 ","7,016.6 ","2,812.3 ","143,758.1 ",,"137,909.7 ","100,394.4 ","37,515.4 ",,"34,051.6 ",,"137,628.7 ",,,
2021/ 1- 3.,"135,457.1 ","71,292.2 ","69,396.7 ","56,966.1 ","4,648.7 ","23,871.7 ","-2,140.3 ","28,928.0 ","8,278.2 ",5.7 ,428.1 ,"25,069.2 ","24,641.1 ",144.9 ,,234.2 ,"135,691.3 ","6,206.7 ","8,318.7 ","2,112.0 ","141,898.0 ",,"135,017.8 ","97,791.2 ","37,228.3 ",,"36,785.5 ",,"137,441.1 ",,,
4- 6.,"131,635.4 ","71,261.7 ","69,250.5 ","56,816.2 ","4,543.6 ","19,669.1 ","1,444.8 ","29,188.0 ","5,820.6 ",-0.7 ,-295.2 ,"25,280.5 ","25,575.7 ",3.4 ,,-426.7 ,"131,208.8 ","5,214.8 ","8,624.7 ","3,409.9 ","136,423.6 ",,"131,805.6 ","96,863.2 ","34,939.9 ",,"30,020.6 ",,"130,256.1 ",,,
＊開差＝国内総生産(支出側)－国内総生産(支出側)の内訳項目計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
＊財貨・サービスの純輸出は連鎖方式での計算ができないため、財貨・サービスの輸出－財貨・サービスの輸入により求めている。このため寄与度とは符号が一致しない場合がある。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
