Exp or Imp,Year & Month,Grand Total,FOODSTUFF,,RAW MATERIALS,,MINERAL FUELS,,CHEMICALS,, ORGANIC CHEMICALS,, MEDICAL PRODUCTS,, PLASTIC MATERIALS,,MANUFACTURED GOODS,, IRON AND STEEL PRODUCTS,, NONFERROUS METALS,, MANUFACTURES OF METALS,," TEXTILE YARN, FABRICS",, NON-METALLIC MINERAL WARE,, RUBBER MANUFACTURED,, PAPER & PAPER MANUFACTURES,,MACHINERY,, POWER GENERATING MACHINE,, COMPUTERS AND UNITS,, PARTS OF COMPUTER,, METALWORKING MACHINERY,, PUMP AND CENTRIFUGES,, CONSTRUCTION MACHINES,, MECHANICAL HANDLING EQUIP,, HEATING OR COOLING MACHINE,, TEXTILE MACHINES,, BALL OR ROLLER BEARINGS,,ELECTRICAL MACHINERY,, SEMICONDUCTORS ETC,, (IC),, VISUAL APPARATUS,, (VIDEO REC OR REPRO APP),, (TV RECEIVER),, AUDIO APPARATUS,," PARTS OF AUDIO, VISUAL APP.",, ELECTRICAL POWER MACHINERY,," TELEPHONY, TELEGRAPHY",, ELECTRICAL MEASURING,, ELECTRICAL APPARATUS,, BATTERIES AND ACCUMULATORS,,TRANSPORT EQUIPMENT,, MOTOR VEHICLES,, (CAR),, (BUS&TRUCK),, PARTS OF MOTOR VEHICLES,," MOTORCYCLES, AUTOCYCLES",, SHIPS,,OTHERS,," SCIENTIFIC, OPTICAL INST",, PHOTOGRAPHIC SUPPLIES,, BLANK/RECORDED MEDIA,
1,2015 Jan.-Mar.,19008382116,0,136955624,0,284676029,0,320147925,0,1985646896,0,578057095,0,105493190,1500193,614524006,0,2404423008,10495,1022970433,374820,384205202,0,295810208,0,166073366,0,218827785,0,244470281,391348,67862420,0,3750813250,0,673581233,4310,99964612,0,309954623,0,369047722,0,317611999,0,270543255,0,166662573,0,106651220,0,51556684,0,122695646,0,3227320437,0,946294626,13565,637161590,3140,138042750,1804,109374357,1335,28668393,30425,12912199,0,78158040,0,241071900,0,157047766,0,357970287,0,462070902,0,120584959,0,4495416886,1388903,2825805283,1181872,2427518784,194150,375853896,634530,854239028,227,99026483,4290841,451833498,0,2402982061,0,604109924,0,113922835,82822,56876247
1,2015 Apr.-Jun.,18791337139,0,142765355,0,316539667,0,317859568,0,1978432050,0,568423588,0,114218122,1585485,616170879,0,2351396293,10422,931589826,346055,360984461,0,313315299,0,190446316,0,223045074,0,257989894,404170,68988090,0,3620901159,0,646415883,4238,90950602,0,293315583,0,341360342,0,325442449,0,249017634,0,170618345,0,93684830,0,52365143,0,122878952,0,3280295767,0,982105397,14644,664213358,3342,147574627,2023,119883549,1319,27691078,27916,13642116,0,93164965,0,234958272,0,164878016,0,365458767,0,470622152,0,103633146,0,4285134949,1416593,2816690944,1194760,2392789901,207573,398782208,650084,858591243,197,59336498,2870034,305652509,0,2498012331,0,577922695,0,117075158,81839,53950793
1,2015 Jul.-Sep.,18956359836,0,146215558,0,273841590,0,353756709,0,1892131349,0,494509962,0,120718981,1477037,604962313,0,2297401004,10206,893248640,395487,378482604,0,301959019,0,178754790,0,224560156,0,246022611,415826,69170405,0,3538086331,0,626162209,3496,94963166,0,303621669,0,308091354,0,306142579,0,224402937,0,166890462,0,98253670,0,53730174,0,118108711,0,3445923520,0,1043007381,14018,714502048,3014,147607411,1947,115344473,1066,32262938,28025,12931246,0,105150355,0,236040280,0,191252234,0,372194108,0,464723363,0,114872756,0,4580191863,1458809,3049927465,1243769,2632312555,200466,393367527,645385,873079972,176,58998533,3401870,355335455,0,2428811912,0,592648272,0,123638194,101371,61794733
1,2015 Oct.-Dec.,18857849771,0,172676639,0,261957054,0,253157675,0,1903153644,0,475620971,0,121887553,1560765,608411622,0,2166613217,10148,820450530,310739,302576063,0,309269737,0,196338290,0,225621191,0,234876749,425934,71566569,0,3514060635,0,645296486,3809,97697932,0,299701591,0,272243321,0,311349090,0,209529968,0,159924440,0,111863578,0,60230135,0,117138626,0,3335122155,0,943113255,13454,628536945,3160,138271793,2026,106026103,1134,32245690,27984,12677825,0,88532466,0,229044437,0,209810672,0,372777712,0,456832429,0,120134153,0,4779987246,1576724,3353835469,1356478,2953579125,205784,377733040,672166,897138358,211,76731936,1918197,220768809,0,2471121506,0,601523359,0,121937163,76006,60405423
1,(Ratio to ST),95.4,-,118.8,-,85.7,-,67.3,-,91.9,-,74.5,-,134.5,102.6,94.9,-,87.5,95.9,78.9,91.4,83.4,-,99.2,-,101.6,-,99.2,-,87.6,110.4,106.3,-,92.0,-,93.1,71.0,97.8,-,89.8,-,78.5,-,91.4,-,78.2,-,89.1,-,102.5,-,113.8,-,90.2,-,95.1,-,92.0,92.2,90.0,81.3,83.9,89.5,78.4,69.8,109.0,77.0,89.9,-,101.1,-,85.4,-,109.9,-,98.9,-,89.8,-,99.3,-,105.6,104.9,112.5,106.9,115.9,93.5,92.3,95.4,96.6,91.4,82.5,73.7,76.5,-,97.2,-,89.0,-,99.4,85.7,103.0
1,2014 Dec.,6891804493,0,52632905,0,110592069,0,121092321,0,723459316,0,222900221,0,30018522,518590,224500111,0,877576297,3769,376543066,109577,124776779,0,108579350,0,68837553,0,76496286,0,97378854,124927,23070643,0,1380719683,0,250269226,1737,36923369,0,112438906,0,123832332,0,117149361,0,105587052,0,60383804,0,41029391,0,16819713,0,45281063,0,1198692470,0,352066408,4724,240768820,1067,50167967,618,39807706,449,10360261,10437,4971771,0,26837332,0,91288325,0,63220945,0,132362855,0,173450516,0,40515486,0,1522713925,489484,1020450834,412820,872555623,72493,139937735,240300,326028758,83,35214170,402863,59280501,0,904325507,0,240436465,0,45877789,24465,19083698
1,2015 Jan.,6140891682,0,46951824,0,90569255,0,121021895,0,673039061,0,207827031,0,38302658,468521,201999316,0,771347987,3414,336355382,110992,125446185,0,94923594,0,51930703,0,68606697,0,72142836,119989,20863807,0,1151588246,0,200042439,1432,29214018,0,106028554,0,106898614,0,101024109,0,78132518,0,48491245,0,30996185,0,13952285,0,39432121,0,1057126039,0,319020163,4497,216510164,1037,48507285,644,39449046,393,9058239,10510,4209621,0,25988859,0,78698715,0,49347204,0,112917410,0,151672718,0,40075719,0,1438795257,421324,878356409,362882,765531483,54761,106975781,197003,268856795,64,28409888,1896021,187370723,0,790452118,0,202217079,0,38055670,26334,18499015
1,2015 Feb.,5940749046,0,40326160,0,86799461,0,105763584,0,596047606,0,164242464,0,32868376,448405,186399345,0,757263998,3253,317474534,118276,120113516,0,92582224,0,51005717,0,73456610,0,79825846,125760,21457256,0,1156330193,0,215813274,1273,32623728,0,94266586,0,109354377,0,100992710,0,82298877,0,51995680,0,35673910,0,18042697,0,39125431,0,1004190758,0,296543684,4276,199267950,948,43937073,585,35070970,363,8866103,10330,4303981,0,23187316,0,72687060,0,47857641,0,113764820,0,142600437,0,38522766,0,1442765914,463104,933847150,393187,800118926,65261,125866044,205140,276262796,78,35441701,870251,99485449,0,751261372,0,182957250,0,34485455,27828,16901794
1,2015 Mar.,6926741388,0,49677640,0,107307313,0,93362446,0,716560229,0,205987600,0,34322156,583267,226125345,0,875811023,3828,369140517,145552,138645501,0,108304390,0,63136946,0,76764478,0,92501599,145599,25541357,0,1442894811,0,257725520,1605,38126866,0,109659483,0,152794731,0,115595180,0,110111860,0,66175648,0,39981125,0,19561702,0,44138094,0,1166003640,0,330730779,4792,221383476,1155,45598392,576,34854341,579,10744051,9585,4398597,0,28981865,0,89686125,0,59842921,0,131288057,0,167797747,0,41986474,0,1613855715,504475,1013601724,425803,861868375,74128,143012071,232386,309119437,85,35174894,1524569,164977326,0,861268571,0,218935595,0,41381710,28660,21475438
1,2015 Apr.,6548769906,0,51523841,0,104994463,0,122625560,0,697765401,0,206680347,0,44327269,535035,210555857,0,804294085,3575,322224031,110357,118362538,0,112413671,0,63558705,0,75628095,0,86301382,140224,23972808,0,1252322261,0,238423035,1586,29412172,0,101218927,0,119333098,0,109842690,0,85868471,0,59674817,0,33280946,0,16167911,0,42500954,0,1137078689,0,329760857,4875,219497764,1269,50612794,720,40836319,548,9776475,9939,4869559,0,30855756,0,88568047,0,57024964,0,127695582,0,166387006,0,33064041,0,1494877114,501638,979104562,422830,830066687,74481,140597131,239316,316276700,71,23605438,990044,90010823,0,883288492,0,194073681,0,41429484,28885,19437077
1,2015 May.,5737870695,0,45383711,0,102983709,0,94823805,0,624003114,0,181581865,0,27223500,519470,198535187,0,746538419,3457,303074231,111656,115136521,0,96039558,0,62111279,0,69970042,0,77009735,126543,21570537,0,1122900091,0,193227986,1332,29057219,0,101299807,0,102895034,0,101425624,0,73920223,0,52681006,0,26540458,0,18206828,0,38543405,0,1031115710,0,318800231,4771,218035118,991,44445099,602,35284094,389,9161005,9457,3963636,0,31956160,0,67544853,0,53077707,0,111719390,0,148381181,0,33658059,0,1216105912,395269,761346951,330120,641117625,60501,112624296,193686,253564303,61,16814732,996875,112223071,0,754016224,0,186644469,0,36989774,27946,16153275
1,2015 Jun.,6504696538,0,45857803,0,108561495,0,100410203,0,656663535,0,180161376,0,42667353,530980,207079835,0,800563789,3390,306291564,124042,127485402,0,104862070,0,64776332,0,77446937,0,94678777,137403,23444745,0,1245678807,0,214764862,1320,32481211,0,90796849,0,119132210,0,114174135,0,89228940,0,58262522,0,33863426,0,17990404,0,41834593,0,1112101368,0,333544309,4998,226680476,1082,52516734,701,43763136,381,8753598,8520,4808921,0,30353049,0,78845372,0,54775345,0,126043795,0,155853965,0,36911046,0,1574151923,519686,1076239431,441810,921605589,72591,145560781,217083,288750240,65,18916328,883115,103418615,0,860707615,0,197204545,0,38655900,25008,18360441
1,2015 Jul.,6662871116,0,49046363,0,98098300,0,120709206,0,658143923,0,168402557,0,42328588,522016,213508266,0,812725389,3502,311361119,128545,131286312,0,109451924,0,66080257,0,76135791,0,92110464,145242,24497169,0,1270740525,0,231854534,1297,32044653,0,105194730,0,116451806,0,112493250,0,79616197,0,60204002,0,32891434,0,19017096,0,43808767,0,1172693521,0,342738539,4771,230096541,1152,58053170,727,47281112,425,10772058,8783,4770118,0,36546800,0,81939856,0,53931132,0,134058972,0,166354925,0,36020812,0,1656996866,522616,1090630609,448983,946128548,68748,135430063,231759,316843260,62,20023799,1372415,144428677,0,823717023,0,199823198,0,43924550,33511,20364266
1,2015 Aug.,5880185443,0,49063073,0,89959559,0,112914401,0,629253500,0,168658232,0,37820096,487529,198711598,0,748286975,3401,292923086,134796,128304162,0,97052972,0,56676761,0,71930432,0,77658497,132697,22130410,0,1110163485,0,179228594,1100,29489045,0,105654197,0,94569435,0,94368933,0,67757715,0,49090639,0,31796098,0,17769288,0,36373505,0,1073587984,0,338988546,4573,233454050,892,40559700,535,30126503,357,10433197,9110,4054026,0,32697363,0,73108717,0,54318470,0,114697208,0,146799290,0,35701550,0,1298590267,420767,857578743,355071,732551602,61045,117979377,193274,259088089,54,18244247,900544,86400105,0,768366199,0,189171837,0,39014104,38908,20054358
1,2015 Sep.,6413303277,0,48106122,0,85783731,0,120133102,0,604733926,0,157449173,0,40570297,467492,192742449,0,736388640,3303,288964435,132146,118892130,0,95454123,0,55997772,0,76493933,0,76253650,137887,22542826,0,1157182321,0,215079081,1099,33429468,0,92772742,0,97070113,0,99280396,0,77029025,0,57595821,0,33566138,0,16943790,0,37926439,0,1199642015,0,361280296,4673,250951457,970,48994541,685,37936858,285,11057683,10132,4107102,0,35906192,0,80991707,0,83002632,0,123437928,0,151569148,0,43150394,0,1624604730,515426,1101718113,439715,953632405,70673,139958087,220352,297148623,60,20730487,1128911,124506673,0,836728690,0,203653237,0,40699540,28952,21376109
1,2015 Oct.,6541289708,0,56195108,0,94579488,0,100454895,0,648621614,0,156289545,0,41402775,542597,212799357,0,751293095,3399,286361343,113742,108851441,0,105680997,0,67282606,0,75863984,0,79939125,153902,25203799,0,1207773873,0,220479223,1351,34674513,0,100257525,0,99077307,0,102404534,0,69746487,0,59797860,0,39240026,0,18911926,0,41978276,0,1202469221,0,343557133,4611,232817719,1112,52135394,760,41186042,352,10949352,11725,4506872,0,34554709,0,83290924,0,86295010,0,128322357,0,162939198,0,39945120,0,1618203665,536011,1120289796,457819,979824268,72765,133149632,231693,308496803,62,21553049,802142,88793090,0,861698749,0,205018466,0,40730228,26459,22489688
1,2015 Nov.,5978713942,0,51545597,0,78354719,0,81880030,0,593077874,0,153628000,0,40722561,498334,188060212,0,674240793,3208,258468789,96199,94024301,0,93216941,0,59745170,0,74103314,0,71035026,129042,21898972,0,1085439868,0,200717418,1171,31115330,0,99999182,0,80003982,0,94900830,0,64842330,0,50221628,0,32911121,0,19224132,0,35729508,0,1028994190,0,295335879,4313,199142423,959,42980511,639,33600499,321,9380012,7598,3447774,0,26769408,0,71831759,0,67122559,0,111451353,0,141167587,0,34514107,0,1583897149,527233,1125218136,456059,995267231,66672,122193048,207787,276333684,63,22849855,740782,89206677,0,801283722,0,191708411,0,36571839,25505,18078069
1,2015 Dec.,6337846121,0,64935934,0,89022847,0,70822750,0,661454156,0,165703426,0,39762217,519834,207552053,0,741079329,3542,275620398,100798,99700321,0,110371799,0,69310514,0,75653893,0,83902598,142990,24463798,0,1220846894,0,224099845,1287,31908089,0,99444884,0,93162032,0,114043726,0,74941151,0,49904952,0,39712431,0,22094077,0,39430842,0,1103658744,0,304220243,4530,196576803,1088,43155888,627,31239562,461,11916326,8661,4723179,0,27208349,0,73921754,0,56393103,0,133004002,0,152725644,0,45674926,0,1577886432,513480,1108327537,442600,978487626,66347,122390360,232686,312307871,86,32329032,375273,42769042,0,808139035,0,204796482,0,44635096,24041,19837666
1,(Ratio to SM),92.0,-,123.4,-,80.5,-,58.5,-,91.4,-,74.3,-,132.5,100.2,92.5,-,84.4,94.0,73.2,92.0,79.9,-,101.7,-,100.7,-,98.9,-,86.2,114.5,106.0,-,88.4,-,89.5,74.1,86.4,-,88.4,-,75.2,-,97.3,-,71.0,-,82.6,-,96.8,-,131.4,-,87.1,-,92.1,-,86.4,95.9,81.6,102.0,86.0,101.4,78.5,102.8,115.0,83.0,95.0,-,101.4,-,81.0,-,89.2,-,100.5,-,88.1,-,112.7,-,103.6,104.9,108.6,107.2,112.1,91.5,87.5,96.8,95.8,104.1,91.8,93.2,72.1,-,89.4,-,85.2,-,97.3,98.3,104.0
