Exp or Imp,Year & Month,Grand Total,FOODSTUFF,, FISH AND FISH PREPARATION,," (SHRIMPS, PRAWNS, LOBSTERS)",, MEAT AND MEAT PREPARATION,," CEREALS, CEREAL PREPARATION",, VEGETABLES,, FRUITS,,RAW MATERIALS,, WOOD,, ORE OF NONFERROUS,, IRON ORE AND CONCENTRATES,, SOY BEANS,,MINERAL FUELS,, PETROLEUM,, PETROLEUM PRODUCTS,, (PETROLEUM SPIRITS),, LNG,, LPG,, COAL,, (COAL N.E.S),,CHEMICALS,, ORGANIC CHEMICALS,, MEDICAL PRODUCTS,,MANUFACTURED GOODS,, IRON AND STEEL PRODUCTS,, NONFERROUS METALS,, MANUFACTURES OF METALS,," TEXTILE YARN, FABRICS",, NON-METALLIC MINERAL WARE,, WOOD & CORK MANUFACTURED,,MACHINERY,, POWER GENERATING MACHINE,, COMPUTERS AND UNITS,, PARTS OF COMPUTER,,ELECTRICAL MACHINERY,, SEMICONDUCTORS ETC,, (IC),, INSULATED WIRE AND CABLE,, AUDIO AND VISUAL APPARATUS,, (VIDEO REC OR REPRO APP),, ELECTRICAL POWER MACHINERY,," TELEPHONY, TELEGRAPHY",, (TELEPHONE SETS),, ELECTRICAL MEASURING,,TRANSPORT EQUIPMENT,, MOTOR VEHICLES,, PARTS OF MOTOR VEHICLES,, AIRCRAFT,,OTHERS,," SCIENTIFIC, OPTICAL INST",, CLOTHING AND ACCESSORIES,, FURNITURE,, BAGS,
2,2017 Jan.-Mar.,18693077091,0,1589288074,465003,347885631,32913,41855558,654339,327261570,5872300,186364328,722155,132438939,561074,110668985,0,1106685449,0,94230852,2784,341484503,30404,227452998,805868,46298039,0,4345264271,49649,1966685858,0,416369750,7396,296732655,24235,1102292544,3077,175910474,48859,672430149,29235,321800882,0,1858563041,0,436692357,24290672,655334662,0,1647701130,2035196,219424097,863432,404042084,0,285302928,0,220753287,0,174950735,0,182982371,0,1777376268,,303842495,22727,511111198,,127091739,0,2919813669,0,671864173,5267,497980922,,,0,299343194,7214,70999179,0,157062945,0,740897087,,,0,181955067,0,738195698,78379,277388178,0,223665179,0,136875532,0,2710189491,0,416167016,0,779090510,,191208728,0,154041875
2,2017 Apr.-Jun.,18082676394,0,1781489886,575901,412581408,,,757605,374056737,6607627,197086748,801730,143117739,720434,154763006,0,1229463296,0,98543571,2963,362808237,32690,287439362,896288,48842066,0,3631512119,42217,1573784651,0,361364065,7326,275343612,18997,913971507,2646,136759820,45452,635135233,25995,284743343,0,1911326290,0,440494382,25268444,679902309,0,1697323984,2100938,238885103,896685,431707179,0,289647904,0,225281251,0,170666651,0,184756757,0,1798985943,94248,307285231,21414,471647222,26697,118777243,0,2742908513,0,651589069,5626,510847770,83247,178075126,0,292790606,,,0,153656104,0,629145566,7738891,338476292,0,164386361,0,752657039,88877,320528803,0,216441362,0,119071153,0,2537009324,0,411662330,0,645050483,366691,180627882,0,136867044
2,2017 Jul.-Sep.,18426610680,0,1771791894,532529,419777679,,,759680,388188969,5979194,179374670,682525,128959062,653786,131123781,0,1198177378,0,97241858,2754,365573371,30690,278619397,733067,37825048,0,3598583307,47168,1631125052,0,309859718,6987,243469421,19897,946396912,2320,112218799,47884,591819704,29267,316932900,0,1846060898,0,393390207,26047369,649907932,0,1700307442,1969059,222043451,865162,429556392,0,294705269,0,232943421,0,173011434,0,181182282,0,1834150509,94864,335298387,20448,483402165,26531,122356923,0,2853714744,0,734317775,5918,587557385,85180,184711856,0,288741603,,,0,158677433,0,616990788,6165439,319520025,0,179115161,0,802557221,86491,317438334,0,237910704,0,161441900,0,2821267287,0,442945860,0,880177680,352764,179700219,0,140706080
2,2017 Oct.-Dec.,20176866942,0,1875075768,588533,469121166,,,775346,391831009,6132880,187254092,707145,135651337,552521,117405283,0,1190697058,0,95059095,2637,310542363,32742,288503204,783204,40562048,0,4264632288,47696,1983345340,0,456648790,7741,334596473,20502,954606837,2731,180033372,50643,670878265,29898,350658888,0,1950638337,0,437901138,25543266,659773787,0,1803473496,1983545,239567497,865916,470615288,0,309874497,0,246259488,0,179819828,0,195211798,0,1803409930,98556,314199606,21830,499686988,27722,133377163,0,3531690488,0,738800340,5659,575879619,89708,199398651,0,331507256,,,0,163542669,0,1122113653,12611915,820385010,0,199071840,0,876696148,106142,391620699,0,254746029,0,148264740,0,2880553429,0,450999919,0,804864287,394280,203746732,0,157932390
2,(Ratio to ST),117,-,111.9,99.4,110.7,,,111.6,116.5,101.6,109.8,97.7,103.6,97.9,103.9,-,117.1,-,109,91,102.7,104.3,136.5,105.8,104.8,-,128.6,101.5,132.7,-,154.9,115.4,153.8,95.9,110.1,96.5,150.6,101.6,128.1,100.7,131.6,-,107.5,-,119.4,101.2,92.6,-,117.2,96.1,127.2,106.7,130.9,-,113.1,-,111.1,-,106.8,-,111.8,-,112.9,106.3,102.2,100.6,109.1,97.8,115.9,-,120.4,-,116,117.4,123.6,103.9,115.8,-,106.8,,,-,112,-,136.9,123.8,156.7,-,117.4,-,102.6,118.1,125.3,-,112.3,-,68.4,-,115.4,-,117,-,114.9,105.2,114.5,-,111.8
2,2016 Dec.,6043015940,0,584829446,205086,154691597,15905,20754922,222972,115072152,1946730,58994356,246160,46752286,183930,37422691,0,361284485,0,30492832,1046,109720540,10797,76325709,248543,13527136,0,1306492288,18061,600456765,0,127591937,2374,84429682,7549,323360774,963,46468836,16314,203750887,9454,96898325,0,595638837,0,122565471,8131117,228621927,0,524542481,681662,65725949,279270,134261547,0,91520513,0,73192498,0,51573474,0,58096336,0,565342097,,101429647,7703,172695281,,39128065,0,968073113,0,226826423,1605,165925571,,,0,109959060,2570,27837445,0,50956216,0,230745079,,,0,59735326,0,302946633,33263,118336670,0,73299866,0,87676271,0,833866560,0,131957956,0,238095816,,59733575,0,49489899
2,2017 Jan.,6525955196,0,537934088,175302,132393842,11728,14810907,209384,107116584,1946125,63180967,241189,47201050,170482,34648415,0,383848768,0,32476056,924,122545905,10209,75377156,196020,11652121,0,1455816794,16339,640127392,0,153289272,2623,100960521,8302,373552030,996,52892106,17516,229925448,10675,117274047,0,631421060,0,145002936,8227022,210713912,0,587783625,735254,77023196,287827,135367654,0,106414734,0,82736412,0,61472798,0,68423536,0,625470447,,116361127,8240,179049790,,45080980,0,1089409357,0,237269158,1647,175688409,,,0,103046935,2503,22504681,0,57468501,0,322834080,,,0,60347129,0,242602900,23745,90495006,0,82086516,0,37017490,0,971668157,0,135968159,0,300633574,,69761934,0,61590472
2,2017 Feb.,5542596765,0,460266414,125705,94961512,9194,11435116,208442,99812028,1543333,48394407,206262,35772842,174863,33572275,0,333594515,0,29962846,893,100054666,9474,71468615,311995,17712861,0,1394760160,16307,643723683,0,132600771,2286,92204873,7790,359997192,945,53952073,14716,201492003,8911,98819441,0,564614478,0,127211494,7055631,217216708,0,468563982,605532,63708929,279252,128250528,0,74566430,0,55519249,0,45491470,0,55573138,0,521340295,,91182328,6422,150976580,,37095638,0,823076255,0,200366034,1852,150512184,,,0,89302480,2076,20812979,0,40175257,0,196846786,,,0,55601253,0,235402407,25466,90140816,0,61898808,0,51838872,0,740978259,0,126562522,0,194623861,,49134378,0,42238133
2,2017 Mar.,6624525130,0,591087572,163996,120530277,11991,15609535,236513,120332958,2382842,74788954,274704,49465047,215730,42448295,0,389242166,0,31791950,967,118883932,10721,80607227,297853,16933057,0,1494687317,17004,682834783,0,130479707,2487,103567261,8143,368743322,1135,69066295,16628,241012698,9649,105707394,0,662527503,0,164477927,9008019,227404042,0,591353523,694410,78691972,296353,140423902,0,104321764,0,82497626,0,67986467,0,58985697,0,630565526,,96299040,8064,181084828,,44915121,0,1007328057,0,234228981,1768,171780329,,,0,106993779,2634,27681519,0,59419187,0,221216221,,,0,66006685,0,260190391,29168,96752356,0,79679855,0,48019170,0,997543075,0,153636335,0,283833075,,72312416,0,50213270
2,2017 Apr.,5851936101,0,584662916,205124,147547221,,,245678,120031748,2000337,59755067,257067,47503995,230827,46622323,0,380857375,0,30147287,974,107432493,11389,91895208,306460,16779906,0,1248713007,15127,568437972,0,122567013,2458,93990921,6573,308261193,976,53925345,13714,190911443,8197,85465492,0,609668737,0,147459413,7673604,210960242,0,538152531,681703,78562984,276728,133229748,0,91321345,0,74341899,0,51874355,0,59192095,0,531494350,29232,85955259,6532,144346904,7921,36826088,0,877680443,0,203901153,1682,159073910,25578,53961977,0,87442265,,,0,47219938,0,218357677,2775214,131043725,0,50863943,0,243624668,28508,101987191,0,65106242,0,40808691,0,837082074,0,128770218,0,240762576,123412,58515022,0,46793553
2,2017 May.,6056015370,0,595437962,192289,134357548,,,251621,123394884,2396083,70980110,279910,49566900,244580,54725344,0,424658522,0,35512126,950,128486607,10673,94513264,313522,16957423,0,1218912145,13964,528096207,0,122752942,2549,96809764,6239,309547881,902,46582386,14470,209102057,7652,86324770,0,642723500,0,143624541,8862722,228675914,0,573214514,675731,75329654,307063,148244187,0,100449023,0,75504942,0,53803940,0,66220976,0,611176854,32838,108509621,7080,150908892,8894,38931665,0,909231570,0,210128871,1893,163255270,28888,61590645,0,102693312,,,0,53728644,0,198156621,2464267,101774475,0,55045322,0,248572647,30667,113610014,0,72971262,0,27597710,0,832087656,0,137305412,0,205279577,125780,62016382,0,43678708
2,2017 Jun.,6174724923,0,601389008,178488,130676639,,,260306,130630105,2211207,66351571,264753,46046844,245027,53415339,0,423947399,0,32884158,1039,126889137,10627,101030890,276306,15104737,0,1163886967,13127,477250472,0,116044110,2318,84542927,6185,296162433,768,36252089,17268,235121733,10146,112953081,0,658934053,0,149410428,8732118,240266153,0,585956939,743504,84992465,312894,150233244,0,97877536,0,75434410,0,64988356,0,59343686,0,656314739,32178,112820351,7802,176391426,9882,43019490,0,955996500,0,237559045,2051,188518590,28780,62522504,0,102655029,,,0,52707522,0,212631268,2499410,105658092,0,58477096,0,260459724,29702,104931598,0,78363858,0,50664752,0,867839594,0,145586700,0,199008330,117498,60096478,0,46394783
2,2017 Jul.,6088017434,0,586456394,172332,137151622,,,247619,128951605,1936405,58658263,245398,44202715,231653,47833611,0,408709705,0,32888808,1061,128607438,10320,97036064,286137,15328034,0,1220005520,15922,544360836,0,102097206,2222,77564756,6817,330192068,794,37397012,16700,204349396,10593,112494677,0,605454414,0,132830177,8809242,201186759,0,569552454,702997,78450937,290493,142585204,0,100579599,0,74648622,0,56796285,0,61476755,0,638071500,31447,100868781,7118,170797221,9132,41722098,0,937652549,0,242710371,1984,196137306,28872,62937450,0,97245187,,,0,53916930,0,194668280,2176009,96507153,0,58627337,0,253887342,23902,81665848,0,79141131,0,62739623,0,868227556,0,149310549,0,239247236,113352,57591937,0,51416148
2,2017 Aug.,6181724203,0,605667089,180581,145779948,,,252297,130002146,1972853,61053253,227478,42965997,225866,44963484,0,406926215,0,31915403,952,129634333,9936,88988314,252166,12730373,0,1263024745,16479,562460772,0,110632519,2665,90554145,7259,345584293,900,42385215,16207,199919710,10100,110036373,0,633069178,0,144463015,8937400,212574467,0,571773294,662934,73966906,303813,144632341,0,99032341,0,81194811,0,53522739,0,62131034,0,590812305,30937,108008708,6417,151007509,8605,40444742,0,893706241,0,238494095,1973,192060105,28120,61086126,0,94533325,,,0,52647027,0,157445181,1404182,54174398,0,57948247,0,262509511,31545,122720345,0,76002360,0,33808430,0,954235625,0,145895186,0,320417670,120733,61526215,0,46743761
2,2017 Sep.,6156869043,0,579668411,179616,136846109,,,259764,129235218,2069936,59663154,209650,41790350,196267,38326686,0,382541458,0,32437647,740,107331600,10433,92595019,194764,9766641,0,1115553042,14767,524303444,0,97129993,2100,75350520,5821,270620551,625,32436572,14978,187550598,8574,94401850,0,607537306,0,116097015,8300727,236146706,0,558981694,603128,69625608,270856,142338847,0,95093329,0,77099988,0,62692410,0,57574493,0,605266704,32480,126420898,6914,161597435,8794,40190083,0,1022355954,0,253113309,1962,199359974,28188,60688280,0,96963091,,,0,52113476,0,264877327,2585248,168838474,0,62539577,0,286160368,31044,113052141,0,82767213,0,64893847,0,998804106,0,147740125,0,320512774,118678,60582067,0,42546171
2,2017 Oct.,6414349975,0,613756669,175637,143850053,,,251784,126085383,1978410,61343053,208898,42045783,183359,38359097,0,385881118,0,31763627,849,104318140,10238,92894463,299178,15225717,0,1239176755,14778,573593876,0,128501398,2578,103360058,6137,280049157,758,45829061,15850,205883573,9899,114438523,0,649159638,0,135499430,7826727,249255978,0,585677588,645560,77879248,276691,150173390,0,99455966,0,80890994,0,57743179,0,65113092,0,548690776,30956,94079805,6671,153455480,8606,41633422,0,1144863340,0,248630741,2037,197052207,30055,66590436,0,101903719,,,0,51664509,0,366170174,4211713,270086794,0,63821894,0,274829066,30227,111447999,0,87351456,0,47551744,0,972315025,0,148785823,0,288091827,124782,65932787,0,51439135
2,2017 Nov.,6814819280,0,644065010,204534,164985401,,,264942,133819855,2189106,66697051,237961,46349604,189088,40876011,0,406173274,0,31232948,986,101614605,10742,95092826,298372,15320403,0,1357555820,15400,635405525,0,143657803,2502,108042055,6411,297099792,874,58431857,16149,214934137,9568,112466646,0,656929470,0,147695225,9195564,210902407,0,629279187,688969,82107618,306226,165645025,0,108685919,0,87260450,0,59468263,0,69188390,0,624036292,34324,110792080,7441,166396831,9889,46949430,0,1235520157,0,256558901,1888,198332606,30942,68883054,0,119154503,,,0,56820921,0,396547819,4488381,293695670,0,67844918,0,289828611,36612,130096231,0,92150813,0,40195958,0,971431459,0,154547646,0,267230853,137760,72784619,0,52920213
2,2017 Dec.,6947697687,0,617254089,208362,160285712,,,258620,131925771,1965364,59213988,260286,47255950,180073,38170175,0,398642666,0,32062520,802,104609618,11762,100515915,185654,10015928,0,1667899713,17518,774345939,0,184489589,2661,123194360,7953,377457888,1100,75772454,18644,250060555,10432,123753719,0,644549229,0,154706483,8520975,199615402,0,588516721,649016,79580631,282999,154796873,0,101732612,0,78108044,0,62608386,0,60910316,0,630682862,33276,109327721,7718,179834677,9227,44794311,0,1151306991,0,233610698,1734,180494806,28710,63925161,0,110449034,,,0,55057239,0,359395660,3911821,256602546,0,67405028,0,312038471,39303,150076469,0,75243760,0,60517038,0,936806945,0,147666450,0,249541607,131738,65029326,0,53573042
2,(Ratio to SM),115,-,105.5,101.6,103.6,,,116,114.6,101,100.4,105.7,101.1,97.9,102,-,110.3,-,105.1,76.7,95.3,108.9,131.7,74.7,74,-,127.7,97,129,-,144.6,112.1,145.9,105.4,116.7,114.1,163.1,114.3,122.7,110.3,127.7,-,108.2,-,126.2,104.8,87.3,-,112.2,95.2,121.1,101.3,115.3,-,111.2,-,106.7,-,121.4,-,104.8,-,111.6,112.4,107.8,100.2,104.1,102.6,114.5,-,118.9,-,103,108,108.8,100.9,107.8,-,100.4,,,-,108,-,155.8,148.2,204.7,-,112.8,-,103,118.2,126.8,-,102.7,-,69,-,112.3,-,111.9,-,104.8,104.5,108.9,-,108.3
