Exp or Imp,Year & Month,Grand Total,FOODSTUFF,,RAW MATERIALS,,MINERAL FUELS,,CHEMICALS,, ORGANIC CHEMICALS,, MEDICAL PRODUCTS,, PLASTIC MATERIALS,,MANUFACTURED GOODS,, IRON AND STEEL PRODUCTS,, NONFERROUS METALS,, MANUFACTURES OF METALS,," TEXTILE YARN, FABRICS",, NON-METALLIC MINERAL WARE,, RUBBER MANUFACTURED,, PAPER & PAPER MANUFACTURES,,MACHINERY,, POWER GENERATING MACHINE,, COMPUTERS AND UNITS,, PARTS OF COMPUTER,, METALWORKING MACHINERY,, PUMP AND CENTRIFUGES,, CONSTRUCTION MACHINES,, MECHANICAL HANDLING EQUIP,, HEATING OR COOLING MACHINE,, TEXTILE MACHINES,, BALL OR ROLLER BEARINGS,,ELECTRICAL MACHINERY,, SEMICONDUCTORS ETC,, (IC),, VISUAL APPARATUS,, (VIDEO REC OR REPRO APP),, (TV RECEIVER),, AUDIO APPARATUS,," PARTS OF AUDIO, VISUAL APP.",, ELECTRICAL POWER MACHINERY,," TELEPHONY, TELEGRAPHY",, ELECTRICAL MEASURING,, ELECTRICAL APPARATUS,, BATTERIES AND ACCUMULATORS,,TRANSPORT EQUIPMENT,, MOTOR VEHICLES,, (CAR),, (BUS&TRUCK),, PARTS OF MOTOR VEHICLES,," MOTORCYCLES, AUTOCYCLES",, SHIPS,,OTHERS,," SCIENTIFIC, OPTICAL INST",, PHOTOGRAPHIC SUPPLIES,, BLANK/RECORDED MEDIA,
1,2013 Jan.-Mar.,16352091296,0,92019925,0,310990935,0,265168305,0,1783548809,0,628349491,0,81510066,1371529,508851644,0,2200129507,11274,907360457,381157,379908315,0,261431338,0,141957832,0,210420651,0,243245553,308737,52301801,0,3166539088,0,619349074,4201,87947756,0,287841228,0,291460520,0,281584713,0,224766720,0,140599761,0,106892969,0,56108860,0,94491496,0,2705451027,0,791682383,12927,542078817,3629,141071635,2662,120461271,968,20610364,29299,10941554,0,79996908,0,195277089,0,117444801,0,308366102,0,392046418,0,87404123,0,3931689745,1360651,2350158844,1168098,1991739798,173273,325374024,662069,810834030,208,82940080,5135424,527258129,0,1896553955,0,507878032,0,102919471,105019,47551665
1,2013 Apr.-Jun.,17599584647,0,106721462,0,323462850,0,434899758,0,1881655668,0,617374656,0,95665607,1420404,574636025,0,2376824487,10915,982574426,340116,360590115,0,285788869,0,175807589,0,223740128,0,284414194,355619,59526993,0,3333942928,0,627583454,4422,86732243,0,294893071,0,265794973,0,298018965,0,228733512,0,159206225,0,99775513,0,62334815,0,108813756,0,3026031396,0,910489846,15637,630454141,4160,165212324,3144,144101889,1016,21110435,35742,12172354,0,100330483,0,214176980,0,119050563,0,339019800,0,431442257,0,103007005,0,4043835970,1470124,2574657473,1261228,2205112838,188477,334960111,718375,875803975,201,57472876,3605527,339846053,0,2072210128,0,544336023,0,108275666,103451,52539254
1,2013 Jul.-Sep.,17711557650,0,109687778,0,279886566,0,454343946,0,1901546263,0,636987294,0,87977908,1453745,581375202,0,2301796257,10754,954584481,328687,347726786,0,290275550,0,161527071,0,225770074,0,258628025,347153,58690925,0,3360914551,0,616722323,3640,95247530,0,308344224,0,288443501,0,302418698,0,222075372,0,147270635,0,95607734,0,63845149,0,109450131,0,3153727259,0,948399497,15089,650005150,5173,184602487,3650,163156207,1522,21446280,40018,12505432,0,112392009,0,219766745,0,140822093,0,328702596,0,441243945,0,107319024,0,4093062859,1473851,2672518431,1254091,2293939133,196111,335363643,719779,878031982,182,54375352,2928175,317800053,0,2056592171,0,573427506,0,110036968,106475,52042280
1,2013 Oct.-Dec.,18110959357,0,127343547,0,291934078,0,378508206,0,1940602253,0,637700672,0,94477342,1549053,594448229,0,2298089587,10125,948533074,304205,332828960,0,300727688,0,177969268,0,221366247,0,251545101,354581,60187605,0,3497618338,0,655985405,4061,90531701,0,311172152,0,292016742,0,311094051,0,228715158,0,160911176,0,98391408,0,71044925,0,113013427,0,3166432813,0,901987138,14726,608839701,5484,185346441,3685,159047813,1799,26298628,34199,13390791,0,103524151,0,235014372,0,154087664,0,337884134,0,459355067,0,107943333,0,4263464814,1512887,2815177524,1298281,2440725502,196255,342802987,730630,911520428,212,82159542,2721344,266939789,0,2146965721,0,597102847,0,118416825,94368,55010341
1,(Ratio to ST),117.4,-,126.7,-,104.7,-,165.6,-,120.2,-,133.3,-,121.2,111.9,117.0,-,113.4,94.7,116.1,93.8,109.3,-,115.7,-,111.3,-,106.2,-,112.8,128.4,122.0,-,117.0,-,118.5,88.5,108.2,-,116.9,-,89.9,-,111.8,-,122.7,-,118.2,-,112.8,-,146.3,-,118.3,-,112.6,-,106.5,101.7,105.1,99.7,103.1,88.6,100.1,134.2,126.9,96.6,116.1,-,109.7,-,121.2,-,134.8,-,116.5,-,110.6,-,119.4,-,122.2,106.1,126.4,106.7,130.3,107.0,112.1,103.9,116.9,110.2,123.2,100.5,102.9,-,113.7,-,110.8,-,123.9,68.1,115.0
1,2012 Dec.,5298546922,0,37507855,0,101460169,0,77709068,0,560178024,0,169408586,0,24772130,451454,173139421,0,703543787,3841,282317319,111853,107728202,0,89792063,0,55813366,0,73210995,0,76802295,88713,16204082,0,1056882426,0,195035242,1540,30235811,0,84822478,0,107115156,0,93012847,0,68889705,0,46989627,0,31570831,0,15210184,0,31507861,0,948970700,0,281635757,4927,191444765,1388,49514599,933,42165367,456,7349232,14107,3886515,0,29476330,0,67221048,0,41036863,0,102775287,0,142202949,0,33735487,0,1172777511,471842,767147239,401204,638915686,61053,109856060,232119,263005773,66,24494912,792210,65940180,0,639517382,0,181418739,0,33755201,44743,14780233
1,2013 Jan.,4798572969,0,27808840,0,86141988,0,78637580,0,547188673,0,197631808,0,26014109,402824,149975919,0,636412096,3630,267039793,107345,110516724,0,73621798,0,38596198,0,65167773,0,65674156,84786,14796306,0,867733909,0,173431090,1096,23530942,0,91613326,0,81115020,0,79820632,0,50442114,0,38483097,0,24428078,0,12721416,0,26615067,0,779488639,0,237903124,4109,165992133,1211,41570230,797,34997966,415,6572264,9856,3135474,0,22894152,0,55730572,0,34151983,0,87708924,0,109532676,0,24874650,0,1199947250,399995,683655453,348255,589771285,45359,82836015,195228,234993523,56,22959149,2060322,207528000,0,575213994,0,149497408,0,32721026,31214,15070365
1,2013 Feb.,5283269206,0,28375203,0,102191792,0,72057352,0,566915291,0,200085416,0,25063702,456525,163198487,0,711115700,3603,292457694,123891,123381783,0,84925142,0,45383250,0,65650506,0,80803659,101579,17356954,0,1019514521,0,202260778,1370,28396145,0,93206112,0,87209747,0,93170523,0,71035643,0,46839506,0,32064564,0,20157362,0,31222656,0,855973453,0,247990898,4015,166139428,988,40552546,734,33530765,254,7021781,8390,3371125,0,26446118,0,60706000,0,38884964,0,98389726,0,123297177,0,29772531,0,1299454013,472671,825152123,408195,708580940,58491,106509923,219077,268621206,73,29613847,1342720,126677170,0,627671881,0,158562148,0,32353287,35721,14606268
1,2013 Mar.,6270249121,0,35835882,0,122657155,0,114473373,0,669444845,0,230632267,0,30432255,512180,195677238,0,852601711,4041,347862970,149921,146009808,0,102884398,0,57978384,0,79602372,0,96767738,122372,20148541,0,1279290658,0,243657206,1735,36020669,0,103021790,0,123135753,0,108593558,0,103288963,0,55277158,0,50400327,0,23230082,0,36653773,0,1069988935,0,305788361,4803,209947256,1430,58948859,1131,51932540,299,7016319,11053,4434955,0,30656638,0,78840517,0,44407854,0,122267452,0,159216565,0,32756942,0,1432288482,487985,841351268,411648,693387573,69423,136028086,247764,307219301,79,30367084,1732382,193052959,0,693668080,0,199818476,0,37845158,38083,17875032
1,2013 Apr.,5775769697,0,35290618,0,113664743,0,130879744,0,634485445,0,217426415,0,31098589,462607,185461645,0,779606670,3610,318909058,112833,119965589,0,95117067,0,57045527,0,73135447,0,94803479,117139,19422390,0,1078189762,0,221929545,1515,27732552,0,90373454,0,84128585,0,100118685,0,71646774,0,50590594,0,31501328,0,20775095,0,35363696,0,990918117,0,291757798,4670,201519177,1344,52497689,1035,44903932,310,7593757,11759,4101604,0,33770269,0,72527387,0,38669261,0,113005576,0,144424199,0,35117620,0,1350337758,509213,868977362,438891,741671643,63508,116162069,249630,306014184,76,23594463,940194,90138375,0,662396840,0,168949886,0,36666911,33387,16471787
1,2013 May.,5765204286,0,36621995,0,107662151,0,173363205,0,613230341,0,197008312,0,31272662,466969,191368159,0,789601579,3643,329554688,115275,120825504,0,93453628,0,58324818,0,72335168,0,93646593,118508,19994986,0,1089142921,0,196883365,1356,25786474,0,106661203,0,87417027,0,96807287,0,71199207,0,52068637,0,32398281,0,20105879,0,34918755,0,982227016,0,300921624,5450,210710419,1349,53181160,1094,46674805,255,6506355,12188,4074851,0,31917410,0,67567363,0,37752281,0,106063304,0,139366906,0,33945831,0,1283714098,457450,793729838,393350,682652718,57513,100136342,229334,278537651,62,17218556,1185504,121328574,0,689640980,0,185010727,0,36060571,33328,17374241
1,2013 Jun.,6058610664,0,34808849,0,102135956,0,130656809,0,633939882,0,202939929,0,33294356,490828,197806221,0,807616238,3662,334110680,112008,119799022,0,97218174,0,60437244,0,78269513,0,95964122,119972,20109617,0,1166610245,0,208770544,1552,33213217,0,97858414,0,94249361,0,101092993,0,85887531,0,56546994,0,35875904,0,21453841,0,38531305,0,1052886263,0,317810424,5517,218224545,1467,59533475,1015,52523152,451,7010323,11795,3995899,0,34642804,0,74082230,0,42629021,0,119950920,0,147651152,0,33943554,0,1409784114,503461,911950273,428987,780788477,67456,118661700,239412,291252140,62,16659857,1479829,128379104,0,720172308,0,190375410,0,35548184,36736,18693226
1,2013 Jul.,5958497443,0,35331892,0,95851612,0,140958478,0,627496697,0,198966901,0,28332600,495634,197114478,0,781392514,3608,324756227,108501,111341731,0,98649131,0,57281107,0,74861131,0,93229442,115121,19518775,0,1148318101,0,205151108,1144,31833848,0,99178314,0,92542453,0,104751584,0,82396743,0,51261018,0,32863095,0,22893678,0,38248919,0,1022405103,0,316623969,4904,217923757,1807,56346458,1143,49403404,664,6943054,12680,4078305,0,32933712,0,72182212,0,36702119,0,108801848,0,149774247,0,36059575,0,1432117712,512552,920900322,438132,794883342,66061,111202636,247900,296350918,65,17049549,1344515,144206908,0,674625334,0,185114095,0,39232623,32335,17077047
1,2013 Aug.,5782109839,0,38405016,0,92401664,0,135414734,0,664333007,0,234027261,0,28260220,488441,197002170,0,776468166,3694,324576504,107199,118620647,0,95998646,0,54286829,0,77105147,0,85030032,112502,19412478,0,1104438867,0,203891994,1217,30635787,0,111063909,0,96872539,0,91524488,0,64058718,0,47328202,0,31611855,0,19508562,0,35386093,0,1056485017,0,323245850,5135,221536374,1596,63261115,1198,56156528,397,7104587,14429,3812956,0,38297690,0,71603093,0,44239404,0,109790384,0,146439611,0,36194319,0,1224314061,441471,795075720,374876,680392908,59211,100872424,231310,284944469,55,16355174,516822,66436610,0,689849307,0,196322260,0,35347171,33400,17088379
1,2013 Sep.,5970950368,0,35950870,0,91633290,0,177970734,0,609716559,0,203993132,0,31385088,469670,187258554,0,743935577,3452,305251750,112987,117764408,0,95627773,0,49959135,0,73803796,0,80368551,119530,19759672,0,1108157583,0,207679221,1280,32777895,0,98102001,0,99028509,0,106142626,0,75619911,0,48681415,0,31132784,0,21442909,0,35815119,0,1074837139,0,308529678,5050,210545019,1770,64994914,1309,57596275,461,7398639,12909,4614171,0,41160607,0,75981440,0,59880570,0,110110364,0,145030087,0,35065130,0,1436631086,519828,956542389,441083,818662883,70839,123288583,240569,296736595,62,20970629,1066838,107156535,0,692117530,0,191991151,0,35457174,40739,17876854
1,2013 Oct.,6102969356,0,39490965,0,98192767,0,148442391,0,646415266,0,217998373,0,29466902,522019,197746259,0,759437124,3276,309661493,105888,114529129,0,100486608,0,58151683,0,73129782,0,81676540,114270,20215397,0,1124754053,0,229157865,1390,27765586,0,96747821,0,89685095,0,101110472,0,67596986,0,54247437,0,30449560,0,23234680,0,37795416,0,1089630723,0,313604494,5395,214262700,2208,65881780,1436,57648692,772,8233088,14526,4570245,0,41614161,0,82828154,0,54094274,0,109880499,0,156316042,0,37551673,0,1452856625,522280,955945332,449342,832825697,66341,110988743,250471,313525450,67,24376489,1048711,103057730,0,743749442,0,193034723,0,39010732,32714,18580013
1,2013 Nov.,5898811957,0,40289004,0,92943270,0,122080009,0,622614098,0,199926043,0,34583034,511362,191419743,0,736860809,3360,301817485,94518,101170982,0,99438196,0,59240257,0,72407620,0,81694117,117764,19467746,0,1132991965,0,207588130,1276,29817609,0,107768065,0,91702515,0,101403915,0,73633475,0,53051396,0,30847667,0,24022056,0,37659492,0,1024337700,0,289537850,4650,195687982,1654,61907742,1205,52919432,449,8988310,10406,4448461,0,32461113,0,74317224,0,49892156,0,111545059,0,148463319,0,32934949,0,1437520136,512365,951872763,442384,830124511,63967,111293517,234101,289468532,67,25658462,1069540,105242999,0,689174966,0,194131928,0,35932258,31544,17331938
1,2013 Dec.,6109178044,0,47563578,0,100798041,0,107985806,0,671572889,0,219776256,0,30427406,515672,205282227,0,801791654,3490,337054096,103799,117128849,0,100802884,0,60577328,0,75828845,0,88174444,122547,20504462,0,1239872320,0,219239410,1395,32948506,0,106656266,0,110629132,0,108579664,0,87484697,0,53612343,0,37094181,0,23788189,0,37558519,0,1052464390,0,298844794,4681,198889019,1621,57556919,1043,48479689,578,9077230,9268,4372085,0,29448877,0,77868994,0,50101234,0,116458576,0,154575706,0,37456711,0,1373088053,478242,907359429,406555,777775294,65947,120520727,246058,308526446,78,32124591,603093,58639060,0,714041313,0,209936196,0,43473835,30110,19098390
1,(Ratio to SM),115.3,-,126.8,-,99.3,-,139.0,-,119.9,-,129.7,-,122.8,114.2,118.6,-,114.0,90.9,119.4,92.8,108.7,-,112.3,-,108.5,-,103.6,-,114.8,138.1,126.5,-,117.3,-,112.4,90.6,109.0,-,125.7,-,103.3,-,116.7,-,127.0,-,114.1,-,117.5,-,156.4,-,119.2,-,110.9,-,106.1,95.0,103.9,116.8,116.2,111.9,115.0,126.8,123.5,65.7,112.5,-,99.9,-,115.8,-,122.1,-,113.3,-,108.7,-,111.0,-,117.1,101.4,118.3,101.3,121.7,108.0,109.7,106.0,117.3,118.9,131.1,76.1,88.9,-,111.7,-,115.7,-,128.8,67.3,129.2
