Exp or Imp,Year & Month,Grand Total,FOODSTUFF,, FISH AND FISH PREPARATION,," (SHRIMPS, PRAWNS, LOBSTERS)",, MEAT AND MEAT PREPARATION,," CEREALS, CEREAL PREPARATION",, VEGETABLES,, FRUITS,,RAW MATERIALS,, WOOD,, ORE OF NONFERROUS,, IRON ORE AND CONCENTRATES,, SOY BEANS,,MINERAL FUELS,, PETROLEUM,, PETROLEUM PRODUCTS,, (PETROLEUM SPIRITS),, LNG,, LPG,, COAL,, (COAL N.E.S),,CHEMICALS,, ORGANIC CHEMICALS,, MEDICAL PRODUCTS,,MANUFACTURED GOODS,, IRON AND STEEL PRODUCTS,, NONFERROUS METALS,, MANUFACTURES OF METALS,," TEXTILE YARN, FABRICS",, NON-METALLIC MINERAL WARE,, WOOD & CORK MANUFACTURED,,MACHINERY,, POWER GENERATING MACHINE,, COMPUTERS AND UNITS,, PARTS OF COMPUTER,,ELECTRICAL MACHINERY,, SEMICONDUCTORS ETC,, (IC),, INSULATED WIRE AND CABLE,, AUDIO AND VISUAL APPARATUS,, (VIDEO REC OR REPRO APP),, ELECTRICAL POWER MACHINERY,," TELEPHONY, TELEGRAPHY",, (TELEPHONE SETS),, ELECTRICAL MEASURING,,TRANSPORT EQUIPMENT,, MOTOR VEHICLES,, PARTS OF MOTOR VEHICLES,, AIRCRAFT,,OTHERS,," SCIENTIFIC, OPTICAL INST",, CLOTHING AND ACCESSORIES,, FURNITURE,, BAGS,
2,2020 Jan.-Mar.,18312903595,0,1626141313,437276,319244136,,,678978,350055006,6378882,208372285,690486,124985520,581291,118427624,0,1157464118,0,76890725,2796,323257622,26935,289164435,740415,38239874,0,4171284685,41525,1920921722,0,445804406,7493,323123102,21363,1129609492,2879,147823617,47009,522944239,28604,285860383,0,2015750749,0,408262698,24206367,826968436,0,1606496433,1803831,200379675,744541,453477474,0,277596356,0,210111798,0,148097992,0,170997072,0,1703883943,80152,256134366,23275,516390777,25628,109257344,0,2771954939,0,631580346,5885,497647111,87300,196315061,0,305876391,,,0,143163177,0,654920600,7693687,370762542,0,182781968,0,732686687,78011,313306490,0,194021740,0,145339416,0,2527240728,0,425911058,0,708897310,375619,178551401,0,149461335
2,2020 Apr.-Jun.,16369329835,0,1756847122,500792,346639456,,,800170,399593922,6015279,191357285,754009,135224579,764421,168404866,0,1147867148,0,77935689,2504,372248512,23281,226288917,1004301,50161741,0,2222883646,34268,751126217,0,205391113,7028,161688319,15037,745695007,2330,85827946,41375,430035660,24431,217193630,0,2148972765,0,464361283,29133441,863379515,0,1825287797,1695886,189369187,700657,413532261,0,300036440,0,486712163,0,138787612,0,152948496,0,1828115420,70860,216734750,27611,639734853,24444,110278528,0,2647582142,0,634088432,6328,503913912,71010,157413998,0,277418403,,,0,152092632,0,615626697,8204490,330941995,0,140236918,0,537741316,55494,216843623,0,136888138,0,106881149,0,2254032479,0,409062650,0,555221636,393084,177277045,0,97305224
2,2020 Jul.-Sep.,15819256327,0,1618194865,432929,315254894,,,678267,334314729,6187276,188249064,647324,117516478,648606,130637707,0,1115563642,0,65694393,2598,411868225,21467,211856805,739218,35640157,0,2294559366,33682,918369676,0,287815958,8567,246996278,18380,632789766,2255,89466932,40814,363161333,25135,197587579,0,1829653078,0,401787729,25379436,740715680,0,1498736381,1412156,149070037,510367,385398687,0,274656972,0,275326368,0,138466623,0,144092535,0,1694177245,68327,191647653,28512,618679371,21699,96450670,0,2634550161,0,596589337,6093,476036198,82860,180022373,0,317371924,,,0,148152227,0,584454704,6882204,257122170,0,147864538,0,596287351,79299,287918587,0,147501391,0,87592353,0,2537534238,0,421194361,0,764065762,439465,189349152,0,122234281
2,2020 Oct.-Dec.,17509341832,0,1678190281,531084,387483631,,,721633,347102318,5980828,178147460,673501,126299980,615653,119382806,0,1260672750,0,58428099,2232,397477845,27750,307053176,679426,35118234,0,2565371076,36552,1056006766,0,306141496,8165,242748033,19683,696961788,2331,107362092,44532,391456386,26678,205701947,0,1864387871,0,394389950,24831275,766200111,0,1633022283,1661399,167160161,674927,470868018,0,283540721,0,273672196,0,144946988,0,149130315,0,1816367371,81546,232684909,29426,631422690,22766,97041336,0,3300267275,0,643585114,6219,512932976,96166,215388196,0,376225907,,,0,161358021,0,995317262,11754586,644752408,0,167285189,0,733047693,97216,347257100,0,196290313,0,101468979,0,2658015232,0,455518714,0,695477230,452076,202792018,0,137252132
2,(Ratio to ST),88.6,-,91.8,93.1,89.9,,,94.1,88.6,94,88.3,93.7,93.7,102.1,99.2,-,100.2,-,73.1,77.1,116.9,92.7,89.6,80.8,87.7,-,62,82.5,53,-,76.5,108.2,79.5,101.6,67.9,91.5,86.8,91.6,66.3,93.1,68.3,-,94,-,94.6,94.8,98.2,-,94.2,81.1,74.4,80.6,105.8,-,88.7,-,114,-,89.7,-,81.1,-,98.5,97.7,76.6,103.8,112.4,69.7,75,-,103.9,-,98.5,111,100.9,102.5,105.1,-,101.5,,,-,101.8,-,115.8,115.7,118.5,-,89.8,-,77.9,108.5,93,-,90.7,-,37.4,-,92.7,-,100.4,-,87.1,109.5,100.9,-,80.2
2,2019 Dec.,6735246247,0,603101911,203648,154804337,,,243459,124513334,2072075,64523065,249230,45449396,189660,35265366,0,417166724,0,26748214,953,121739685,9780,113043658,217593,10826844,0,1551588633,16638,766614804,0,157411268,2890,121879847,6807,363054921,1133,58782832,17429,204254987,10746,109302292,0,637222135,0,141881654,8982566,243634970,0,557785418,651083,72881867,263172,147019462,0,101785300,0,75751619,0,54905685,0,56974199,0,619499597,25314,107593443,9728,196370322,10754,42024610,0,1045246151,0,221625884,1839,173152058,30766,68453577,0,126537849,,,0,54131453,0,262363061,3340329,158205335,0,61167758,0,349048409,33087,135987467,0,64292736,0,121674958,0,954587269,0,155367080,0,245454697,139948,64998913,0,60022338
2,2020 Jan.,6747750234,0,574948756,173339,126493461,,,239109,122496153,2056861,65836913,241260,45173946,186079,39189574,0,399029413,0,27525181,960,99579001,9042,104606962,276060,13981785,0,1506769575,14327,692995608,0,175096257,2707,120136883,7513,394235838,972,53435626,16550,189208898,9680,99595211,0,710501775,0,145779641,8525802,282509257,0,598949813,647547,74563351,261612,147494589,0,115982912,0,84117742,0,58927189,0,62779193,0,667989687,29938,90823483,10195,205248176,12263,46736721,0,1026273268,0,215012485,1892,165669299,33257,71854957,0,121380331,,,0,58534245,0,243254313,2879882,133730005,0,65232474,0,248077230,27602,112806081,0,75390074,0,26788616,0,1015210717,0,143496375,0,304872902,164914,77269032,0,67442503
2,2020 Feb.,5209974677,0,476603299,115988,87082526,,,208839,107602161,1967631,66348098,180854,31753240,177737,35108957,0,370716851,0,23159252,939,112891092,9506,102931004,159391,8581044,0,1309071028,12416,603710417,0,139738642,2238,99856713,6642,351131525,971,52696928,14446,160941637,9143,92314247,0,606292992,0,121988291,6928994,259203362,0,435425653,560049,58518404,226338,141144038,0,64004018,0,45723542,0,37236233,0,51007255,0,442299251,20045,79824309,5219,125894383,4612,25205900,0,727814424,0,193266318,1996,157906111,22754,54149902,0,74960346,,,0,34153018,0,143817414,1418826,68473969,0,55750788,0,199838945,19054,75895927,0,50307993,0,53383070,0,641912234,0,127612051,0,150002821,85971,40282399,0,37373955
2,2020 Mar.,6355178684,0,574589258,147949,105668149,,,231030,119956692,2354390,76187274,268371,48058334,217475,44129093,0,387717854,0,26206292,897,110787529,8387,81626469,304964,15677045,0,1355444082,14782,624215697,0,130969507,2547,103129506,7209,384242129,937,41691063,16013,172793704,9781,93950925,0,698955982,0,140494766,8751571,285255817,0,572120967,596235,67297920,256591,164838847,0,97609426,0,80270514,0,51934570,0,57210624,0,593595005,30169,85486574,7861,185248218,8753,37314723,0,1017867247,0,223301543,1997,174071701,31289,70310202,0,109535714,,,0,50475914,0,267848873,3394979,168558568,0,61798706,0,284770512,31355,124604482,0,68323673,0,65167730,0,870117777,0,154802632,0,254021587,124734,60999970,0,44644877
2,2020 Apr.,6150406963,0,635183752,179780,129838886,,,314767,159963345,1951161,63680168,287138,51493309,250558,55133649,0,415639853,0,26531016,863,121307568,10257,99233534,364459,18398387,0,983728186,14775,424544164,0,77741932,2214,62603386,5196,268490584,861,33185621,15897,177312339,9099,86826870,0,761660114,0,173673131,10426143,298951477,0,673842689,632655,72266374,254190,147616295,0,107196418,0,183178013,0,52810395,0,58299717,0,617533910,28908,78411398,8566,210988860,8447,38185617,0,961519069,0,218059419,1990,175167560,26824,58918162,0,98177171,,,0,50357428,0,248457302,3209360,157663760,0,50908394,0,260447325,29477,113832843,0,57753460,0,57700217,0,840852065,0,141401548,0,245761993,139914,66047041,0,36362695
2,2020 May.,5055394444,0,543382932,152858,102575391,,,234346,117926451,2105449,65363353,227151,41330110,260383,59389766,0,360098983,0,24149505,773,125186414,6836,66032888,295361,14625671,0,616702141,9468,159158858,0,63377747,2224,48276066,4580,236625902,896,32043711,12362,124364779,7184,61758052,0,655339998,0,133914244,8906464,254791919,0,625201416,543877,59228757,235184,131889791,0,95974177,0,203939206,0,41864889,0,46963116,0,602721807,21002,65466728,9472,222802781,8301,37200120,0,831075175,0,207569881,2271,165079268,21166,47250831,0,82698332,,,0,49275518,0,188435805,2602563,97905751,0,41509810,0,165904860,19900,72993184,0,38130611,0,32983212,0,654967132,0,130343669,0,146759241,119532,52842082,0,26737701
2,2020 Jun.,5163528428,0,578280438,168154,114225179,,,251057,121704126,1958669,62313764,239720,42401160,253479,53881451,0,372128312,0,27255168,868,125754530,6188,61022495,344481,17137683,0,622453319,10025,167423195,0,64271434,2590,50808867,5261,240578521,573,20598614,13116,128358542,8148,68608708,0,731972653,0,156773908,9800834,309636119,0,526243692,519354,57874056,211283,134026175,0,96865845,0,99594944,0,44112328,0,47685663,0,607859703,20950,72856624,9573,205943212,7696,34892791,0,854987898,0,208459132,2066,163667084,23020,51245005,0,96542900,,,0,52459686,0,178733590,2392567,75372484,0,47818714,0,111389131,6117,30017596,0,41004067,0,16197720,0,758213282,0,137317433,0,162700402,133638,58387922,0,34204828
2,2020 Jul.,5400759788,0,567367967,147653,107582086,,,245883,124288887,1964112,58920826,234091,41451055,237264,48947323,0,380819762,0,25441029,974,150331606,6001,58416865,296583,14644891,0,750061664,11512,255275588,0,89992791,2884,75466810,6036,244644900,811,31406673,14054,127945677,8834,71787507,0,674901530,0,160793263,9952285,265087669,0,521869686,490036,57009749,172765,126898815,0,100169851,0,92527376,0,48983288,0,50997373,0,604373463,23833,63580764,10011,210579292,7904,34865609,0,912356416,0,204874573,2204,162514841,26731,58248636,0,109660802,,,0,51986848,0,209413145,2437852,92330558,0,48142017,0,160065460,19807,73530717,0,43643932,0,16680402,0,828943840,0,139391597,0,227140634,145934,62261525,0,42268980
2,2020 Aug.,5017029756,0,523574583,141419,103025845,,,217089,106581576,2191765,67689529,207619,37612165,195951,39784490,0,366522998,0,21845994,917,135901309,7339,71694385,263301,12431531,0,757049680,11019,319628752,0,103244522,2958,88796669,5840,190620842,651,25997123,13038,116890954,7848,61431225,0,542766608,0,101587961,7404670,227936070,0,456544981,440057,43386762,160192,112435153,0,85091854,0,87534095,0,41157167,0,45472736,0,529790848,19791,64438887,9490,202291971,6624,31004672,0,825745703,0,178833435,1914,140977918,26946,57864059,0,98038100,,,0,45481038,0,194454481,2417068,94677968,0,48232542,0,199310103,24923,95422345,0,44935014,0,36826601,0,815724252,0,135181235,0,252998628,143244,60670967,0,38962273
2,2020 Sep.,5401466783,0,527252315,143857,104646963,,,215295,103444266,2031399,61638709,205614,38453258,215391,41905894,0,368220882,0,18407370,707,125635310,8128,81745555,179334,8563735,0,787448022,11150,343465336,0,94578645,2724,82732799,6504,197524024,793,32063136,13722,118324702,8453,64368847,0,611984940,0,139406505,8022481,247691941,0,520321714,482063,48673526,177410,146064719,0,89395267,0,95264897,0,48326168,0,47622426,0,560012934,24703,63628002,9012,205808108,7171,30580389,0,896448042,0,212881329,1975,172543439,29183,63909678,0,109673022,,,0,50684341,0,180587078,2027284,70113644,0,51489979,0,236911788,34569,118965525,0,58922445,0,34085350,0,892866146,0,146621529,0,283926500,150287,66416660,0,41003028
2,2020 Oct.,5723961785,0,553420588,163381,119082101,,,244592,116619894,2041524,60339829,217543,41505090,217105,42705691,0,411639346,0,19785331,768,137342468,8925,94209103,256597,12651414,0,783071612,11543,341146080,0,93403374,2582,77940585,5943,189305905,688,29387846,14700,128405166,9197,69881766,0,646372034,0,126723792,8577589,287321017,0,539502104,597532,56953160,209474,139401069,0,96124081,0,97360104,0,47843075,0,52836287,0,592279745,27434,75452827,8904,201639502,7649,31320488,0,1063094337,0,224625906,2332,179531941,31455,70107431,0,120963712,,,0,51527269,0,304638394,3595247,187134612,0,52989836,0,212709162,29752,102587844,0,66279485,0,20234187,0,921872857,0,155265796,0,257138615,154711,69811605,0,43417022
2,2020 Nov.,5787125925,0,536989136,173455,127440876,,,237233,113852330,1816798,53631809,218015,41282078,197714,39025724,0,411930834,0,20232520,716,122431865,8560,96173785,209133,10851608,0,790885262,11283,314376538,0,102410192,2779,83155148,6019,209843650,765,34858319,14500,127987706,8218,62797290,0,626995081,0,143442410,8208437,245058802,0,541074570,510403,52005825,214838,153267106,0,94550568,0,93520272,0,50587266,0,49054243,0,596480064,26788,73931331,10124,213184148,7702,33969983,0,1187119501,0,209644254,1998,166114760,32849,75079576,0,131630297,,,0,58042054,0,401458709,4813717,281717494,0,57284483,0,222666310,26835,99258767,0,68106939,0,26535805,0,872985167,0,153309201,0,214871625,147889,67442531,0,43886199
2,2020 Dec.,5998254122,0,587780557,194248,140960654,,,239808,116630094,2122506,64175822,237943,43512812,200834,37651391,0,437102570,0,18410248,748,137703512,10266,116670288,213696,11615212,0,991414202,13725,400484148,0,110327930,2805,81652300,7722,297812233,877,43115927,15332,135063514,9263,73022891,0,591020756,0,124223748,8045249,233820292,0,552445609,553464,58201176,250615,178199843,0,92866072,0,82791820,0,46516647,0,47239785,0,627607562,27324,83300751,10398,216599040,7415,31750865,0,1050053437,0,209314954,1889,167286275,31863,70201189,0,123631898,,,0,51788698,0,289220159,3345622,175900302,0,57010870,0,297672221,40629,145410489,0,61903889,0,54698987,0,863157208,0,146943717,0,223466990,149475,65537882,0,49948911
2,(Ratio to SM),89.1,-,97.5,95.4,91.1,,,98.5,93.7,102.4,99.5,95.5,95.7,105.9,106.8,-,104.8,-,68.8,78.5,113.1,105,103.2,98.2,107.3,-,63.9,82.5,52.2,-,70.1,97,67,113.4,82,77.4,73.3,88,66.1,86.2,66.8,-,92.7,-,87.6,89.6,96,-,99,85,79.9,95.2,121.2,-,91.2,-,109.3,-,84.7,-,82.9,-,101.3,107.9,77.4,106.9,110.3,69,75.6,-,100.5,-,94.4,102.7,96.6,103.6,102.6,-,97.7,,,-,95.7,-,110.2,100.2,111.2,-,93.2,-,85.3,122.8,106.9,-,96.3,-,45,-,90.4,-,94.6,-,91,106.8,100.8,-,83.2
